id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,fair_param
88W8N0B3PJ,mutation,0.1866659309903157,0.0880318934531272,0,11,12,258,2,7
Q3J5U49XRQ,crossover,0.2700886962300958,0.014714549007725258,0,17,34,1471,5,2
3WHXM4YJCJ,crossover,0.26246806314648274,0.01531673843365422,0,15,22,952,5,2
84QF2WM7VC,crossover,0.22237205954401174,0.04247016504090578,1,17,33,443,4,2
SRAYPRR2QW,crossover,0.2069219752204976,0.03918470570901984,1,12,28,422,4,2
5NMIB6Z1G4,crossover,0.19858211494180578,0.09806861554114349,0,26,26,311,2,8
X6J3TS41P0,crossover,0.20112113107066,0.10670080810832597,0,25,12,231,1,7
S6O7BDW4QN,crossover,0.21520459343985565,0.03107478129369609,1,8,19,509,4,5
HQKI7AJOOX,crossover,0.17837961216329112,0.07199238871483812,0,6,15,353,3,2
OTLOSLVIDR,crossover,0.2909882570126322,0.003513408704886173,0,28,30,2042,6,6
4IUQJVTHRB,mutation,0.29362307255320874,0.00479145412240882,0,22,24,1944,6,5
VX7DDCKAY7,crossover,0.22265288855064058,0.02985024838142046,1,9,15,2052,4,5
SD3RAUQI7G,mutation,0.2209799226262158,0.04750207795312583,0,15,15,2003,4,4
VI831NMPD4,crossover,0.3275949541559233,0.0019073385798754061,1,19,20,1416,7,5
CMMPSH3OES,crossover,0.2890678307089407,0.0008961607209871936,0,17,20,1100,6,4
81QVHAJHZ5,crossover,0.40335334350101537,0.0034525990398327627,1,22,21,129,7,6
UIGGBMHXRN,crossover,0.31661943461771436,0.00431609628359126,0,14,19,119,6,5
H3CVPAKH8T,crossover,0.29591276310917447,0.006330459873960678,0,24,23,1260,6,7
XUJXXHXG1V,crossover,0.22671440065946336,0.03792021215970913,0,19,23,1197,4,7
D6ZXGUHU99,mutation,0.22197763195955833,0.04197500062547084,1,17,29,478,4,3
LWO837O1LW,crossover,0.18966161034009654,0.07133668678366215,0,13,28,443,3,3
BDY5VHD9XV,crossover,0.29408220368495797,0.006511151450119393,0,28,21,938,6,7
LKI7SYHZQR,crossover,0.3048588013924487,0.008197142849200367,0,28,14,490,6,7
C6T7QH4JYY,crossover,0.2145337323443175,0.030787064707043357,1,8,22,554,4,1
D6RZOQQSRX,crossover,0.171504257984039,0.0851675844872112,0,8,17,443,3,1
I0X495SFOQ,crossover,0.2213349038996354,0.02684590344398144,1,11,25,631,4,2
15C87FZ56B,crossover,0.17348255775681942,0.06752270459151194,0,10,24,599,3,2
MFP1BVICW2,mutation,0.3014463565691171,0.005252912609214157,0,11,15,1330,6,7
RWHRQ9CNJA,crossover,0.20270809884380936,0.04375481265063423,0,10,14,1006,4,5
SFJOVZ1YVX,crossover,0.26064507497325273,0.02630382871550529,1,19,23,1327,5,3
5Y2P8H2CBZ,crossover,0.2059340652198065,0.038716297546208395,0,11,21,1244,4,3
M8NHUMDEG8,mutation,0.26800656871633277,0.021338980176744154,0,23,32,1555,5,4
76RA4OJJK7,crossover,0.22313143508194644,0.04455124552093381,0,19,31,1494,4,5
2403RKC96P,crossover,0.26438287280759765,0.027789321961810144,1,23,32,1298,5,5
U96RKZW24C,crossover,0.2695001920538821,0.020529342922032984,0,22,29,824,5,3
U9WEODQAXU,mutation,0.26153562195602476,0.014145718026625606,0,7,22,544,4,6
PFBBJYJYR5,crossover,0.17805129231488792,0.07199238871483812,0,6,18,451,3,1
4ZJS2WDOPG,crossover,0.2861107725188381,0.0002547056256237412,0,17,30,2019,6,4
U4WP9MV7CJ,crossover,0.2717352976849138,0.016200042254030114,0,17,25,1738,5,3
0QMS3D5VC7,crossover,0.24434833356073682,0.02461088764041821,1,14,32,515,5,3
I1PJWVFL11,mutation,0.21377600538674946,0.035477748527363656,1,13,31,349,4,2
UELLR3CA2X,crossover,0.3039196227448884,0.0063169080057487725,1,16,19,1804,6,5
8VUIJXS5YR,mutation,0.2706337433365742,0.011897497838650767,0,13,16,1770,5,5
8YIY4QZPMC,crossover,0.22115550631145697,0.03581897761926339,1,15,31,332,4,3
HG7K5ME3ME,crossover,0.21238331747769346,0.03892374537499062,1,13,31,313,4,2
416CXM5VMX,crossover,0.20849077827867557,0.03717068960245072,1,14,31,289,4,2
V2ZYDR1YYQ,mutation,0.2213349038996354,0.02684590344398144,1,11,29,283,4,2
PGDOSQRH40,crossover,0.26296079015083196,0.025494191460794097,1,19,22,1775,5,4
1RPOI143WF,crossover,0.22215583685135865,0.05149675172143475,0,16,15,1385,4,3
I3DCBV3BLI,crossover,0.21610258931569704,0.06769644649166456,1,19,22,853,3,6
NA6ZPEK6JQ,crossover,0.20453744481258607,0.09491693747237506,0,18,19,627,2,3
YFF3K5AGTG,mutation,0.2069219752204976,0.03918470570901984,1,12,28,732,4,3
2J6X4L12VG,crossover,0.18316438121217304,0.06012199461261117,0,11,25,380,3,3
QUYHVU97VT,mutation,0.22118624673014475,0.029562531794767727,1,9,22,1157,4,4
TD2PO1Q55U,crossover,0.17805129231488792,0.07199238871483812,0,6,18,966,3,3
4QHFD4Q5D3,crossover,0.28660445575506566,0.009368163256228995,1,22,26,996,6,6
UQH57YWWST,mutation,0.3111012074044912,0.0038410859285740104,0,13,25,812,6,4
SGH1XCCDY9,crossover,0.21252421403830668,0.042316229717370576,1,13,25,1298,4,3
CB1GBJ622E,crossover,0.18316438121217304,0.06012199461261117,0,11,25,849,3,3
6LBRZU8N4P,crossover,0.1821125275156369,0.057137803735589854,1,14,23,246,3,5
B2WJTM5EH2,mutation,0.18530489247386595,0.06880735220124039,0,13,27,235,3,5
0C1KEVD4D2,crossover,0.26153562195602476,0.014145718026625606,0,7,22,1388,4,3
DJBUUYQMXZ,crossover,0.18816671537627394,0.05628785836004324,0,6,21,1177,4,2
DM85QMAHND,crossover,0.21128358858435592,0.041560104967906394,1,13,23,298,4,6
38AHTMGCD9,crossover,0.18668919832672637,0.06359474771286161,0,12,19,251,3,5
56R5Q8GWM4,crossover,0.20711849348891587,0.04708718229556137,0,12,14,435,4,2
QHWO5ZFHYU,mutation,0.20852845327184732,0.04030881580300727,0,11,15,433,4,2
PFSKMJWLLH,crossover,0.2302782838405112,0.02661830155478151,1,12,23,467,5,3
XEXW1GLIMM,crossover,0.20656187837271356,0.04528721620998029,0,12,17,391,4,3
RSOKAZ5RYB,mutation,0.2622639909312995,0.02481833546920042,1,16,27,1352,5,3
MBPV60BO02,crossover,0.2666907437035331,0.017745650197787774,0,15,30,956,5,3
8GF99M342N,crossover,0.2763595331905998,0.007782247191635928,1,7,27,642,5,2
LRXTW0C4BK,mutation,0.2770988718089663,0.007835759696882938,0,6,26,642,5,1
8LZ5CA3AN6,crossover,0.22407296951533462,0.027789321961810144,1,11,21,1032,5,5
DKAKL0DL44,crossover,0.2764253096461574,0.012533045709409031,1,10,18,674,5,4
X59NYPSHSE,crossover,0.2515672393490038,0.027166978475463475,1,17,26,451,5,4
J5M6020KZT,crossover,0.21396840083673963,0.04468502678405133,0,15,21,406,4,3
LKWWEAZQ9Q,crossover,0.28203304209935287,0.009274342630146579,1,8,27,523,5,2
P9EXUZM4RK,mutation,0.2145337323443175,0.030787064707043357,1,8,26,344,4,1
39ZV9EAK4A,crossover,0.2661343642714251,0.019498705970327664,0,12,19,1576,5,4
5TPW3KQ99B,crossover,0.20626624222448253,0.04450433520789261,0,12,18,1438,4,4
BMJ6UIRF9L,crossover,0.22265288855064058,0.02985024838142046,1,9,15,2070,4,5
3OMJWY1L4L,crossover,0.21664997004752262,0.031911174801030784,0,9,15,1985,4,4
846IT63V6K,crossover,0.2671570633987673,0.01464748463426635,0,8,25,1087,5,3
O6OZW1TW8K,crossover,0.21216073771260802,0.036347500479527645,0,8,23,798,4,2
QX16NKWNGL,mutation,0.275678543526512,0.013369439216743717,1,10,27,605,5,2
ZQMRZJMNB3,crossover,0.26153562195602476,0.014145718026625606,0,7,26,555,4,1
WWYXEBT4JY,crossover,0.21192939784831122,0.04129914463387717,1,13,23,306,4,6
PJ414JPRH6,mutation,0.18876345919259663,0.06779686930995277,0,12,18,304,3,4
V59U0221KY,mutation,0.27295051258856606,0.021519671752902883,0,21,24,1103,5,4
7LLNR7PAMV,crossover,0.23352947974503158,0.034266767483299945,0,20,23,1040,4,3
GE6LJ68YC5,crossover,0.2966492152150725,0.0050791707090615396,0,27,26,1205,6,5
RX8ICKZ8GD,mutation,0.24416935363604642,0.04737489888221412,0,21,15,920,4,4
I53MC8DETC,crossover,0.33292583057300273,0.005553486096478183,1,13,13,1117,6,6
UGF35LNI04,crossover,0.2658167898457936,0.02048903480119757,0,12,11,876,5,5
YBQQ594LSH,crossover,0.30375281773691687,0.005199400103967154,0,12,24,1667,6,4
FHN2X00OJ3,crossover,0.2874444519414273,0.013008056064426274,0,10,24,1260,5,3
6IZCY83Q39,crossover,0.3331715206302027,0.007634914060306509,1,22,18,162,6,8
9IDU32QPB7,crossover,0.31000319019643496,0.00538669387233167,0,20,18,108,6,6
WZRURYTI1W,mutation,0.18355831969929626,0.05777335160634811,0,11,16,669,3,7
OU8GMS7NSL,mutation,0.17141073542184815,0.08568950515526966,0,8,14,624,3,4
H5VLTDNHFW,crossover,0.25147012967722915,0.0264376099786228,1,22,22,349,5,4
NM0775QSUB,crossover,0.210526166390698,0.03733122711819176,0,19,16,336,4,4
R2XSZ7CKP6,crossover,0.2069219752204976,0.03918470570901984,1,12,29,842,4,3
M93RA3QZMC,crossover,0.200695667820305,0.04586925157549156,0,10,26,558,4,2
W0IZL60Q5D,crossover,0.22114841962056353,0.027916501032721863,1,11,22,918,4,4
3RWTZSEQHY,crossover,0.171504257984039,0.06724159019706501,0,9,22,505,3,3
DGZXNFEKDK,crossover,0.23197561034443037,0.02763538663827493,1,12,21,558,5,2
6BASK4KZER,crossover,0.20270809884380936,0.04375481265063423,0,10,14,427,4,2
88QJ4K1BPN,crossover,0.2874062259536704,0.012720339477773544,0,10,19,640,5,2
ETHOBW53IH,crossover,0.20251356623114114,0.04482541023937464,0,10,16,638,4,2
CFRI7SLAAK,crossover,0.26153562195602476,0.014145718026625606,0,7,23,805,4,2
EZQMCWBQXZ,crossover,0.17805129231488792,0.07199238871483812,0,6,20,803,3,2
GLH8DLUD32,crossover,0.2700502007251997,0.012680378840738443,0,13,14,1244,5,4
KKU3KI1GD7,crossover,0.2700430321436724,0.012968095427391177,0,13,12,1162,5,4
QWQ7V7IL2X,mutation,0.2213349038996354,0.02684590344398144,1,11,26,274,4,4
ZHCK97XYM0,mutation,0.18132990893802836,0.06235701041617442,1,12,24,255,3,3
NDFVB3CAV4,crossover,0.2667466590363742,0.02050258666940946,0,24,27,1290,5,5
P4XXJJFJKM,crossover,0.26993079901214523,0.014339961470996226,0,19,20,837,5,3
5AZGXQF3IZ,crossover,0.34233093312016327,0.002094632348239929,0,23,14,535,8,7
1J669V1BEO,crossover,0.2579659361444263,0.013148787003549892,0,15,13,495,5,7
8RNUE5J1P5,crossover,0.27679194462258394,0.007782247191635928,1,7,24,951,5,2
SQB8T5PRBX,crossover,0.18816671537627394,0.05628785836004324,0,6,24,868,4,2
QWDQKV3GLP,crossover,0.2622639909312995,0.02481833546920042,1,16,27,1270,5,5
S8PBGYIAZM,crossover,0.2157349867615297,0.044604758026180816,0,15,26,995,4,4
ER0MALMXQY,mutation,0.33424443905105183,0.0012443394888930273,1,13,31,425,6,3
8RJ7WFABYF,mutation,0.20709724836589494,0.03866278504096139,1,12,31,312,4,3
XLIQN1DKB6,crossover,0.20888554911226387,0.039264974466890354,0,11,16,588,4,3
HSOAVFCVL9,mutation,0.20888554911226387,0.039264974466890354,0,11,16,741,4,3
MQINBPX6K0,mutation,0.3368278008366209,0.0026968217741688907,1,14,26,976,6,6
WKBU9PAU30,crossover,0.25657637592115123,0.02153287613731447,1,13,20,896,5,5
7KDPT5GTTH,crossover,0.20974207644678122,0.045160037139068576,0,13,18,479,4,3
1KV3FSOGHD,mutation,0.20909279657924018,0.03605318170066911,0,11,12,451,4,3
3L25BW7726,crossover,0.17095503966583792,0.06752930678371774,0,9,20,486,3,2
GZ0YZJEMTA,mutation,0.17086719849581655,0.0851675844872112,0,8,19,462,3,2
ZGV8X14NV0,crossover,0.29842588245889456,0.0063572161265841864,0,26,25,1185,6,5
6K8XCV4SS0,crossover,0.27210065359764235,0.024437145740265592,0,22,16,940,5,4
Q1Y61JQNKS,crossover,0.27383956695533607,0.010940527452610163,1,9,28,516,5,2
CHTJGK1VMS,crossover,0.21216073771260802,0.036347500479527645,0,8,27,409,4,1
CR8DX3WC40,crossover,0.2626776360488028,0.016855744185206092,0,14,18,1738,5,4
B3YUACJ26B,crossover,0.2705378295381471,0.012211970677926988,0,13,17,975,5,3
CRPWOVVG26,crossover,0.2069219752204976,0.03918470570901984,1,12,28,551,4,2
26EZ70AEOL,crossover,0.2069219752204976,0.03918470570901984,1,12,28,429,4,2
LS0JE9VCUD,crossover,0.28203304209935287,0.009274342630146579,1,8,27,518,5,2
2C9HGAH87T,crossover,0.2670571057879939,0.00788267000992414,1,7,27,348,4,2
V18UPGZUGL,mutation,0.21377600538674946,0.035477748527363656,1,13,31,686,4,4
V5BJI3JASA,mutation,0.21252421403830668,0.042316229717370576,1,13,25,455,4,3
3CE9X764G3,crossover,0.2240123696730616,0.04309911071945827,1,15,28,802,4,3
S57NGVFT04,mutation,0.26435597884443385,0.01822066055280503,0,12,27,665,5,3
0MG99JIK00,crossover,0.20785474007606408,0.03970662637707831,1,12,26,505,4,4
MAPVJW8SHC,crossover,0.22118624673014475,0.029562531794767727,1,9,24,383,4,3
17JA0KFBBO,crossover,0.20732681625738558,0.054942748569061714,0,14,11,521,4,6
63GYZAATCE,crossover,0.20966425441950165,0.04985732315159469,0,13,11,442,4,5
3JF2FVO6YS,crossover,0.36286734789863817,0.0009972785068760107,1,20,14,924,8,9
06CVCAGT94,mutation,0.317726733812,0.003058204926486327,0,20,13,403,7,8
5JINHUIPV6,crossover,0.2150164607734686,0.0321453788824365,0,9,23,1405,4,3
FEZ25HDLIH,mutation,0.17095503966583792,0.06752930678371774,0,9,19,1077,3,2
289ONDKSB6,crossover,0.25366266751578526,0.018635556210369476,1,13,26,480,5,3
O1OW4WEG6F,crossover,0.2059340652198065,0.04030881580300727,0,11,20,462,4,2
2D1712COAB,crossover,0.20888554911226387,0.039264974466890354,0,11,17,1203,4,3
HK41ZCBOWU,crossover,0.20888554911226387,0.039264974466890354,0,11,17,873,4,3
ZJ4T7H9IXY,mutation,0.27679194462258394,0.007782247191635928,1,7,24,936,5,2
MUL8A2NEMD,crossover,0.18816671537627394,0.05628785836004324,0,6,24,883,4,2
VPJHL93WH3,crossover,0.26362729280571473,0.02142585112682046,0,14,26,1463,5,3
SUY4LQGHAW,crossover,0.27137779850588895,0.01090716900778086,0,13,18,983,5,3
I7RH1IHOA9,crossover,0.25775209232905716,0.017504843924176255,0,18,18,451,5,6
DLK2DROHEO,crossover,0.22637112724819475,0.03929173071951385,0,18,14,356,4,6
SIWZ9OSFHP,crossover,0.1896540029533902,0.06008863616778187,1,11,24,476,3,3
YFUTOG0JRF,crossover,0.18337712652605298,0.0574588787670719,0,11,24,378,3,2
FJHYR95RZ3,crossover,0.2577453322375469,0.017979854279193505,0,25,12,390,5,7
ZH9EP1MI1I,crossover,0.253720488255478,0.02142585112682046,0,19,11,368,5,6
7C0UXWUP1X,crossover,0.1896540029533902,0.06008863616778187,1,11,22,409,3,3
WLWUH55P8R,crossover,0.17139438519766426,0.06698062986303578,0,9,21,308,3,2
PS0Q87QK80,mutation,0.22118624673014475,0.029562531794767727,1,9,22,353,4,2
Y1ST3K697J,crossover,0.21492770703430752,0.032433095469089235,0,9,19,276,4,2
W5JOI6BBJ4,crossover,0.2539888082229036,0.018374595876340237,1,13,24,761,5,4
QI3TYMRAWZ,mutation,0.25453141106768584,0.019652641293862884,1,13,22,615,5,4
Z4D26ESYMM,crossover,0.21005580051516048,0.04453109146051612,1,14,28,425,4,4
PTV6Z05FOU,mutation,0.20827182787607457,0.04197500062547084,1,14,27,336,4,4
QY4884LZN9,crossover,0.20118367344133736,0.04558153498883882,0,10,22,928,4,3
36QDOTGL6T,mutation,0.1737935319431526,0.06673982358942426,0,10,21,821,3,5
2D45BB2ZC2,crossover,0.2763595331905998,0.007782247191635928,1,7,27,509,5,2
IPVVP5BEDY,mutation,0.2941931992612997,0.005326579174878866,0,5,26,476,4,1
26S4CBT4O1,crossover,0.2213349038996354,0.02684590344398144,1,11,27,415,4,3
8AHF5B6CHB,crossover,0.17348255775681942,0.06752270459151194,0,10,26,402,3,3
AXKASGET34,crossover,0.26404297034783863,0.02620340589721707,1,15,24,475,5,3
D0P81JWLE5,crossover,0.2616977432606239,0.014453588673696033,0,14,16,465,5,3
J7LI3MGERB,crossover,0.2670571057879939,0.00788267000992414,1,7,26,690,4,2
URNGZYHQ7L,mutation,0.18816671537627394,0.05628785836004324,0,6,25,526,4,2
VTJ51SNGVL,mutation,0.20620736299319953,0.04004785546897803,0,11,19,879,4,4
0OT4ZXDY81,crossover,0.17420669709968462,0.06702754017607698,0,10,19,726,3,3
SJ7VFOSHOV,crossover,0.2670571057879939,0.00788267000992414,1,7,26,681,4,2
YHVEKK65N0,crossover,0.26153562195602476,0.014145718026625606,0,7,25,411,4,2
K28DXT33TX,mutation,0.22118624673014475,0.029562531794767727,1,9,24,714,4,4
KYVCGX2US6,crossover,0.2139683096429078,0.03559137573006346,0,8,17,606,4,3
G2IWG8ZKJ2,crossover,0.23179419440008941,0.025520947713417598,1,12,19,904,5,6
NW8RTOUO1E,crossover,0.20851523059403143,0.03889698912236712,1,12,19,708,4,5
LMUYTW59EU,crossover,0.22118624673014475,0.029562531794767727,1,9,26,477,4,5
YL8YBNOF05,crossover,0.2149224113465179,0.03188441854840726,0,9,25,350,4,3
P51VJMJ5I4,crossover,0.2145337323443175,0.030787064707043357,1,8,22,794,4,2
74PBLJPOP2,crossover,0.21216073771260802,0.036347500479527645,0,8,22,628,4,2
3PC7OZ8D2E,mutation,0.20731614561875022,0.042831548193223226,0,12,12,448,4,3
VWT8RYF766,mutation,0.20909279657924018,0.03605318170066911,0,11,12,439,4,2
YH4DG3TQZM,crossover,0.2307641833238787,0.026879261888810735,1,12,24,873,5,3
UIQSF7GSB6,crossover,0.20165042825454715,0.04476529554192184,0,12,23,851,4,3
78E4U2L3E0,crossover,0.39479170993629886,0.000983726638664105,1,22,20,172,7,7
MP8OEOYCXK,crossover,0.24076910418289088,0.02281092155483711,0,18,17,107,5,5
50F9QAISS6,crossover,0.22242718474877787,0.024343325114183176,1,11,17,974,5,6
5GMYQBD7T2,mutation,0.20251356623114114,0.04482541023937464,0,10,17,869,4,4
GNQ9ED1I18,crossover,0.18057270601108533,0.06282541857898583,1,13,24,251,3,4
9QPF4W9M85,crossover,0.18057585519775443,0.06360829958107353,1,13,23,250,3,4
C5XTFRUFUI,crossover,0.2539888082229036,0.018374595876340237,1,13,24,604,5,3
0IKGFOK205,crossover,0.20572349056971706,0.0387430537988319,0,11,24,549,4,2
IQO99TWXM0,crossover,0.22118624673014475,0.029562531794767727,1,9,27,462,4,2
DH8F3NT32D,crossover,0.2149224113465179,0.03188441854840726,0,9,26,320,4,2
K1I8LL26IW,crossover,0.20661238147557726,0.050098129425206195,1,10,21,724,4,3
K90Q7Z275B,crossover,0.1737935319431526,0.06673982358942426,0,10,21,680,3,3
96F4QWAU6R,crossover,0.2622089011108928,0.024088966972359745,1,15,27,1606,5,4
ZJBWG47LHB,crossover,0.2661510670989137,0.0170430379535706,0,13,25,1331,5,4
EMR9FZM5UN,crossover,0.2096394037779591,0.04085089053148343,1,14,30,720,4,4
NVRRZJWYS8,crossover,0.21297638191434654,0.0415333487152829,1,13,26,421,4,3
