id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,fair_param
AOJ4I48KDX,crossover,0.26152475042349144,0.014433434613278333,0,7,18,361,4,3
MOWK8TXWE0,crossover,0.17805879231397137,0.05414666318256242,0,11,13,174,3,5
2Z9KVYG37E,crossover,0.17088327895898348,0.06595694258733656,0,10,12,162,3,5
PUK6DVPZJF,crossover,0.2014532808273075,0.04213553814121186,0,13,14,179,4,6
UWYIT00DJ1,crossover,0.1715392126970421,0.06673982358942426,0,10,13,171,3,5
77LJP7Q1TN,mutation,0.2741033751379315,0.010418606784551705,1,9,32,730,5,3
F29LCSGQ3F,crossover,0.22138608903460144,0.029040611126709276,1,9,32,573,4,2
CD62H2K0KN,mutation,0.25678602353181035,0.025781908047446823,1,18,27,959,5,6
CLUQUFR2GH,mutation,0.2620266579318148,0.015965838172624383,0,15,16,948,5,5
6E0CHY91WO,crossover,0.2445541132655893,0.028786252984885845,1,14,25,553,5,4
YO1LQI58AU,crossover,0.26927541929960186,0.012211970677926988,0,13,19,404,5,4
1LQIB71NY6,mutation,0.3346208486254105,0.001652980438051982,1,14,31,1057,6,5
P4MTH7X5P8,mutation,0.26477743062417347,0.01822066055280503,0,12,31,1043,5,5
VMRGUZ2MAY,crossover,0.20682057131742193,0.03451417594911725,0,11,13,179,4,6
J6DPGA4SSM,crossover,0.1718486781465154,0.06595694258733656,0,10,12,175,3,5
5P7T4AA7GN,crossover,0.2629693486989315,0.023540290051677792,1,15,22,1028,5,4
N4UZW1MW44,crossover,0.2651585436525131,0.019130720625804433,0,13,22,576,5,4
A0J79GWQOA,crossover,0.2145337323443175,0.030787064707043357,1,8,22,669,4,4
THI521NRSL,mutation,0.21216073771260802,0.036347500479527645,0,8,22,377,4,4
NRFQ4JZ872,crossover,0.2069648181984869,0.04746176983229042,1,10,23,636,4,4
OZXSXD1FHY,mutation,0.21216073771260802,0.036347500479527645,0,8,22,551,4,4
SUFO3QUW39,crossover,0.20350848319282178,0.046886336658984964,0,13,15,233,4,5
1NYKRN57JI,crossover,0.20138613971904618,0.04565520155450353,0,12,14,221,4,5
ES5H93SU8E,crossover,0.25348904012423445,0.01811363554231101,1,13,27,787,5,4
NA9LL9Y259,crossover,0.2655683533701254,0.01782591895565829,0,13,24,598,5,4
XJI97NX4XN,mutation,0.22939762778270711,0.026357341220752284,1,12,28,634,5,5
0PNFLYNEMR,mutation,0.20771060259347363,0.04218244845425306,0,13,22,614,4,4
BA4RWOUSD2,crossover,0.3440450087874545,0.002074478287822222,1,12,30,941,6,4
BM1Q2PQYLN,crossover,0.28736357621923747,0.012747095730397048,0,10,27,941,5,4
NILFZ3MRL0,crossover,0.20602244558475202,0.05103494575082909,0,13,14,310,4,5
28ZFMMBJHL,mutation,0.20768970347814797,0.03527030069858143,0,11,13,236,4,5
PSBN5M7IGJ,crossover,0.2227832881757693,0.02732091379899869,1,11,24,213,5,5
OOQW78XND7,crossover,0.22067081482354467,0.0292480589554915,1,11,19,208,4,4
CV7B2UEVVE,crossover,0.28218032000624627,0.009294496690564286,0,17,17,273,6,6
32MVJ7BWKL,crossover,0.25923161935699246,0.014774663705178069,0,15,15,229,5,6
7T0VREQFL1,mutation,0.34528604730451273,0.0012915972857345387,1,17,17,264,6,7
548Q7VDBX0,mutation,0.29571742195175865,0.004858171012067418,0,16,16,254,6,6
N16A840EUC,crossover,0.20895550152180065,0.0406232886422835,1,12,18,179,4,5
8A16UNG8V6,crossover,0.18095384550536298,0.055451464852708576,0,11,18,167,3,4
9EB58YHHGW,mutation,0.2145337323443175,0.030787064707043357,1,8,27,481,4,4
0H8UODHDJA,crossover,0.2139683096429078,0.03559137573006346,0,8,17,460,4,4
4CIH0B61PE,crossover,0.22315976232047563,0.04657186381970872,1,15,27,1018,4,5
60PWJEBWVI,crossover,0.20746419095098723,0.04753543639795513,0,13,19,744,4,4
DUL5JI2KGE,crossover,0.207303304871164,0.03422645936246452,0,11,13,180,4,6
T0PWG3ZK2X,mutation,0.1712049537416207,0.06595694258733656,0,10,12,164,3,5
5IJTOMU3DU,crossover,0.2069648181984869,0.04746176983229042,1,10,25,527,4,4
LS2U6ET5Q0,mutation,0.21178233266567514,0.036896177400209604,0,8,20,645,4,4
P7V8FE5X7Y,mutation,0.225236369432539,0.028491934206027303,1,11,21,164,4,4
UNCS6U2RS1,mutation,0.17095503966583792,0.06752930678371774,0,9,19,185,3,3
E5YTBOV95D,crossover,0.25708198383398506,0.015530788454642244,0,15,16,247,5,6
SH46AVBG0Q,crossover,0.2572541349233467,0.014460190865901827,0,15,15,246,5,5
CYJ3UJ0P15,crossover,0.2009143364276076,0.04584249532286805,0,10,21,435,4,4
0ZTOXGAVG8,mutation,0.2611924693454768,0.014694394947307558,0,7,19,923,4,3
80N4DDF8P6,crossover,0.20572349056971706,0.0387430537988319,0,11,26,1108,4,5
QMS2O99BTZ,crossover,0.20079324510592522,0.04613021190952078,0,10,19,487,4,4
2AW7336GAV,crossover,0.26740652786500385,0.017330754540223335,0,13,29,1265,5,4
2A19XHXMO4,crossover,0.22961104463457138,0.02902045706629157,0,11,28,1182,5,4
XDIK735KZB,crossover,0.2089433590795856,0.039579447306166596,1,12,14,185,4,6
RQG9QYSYB6,crossover,0.20711017618145977,0.03370453869440607,0,11,13,185,4,6
ZZWPEG5FSV,mutation,0.25468325677162584,0.02046227854857407,0,18,16,288,5,6
H2VRXDBKGS,crossover,0.25695530842764547,0.022108309310619932,0,14,15,205,5,5
WZX3XIXACF,crossover,0.19987838768771915,0.04228947346474708,0,12,14,167,4,6
LYQQ86C1JX,crossover,0.17774576913342566,0.05297564277553379,0,12,13,162,3,5
3SW804FZ9K,mutation,0.2089433590795856,0.039579447306166596,1,12,13,185,4,6
78M9BLCSBQ,crossover,0.20711017618145977,0.03370453869440607,0,11,13,185,4,6
5M3N0K2821,crossover,0.22939762778270711,0.026357341220752284,1,12,29,803,5,5
503VHLGA0R,crossover,0.20204702518500528,0.044216618621239864,0,12,22,445,4,4
OER7NWK0PY,crossover,0.24084898175045955,0.027013043151928262,1,14,19,268,5,5
IQKSSMT6IV,crossover,0.2019443544932843,0.045862649383285756,0,12,18,233,4,4
T509KPV59F,crossover,0.29446634504550295,0.007026122442171746,1,6,30,787,5,3
G94GMOCLSK,crossover,0.2770988718089663,0.007835759696882938,0,6,29,715,5,2
FEUHJT9ZQH,mutation,0.20020329948512183,0.0425236775461528,0,12,13,177,4,9
7L3WRHEP88,crossover,0.17218267748329152,0.06673982358942426,0,10,13,177,3,5
E6PIVTDC3S,crossover,0.29935923158270394,0.009896686116493247,1,15,30,1294,6,4
0JIG2YBX6X,mutation,0.26740652786500385,0.017330754540223335,0,13,28,1194,5,3
YA3GDR3GR3,crossover,0.2222813603536804,0.026511276544287504,1,11,26,751,5,5
FVEHQZ4MMY,crossover,0.20582024146957412,0.03900401413286113,0,11,23,499,4,4
NGAMGGDZUI,crossover,0.30270430292771944,0.005225461388990042,0,16,20,1045,6,5
SX0IWEGAGP,crossover,0.2624793373526483,0.016802231679959076,0,15,17,658,5,4
WPW2Y8FD0O,mutation,0.23030603594030408,0.02737442630424569,1,12,22,453,5,6
WCPGXIR4ZV,crossover,0.2059340652198065,0.04030881580300727,0,11,20,397,4,5
AZZN95UX2O,mutation,0.20848688409077765,0.04195484656505313,1,13,15,157,4,6
RBM9H6U4G0,crossover,0.202729137099518,0.040021099216354536,0,13,14,174,4,6
20YNVPP1MW,mutation,0.29548245323676525,0.0050388625882261395,1,17,35,1647,6,4
KAT4OV3LGT,crossover,0.24412060863180418,0.023540290051677792,1,14,35,1275,5,4
A3ZUSAELB6,crossover,0.2622089011108928,0.024088966972359745,1,15,27,940,5,5
JWZKM59741,crossover,0.20974207644678122,0.045160037139068576,0,13,18,833,4,5
WGHUV4UEYY,crossover,0.19987838768771915,0.04228947346474708,0,12,14,167,4,6
8ZEBQD81IG,mutation,0.17774576913342566,0.05297564277553379,0,12,13,162,3,5
ND0I0N2DN4,mutation,0.22394216845553672,0.029616044300014736,1,11,15,192,4,6
QDUX8WEC7Y,crossover,0.2068356635905274,0.03396549902843529,0,11,13,190,4,6
POMGGW0FI2,crossover,0.2626239734919247,0.01931141220196314,0,14,22,725,5,6
NQE6M2D7OQ,mutation,0.2657522566133569,0.015785146596465675,0,14,19,465,5,5
M0P7G3I1Z7,crossover,0.2145337323443175,0.030787064707043357,1,8,22,547,4,4
8V4ZF5IW50,mutation,0.21216073771260802,0.036347500479527645,0,8,22,499,4,4
CXC50OA0W2,crossover,0.2072221959411673,0.041379413391747666,1,12,18,176,4,5
4OQW3LHAN3,crossover,0.18127185994347972,0.05623434585479625,0,11,18,170,3,4
9UTLA27LW9,crossover,0.2135959622471778,0.03599966919542211,1,13,28,1037,4,5
ZEX3QW49I4,crossover,0.21113846112951584,0.04753543639795513,0,13,17,750,4,4
DP8EJ1GW9K,crossover,0.2764605777986088,0.013108478882714492,1,10,32,844,5,3
TMYJE2KION,crossover,0.22138608903460144,0.029040611126709276,1,9,32,459,4,2
L8HD5ENTAH,mutation,0.2222813603536804,0.026511276544287504,1,11,27,663,5,5
Z4BECLPACY,crossover,0.2747004569237418,0.010940527452610163,1,9,23,476,5,4
WDZXTHB0Y5,crossover,0.27426988428678156,0.010940527452610163,1,9,24,524,5,5
0CF04BSC5G,crossover,0.21435324184421212,0.032955016137147686,0,9,20,508,4,4
966ONQJN7S,crossover,0.2307641833238787,0.026879261888810735,1,12,25,532,5,5
1MFDRC6A8F,crossover,0.2747004569237418,0.010940527452610163,1,9,22,514,5,5
H7Q7KAU7E8,crossover,0.2701124623257999,0.012499687264579729,0,13,20,697,5,5
3UGLF2FWC0,crossover,0.20888554911226387,0.039264974466890354,0,11,17,509,4,5
PPOTKWKD25,crossover,0.25815858355935317,0.026591545302158015,1,18,24,1083,5,6
DPD8EFJDYS,mutation,0.26246806314648274,0.01531673843365422,0,15,22,822,5,5
DKWFL62HB0,mutation,0.2042380568222354,0.0444306686422279,0,13,13,265,4,5
FXUM19IR34,mutation,0.20128310525301685,0.04338682730611099,0,13,13,201,4,6
7J48BDI9GV,mutation,0.29436739493968944,0.007126545260459957,1,17,29,1379,6,5
13IPO0DRUO,crossover,0.24434833356073682,0.02461088764041821,1,14,31,1038,5,5
TUZR9L8ZPJ,crossover,0.22285458378395118,0.02703319721234597,1,11,23,568,5,5
78LVJMB8MJ,crossover,0.21216073771260802,0.036347500479527645,0,8,22,462,4,4
WBIGDJPNWP,crossover,0.3374077326219215,0.0013920201040227495,1,14,27,604,6,5
EORGU7QREQ,mutation,0.30510694643963454,0.005199400103967154,0,12,23,590,6,4
NHMRK4Y7RL,crossover,0.3440450087874545,0.002074478287822222,1,12,30,979,6,4
EWKFB1ZB2K,crossover,0.28736357621923747,0.012747095730397048,0,10,27,903,5,4
9HQYBMCAHW,mutation,0.28076719871369327,0.008872998840794039,1,18,27,1436,6,6
05SAKJEXWR,mutation,0.2637135443676145,0.024871847974447435,1,15,24,872,5,5
ITNPOSF4JX,crossover,0.2544688161746508,0.017330754540223335,1,13,30,1333,5,3
O0CFGH9R8R,mutation,0.2679256862538675,0.014386524300237125,0,8,30,910,5,3
CXPCOQVOXM,crossover,0.25526168855346254,0.017906187713528796,0,16,16,248,5,6
SROKLPG93R,mutation,0.2017732660201057,0.046284147233056,0,14,15,245,4,5
GL91M0BSP0,mutation,0.20382281206835307,0.0463578137987207,0,12,14,247,4,5
QNTNJ64SZQ,mutation,0.20862500362862346,0.038977257880237634,0,11,14,914,4,5
BICEDFGUOG,mutation,0.33805086829714037,0.00048161254722304744,1,10,31,805,6,4
N8NHXNKWIM,crossover,0.28203304209935287,0.009274342630146579,1,8,30,737,5,4
X9NISQOV45,crossover,0.2069648181984869,0.04746176983229042,1,10,23,197,4,4
2NXH94CVL6,mutation,0.17160808818020445,0.06752930678371774,0,9,18,187,3,3
RBY8O3L6WG,crossover,0.207303304871164,0.03422645936246452,0,11,13,181,4,6
HEYWNMEGYH,crossover,0.1718486781465154,0.06595694258733656,0,10,12,173,3,5
33A6YBH4I5,crossover,0.33707991096116585,0.0019139407720812074,1,14,28,623,6,5
F5Y3OK6TMC,crossover,0.30510694643963454,0.005199400103967154,0,12,22,571,6,4
V3QKH0M7UX,crossover,0.2973349205969349,0.004336250344008967,0,16,16,269,6,6
KKNDMKZ9ET,crossover,0.25716805439167023,0.017384267045470345,0,16,16,233,5,6
IVURPUQT9L,mutation,0.3150286042730296,0.005379396712525263,0,18,21,1030,7,5
28XUPLDFQU,crossover,0.29867001386610936,0.0025498361266397818,0,18,19,712,6,5
16UCFH0HOH,mutation,0.26490545397902476,0.017665381439917263,0,14,20,671,5,6
XX34YF1TCR,mutation,0.27137779850588895,0.01090716900778086,0,13,18,519,5,4
98XGZLZL72,crossover,0.3039196227448884,0.0063169080057487725,1,16,19,938,6,6
4HYLZ7IIXI,crossover,0.2624793373526483,0.016802231679959076,0,15,17,656,5,5
ZX9ZCHMEVH,mutation,0.29999608211932316,0.008170386596576873,1,16,20,849,6,7
XVEVG7C0PT,crossover,0.2624793373526483,0.016802231679959076,0,15,17,757,5,5
KNKWZ6RVOS,crossover,0.3041244769093818,0.004938439769937929,0,12,25,1091,6,3
3RPLSBWUQ0,mutation,0.2671570633987673,0.01464748463426635,0,8,23,959,5,3
Q7YBQI9TZ0,crossover,0.28076719871369327,0.008872998840794039,1,18,28,1059,6,6
GC86RMGZPT,mutation,0.26634019697937217,0.025862176805317334,1,16,21,874,5,5
OVDZ43MAEP,crossover,0.2631780913370523,0.025079295803229658,1,16,24,1123,5,5
VCN1KRPIJI,crossover,0.20771060259347363,0.04218244845425306,0,13,22,648,4,5
N2JC1U7M66,mutation,0.25846031158177496,0.01811363554231101,0,14,14,257,5,6
RGWFN37UCI,crossover,0.202453885515803,0.041011428047224435,0,13,13,218,4,5
1Z3877G2I7,crossover,0.2069648181984869,0.04746176983229042,1,10,26,598,4,4
0LAU838QZO,crossover,0.21492770703430752,0.032433095469089235,0,9,19,414,4,4
ZHBNCJ7OPX,mutation,0.29741541376168756,0.0045972106780381924,0,16,16,276,6,4
MHJV1QNV05,mutation,0.2566963326341628,0.021325428308532256,0,14,14,208,5,6
89W2C9SRTR,crossover,0.2382114221861784,0.022001284300125927,1,14,15,179,5,7
R18QA5KUJ6,crossover,0.2007677734154819,0.04263070255664682,0,13,14,175,4,6
ETT5KI09TZ,crossover,0.20160356093094267,0.040569776137036495,0,10,12,178,4,6
G82Y01VUC1,mutation,0.17249290330963418,0.06595694258733656,0,10,12,178,3,4
NBGV22IB1Y,crossover,0.20677122972207673,0.04853236742103084,1,10,22,193,4,4
EF5KZ7OX9P,mutation,0.17095503966583792,0.06752930678371774,0,9,20,191,3,3
T3SFQ7QB5N,crossover,0.23861416531652924,0.022001284300125927,1,14,16,184,5,7
JF19M55RS4,crossover,0.2020389403994335,0.04051626363178948,0,14,15,178,4,6
BJ3OHXXU82,crossover,0.3218965835950799,0.003418893111203157,0,18,23,801,7,6
IZEWZICNWB,crossover,0.3021374945104318,0.005459665470395773,0,16,20,553,6,5
UJEXS4HV8N,mutation,0.22285458378395118,0.02703319721234597,1,11,23,263,5,4
BKM0BAZ5F6,crossover,0.2059340652198065,0.04030881580300727,0,11,20,255,4,3
SHP6CFPSUN,mutation,0.28820023866011624,0.00903353635653506,0,18,13,321,6,6
2FNSU1QN1L,crossover,0.3012266949791561,0.003787573423327008,0,16,16,318,6,5
XC95L6W2PQ,crossover,0.2817570397972804,0.008203745041406169,1,8,34,962,5,3
98BZSPN6TZ,crossover,0.2679256862538675,0.014386524300237125,0,8,30,758,5,2
PPTQN9MEMW,crossover,0.2222813603536804,0.026511276544287504,1,11,26,538,5,5
25VOH09PW8,crossover,0.27807147018633194,0.013864603632178667,1,10,21,502,5,5
PTFHLUOFCQ,crossover,0.22114841962056353,0.027916501032721863,1,11,22,471,4,4
89QSLX366I,crossover,0.20888554911226387,0.039264974466890354,0,11,18,377,4,4
PYFCQHFLDE,crossover,0.2069219752204976,0.03918470570901984,1,12,29,620,4,4
YOWODSHY90,crossover,0.2059340652198065,0.038716297546208395,0,11,21,610,4,4
E5ZXYU5EEF,mutation,0.25827502713999995,0.026564789049534514,1,18,25,1066,5,6
BUR89ZSZB7,crossover,0.2701124623257999,0.012499687264579729,0,13,20,841,5,5
TITSPBXFQ1,crossover,0.2224887673580892,0.028438421700780314,1,11,16,237,4,6
DUPULZ0IEK,crossover,0.20739988686300936,0.03767245621009149,0,11,14,226,4,5
34PH4KKF9I,mutation,0.301075403594545,0.010291427713639986,0,11,26,924,6,4
7YAQLGT55N,crossover,0.2774130717908414,0.00788927220212994,0,9,26,738,5,3
6F7X9S38AS,crossover,0.2634592967576973,0.017792560510828975,0,16,19,1019,5,5
U6KOSH75ST,crossover,0.2618931127495481,0.017872829268699493,0,15,17,555,5,5
JEOAOAPBI4,crossover,0.22976086248222694,0.030586219070466936,1,12,24,214,5,5
HHX1INSPSV,crossover,0.2058549013756954,0.04905428808908929,1,10,19,207,4,4
8XO3N56QDN,mutation,0.25366266751578526,0.018635556210369476,1,13,26,829,5,4
ODRUN5URP4,crossover,0.20620736299319953,0.04004785546897803,0,11,19,517,4,4
VXP0Y96SUA,crossover,0.26362729280571473,0.02461088764041821,1,15,26,1060,5,5
GJ2HKRBUOM,crossover,0.20746419095098723,0.04753543639795513,0,13,19,713,4,5
BUHB2OJJRW,crossover,0.3071203414396406,0.01010413394527547,0,14,23,555,6,5
H3R3MY9AHT,crossover,0.31770320024987353,0.008049809717870948,0,10,22,419,6,3
JD6PBK35LK,crossover,0.2083505090358303,0.03923821821426686,1,12,16,241,4,6
6RZ9UTHL2R,crossover,0.19980313736662958,0.04435039988435739,0,12,15,197,4,5
IY2RUQL5YB,crossover,0.22138608903460144,0.029040611126709276,1,9,31,960,4,3
6XLMPKSCG7,crossover,0.21216073771260802,0.036347500479527645,0,8,28,690,4,2
KNF7ZU6JZW,crossover,0.29371674233021017,0.006631380845025001,1,17,36,1539,6,4
II9ZJ72YB5,crossover,0.24412060863180418,0.023540290051677792,1,14,34,1276,5,4
D25EX7PFH6,crossover,0.2626239734919247,0.01931141220196314,0,14,22,643,5,5
GJ5N3ZTBQE,crossover,0.20666044823726282,0.045548176544009514,0,12,16,538,4,5
MPIFKQ2NLP,mutation,0.20383820764903404,0.03506285286979921,0,11,13,166,4,6
3QM9BSIWPB,crossover,0.1749726537352737,0.051537059842270166,0,11,12,165,3,5
ER6YGZEMIE,crossover,0.2701124623257999,0.012499687264579729,0,13,20,690,5,5
J1FM3RJY07,crossover,0.20888554911226387,0.039264974466890354,0,11,17,516,4,5
PD0TL4RZFL,crossover,0.3136147968688231,0.009876532056075547,1,15,24,286,6,5
Z6GVQQSEFZ,crossover,0.2614292431238654,0.01923774563629843,0,12,21,271,5,3
8F7B9CWK28,crossover,0.2967354396788947,0.007648465928518415,1,16,24,565,6,5
8A3LT22KAQ,mutation,0.2978626299264753,0.00683882867380723,0,16,22,431,6,4
X571OS6CGN,mutation,0.25666296652468046,0.018608799957745968,1,13,19,937,5,6
DNPJ6ST6KR,crossover,0.2077396451365946,0.03999434296373103,1,12,18,276,4,5
FBO274PIYY,crossover,0.262481767161034,0.02063636793252699,0,16,17,1080,5,5
7KB5CA7M6T,crossover,0.2705378295381471,0.012211970677926988,0,13,17,491,5,5
ZTTFCTHEPI,mutation,0.19961253488369457,0.04255043379877631,0,12,14,169,4,6
JQF8ZKZ8W9,crossover,0.19987838768771915,0.04228947346474708,0,12,13,167,4,6
ISTNLKHVTG,crossover,0.30540037934990194,0.007862515949506432,0,14,15,281,6,6
DC3CEAFUAZ,crossover,0.20050915615659537,0.04362103138751672,0,14,15,237,4,5
ICKXAESCRN,mutation,0.259393333094706,0.01649436103288865,0,14,15,283,5,6
5L4438FDWX,mutation,0.1880860172868123,0.05505672325556184,0,14,14,247,3,5
QL4WTHU7QY,crossover,0.275678543526512,0.011776920959944849,1,10,35,1306,5,3
ZGYKR8RGHQ,mutation,0.2877260797268767,0.012486135396367823,0,10,34,1199,5,3
6LAB4ZDBO1,mutation,0.2572687078392847,0.017357510792846836,0,15,16,272,5,7
32JF7N2Q73,mutation,0.2681859912600395,0.011141373089186585,0,13,14,388,5,5
46GNUPWDM1,crossover,0.28076719871369327,0.008872998840794039,1,18,28,1353,6,5
4UFASAXPGN,crossover,0.2741755639158714,0.01377113048989656,0,17,20,744,5,5
5N8LEJ8F5Z,crossover,0.33347128620137223,0.0039012006260268142,1,18,17,269,6,7
O034O6HAH1,crossover,0.2965650393518906,0.00775549093901242,0,15,17,261,6,6
HHVCXG5AP0,crossover,0.24076910418289088,0.025995958068434848,1,14,16,248,5,6
QQAWZSOZ07,crossover,0.25876206572072513,0.020020626638386115,0,14,15,225,5,6
2DL5C36G10,crossover,0.24787559323367636,0.022576717473431387,1,15,15,277,5,6
0BU87RPZ2N,crossover,0.25876206572072513,0.020020626638386115,0,14,15,226,5,6
FUXJWEWS5T,mutation,0.20363970851309932,0.039499178548296085,0,13,14,169,4,6
Z8TV07ILQR,crossover,0.19961253488369457,0.04255043379877631,0,12,13,169,4,6
DL30001FKU,crossover,0.20572349056971706,0.0387430537988319,0,11,26,1078,4,5
WIZZFV4IB3,crossover,0.20079324510592522,0.04613021190952078,0,10,19,517,4,4
1DA2F0YJ58,crossover,0.24779096712982485,0.01706979420619411,1,13,15,187,5,7
9PHK1ZMD76,mutation,0.19930970643694046,0.04304559821421125,0,12,13,181,4,6
V9G6MSL33U,crossover,0.2149224113465179,0.03188441854840726,0,9,24,901,4,4
HPT8Y3H7VP,mutation,0.20841054376473878,0.06118599000914576,0,16,20,710,3,4
0T7FC10H53,crossover,0.22118624673014475,0.029562531794767727,1,9,23,210,4,4
DU494UE5E2,crossover,0.171504257984039,0.0851675844872112,0,8,16,199,3,3
LVUIIRMNYW,mutation,0.275678543526512,0.013369439216743717,1,10,29,836,5,4
JOSKU9Z79J,mutation,0.20052368098331208,0.04639117224355001,0,10,20,428,4,4
ETCUZ6OPZ0,crossover,0.23789795889615728,0.022262244634155152,1,14,15,176,5,7
BJZ9BV3O1Y,crossover,0.2029999867910457,0.03976013888232531,0,13,14,172,4,6
K32U4B4WZE,crossover,0.1718486781465154,0.06595694258733656,0,10,12,175,3,5
6KEPW1NJ6D,mutation,0.1718486781465154,0.06595694258733656,0,10,12,175,3,5
9JW8N3K5GG,crossover,0.2987548512850665,0.0033393193209332594,1,19,28,1608,6,5
KFDJ8YOWHS,crossover,0.2990207757725697,0.001298546961740643,0,18,26,1537,6,4
30IYUBYK5C,mutation,0.22034822232585538,0.04384863327671665,0,15,17,841,4,5
5JRXSWIQTI,crossover,0.26245785819467493,0.017089948266611817,0,14,17,749,5,5
M9VQAE6Q95,mutation,0.22320359314534244,0.02752836162778092,1,11,22,266,5,4
XY99744FSC,crossover,0.2059340652198065,0.038716297546208395,0,11,21,252,4,3
USM6IRZO6Z,crossover,0.23763078902253232,0.023071881888866337,1,14,16,193,5,7
PU8ZPGBOUX,crossover,0.2472668404610483,0.01868906871561648,1,13,15,191,5,7
2L9GLN9EV7,crossover,0.24770358732667586,0.016808833872164884,1,13,15,189,5,7
E4SPXOU09P,crossover,0.2015006779498073,0.04422322081344568,0,13,14,189,4,6
GTO9BVVSGJ,mutation,0.27383956695533607,0.010940527452610163,1,9,29,826,5,5
56NSVE19OH,mutation,0.2059340652198065,0.038716297546208395,0,11,21,424,4,4
ZWFNNW6S09,mutation,0.2544019963973736,0.01996711413313912,1,15,16,311,5,6
NYAE7L3IG4,crossover,0.25880529400957264,0.019157476878427927,0,14,15,247,5,6
KRJUIW8PAM,crossover,0.2069648181984869,0.04746176983229042,1,10,27,641,4,4
S37IY381W7,crossover,0.2139683096429078,0.03559137573006346,0,8,17,385,4,4
Y932LUETF3,mutation,0.2634592967576973,0.017792560510828975,0,16,19,1000,5,5
87CFN5W45B,crossover,0.26230557821190603,0.017872829268699493,0,15,17,574,5,5
JYB6PLL3TF,mutation,0.20895550152180065,0.0406232886422835,1,12,20,183,4,5
LS0995YQAQ,mutation,0.20659991350553852,0.03668212737922158,0,11,16,174,4,5
R23P36YNIB,mutation,0.2626239734919247,0.01931141220196314,0,14,22,746,5,5
152HUJ1NM2,crossover,0.2061309709907143,0.046070097212067965,0,12,15,460,4,5
JZZYXET3PG,crossover,0.2012074533893209,0.04025530329776025,0,14,15,168,4,6
U1UNHF3NE9,mutation,0.20363970851309932,0.039499178548296085,0,13,14,166,4,6
PUVQX7VXYH,crossover,0.2576997515133128,0.01069972117899863,0,15,15,285,5,5
06JD28IQSV,crossover,0.25591994607001733,0.014199230531872602,0,15,14,267,5,5
NUVPT595EJ,crossover,0.25800129295521645,0.018976785302269206,0,14,14,224,5,6
7C1XO1Z9MJ,crossover,0.2011851091917013,0.044718385228880636,0,13,14,203,4,5
Z69TPXRSE0,crossover,0.2961314792121761,0.007126545260459957,1,17,28,1210,6,6
8503XKBHT5,crossover,0.26606628708823366,0.025367012389882385,1,16,20,713,5,6
SJ6YDBDDJS,mutation,0.2527097508247138,0.019130720625804433,0,24,14,258,5,6
LB3D0O5YSF,mutation,0.20972067009014528,0.047301232316549396,0,13,13,340,4,5
AAGFUONGNJ,mutation,0.275678543526512,0.013369439216743717,1,10,29,666,5,5
J5450DADUJ,crossover,0.212066847203491,0.03663521706618038,0,8,19,366,4,4
P2APBNPZLN,crossover,0.25348904012423445,0.01811363554231101,1,13,28,737,5,5
UUAHFX60Q4,mutation,0.2307641833238787,0.026879261888810735,1,12,25,535,5,5
J1L2QCYLBR,crossover,0.2406804555871287,0.025734997734405622,1,14,15,247,5,6
YGB62V6E5N,crossover,0.25595270082143884,0.02158638864256148,0,14,14,211,5,6
SP7BAAWTZU,crossover,0.3024995575586208,0.002535589290827256,0,16,24,1220,6,5
BGHVGZWBWP,crossover,0.3020999016807171,0.002562345543450771,0,16,22,1210,6,4
D9UOI4BQ38,crossover,0.2222813603536804,0.024918758287488636,1,11,33,807,5,4
MP80C0R7SC,crossover,0.2213349038996354,0.02684590344398144,1,11,26,743,4,3
O0WDEHXMQI,crossover,0.2544688161746508,0.017330754540223335,1,13,30,730,5,6
1RMORR74FZ,mutation,0.2302782838405112,0.02661830155478151,1,12,23,542,5,4
3LPBRMMP4N,crossover,0.2222813603536804,0.026511276544287504,1,11,26,609,5,5
RIU3HJOQU4,crossover,0.21435324184421212,0.032955016137147686,0,9,20,418,4,4
P04AS3ORQ0,mutation,0.19961253488369457,0.04255043379877631,0,12,13,169,4,6
IP1LAXOYNB,mutation,0.2017696740042927,0.03918470570901984,0,14,13,168,4,6
YVRZ6OGONC,mutation,0.3450898798998975,0.0034863049684623684,1,14,15,181,6,7
NX694KV0NB,crossover,0.20135571265305707,0.0434670960639815,0,13,15,178,4,6
1WX8SVFJL6,crossover,0.2544688161746508,0.017330754540223335,1,13,30,670,5,6
JMRVDAZHSQ,crossover,0.23030603594030408,0.02737442630424569,1,12,22,588,5,4
R72JX1Q2M6,crossover,0.2616668695138096,0.02016795976971554,0,16,18,913,5,5
ZVRP2UTU0G,crossover,0.2706337433365742,0.011897497838650767,0,13,16,677,5,5
30W8TGMPNZ,mutation,0.2227832881757693,0.02732091379899869,1,11,24,209,5,5
O9QMB95BO9,crossover,0.2077863325774184,0.0482714070870016,1,10,18,204,4,4
UFJ4BDAV9I,mutation,0.2997253857003912,0.009635725782464022,1,15,32,1281,6,4
NSZMK72DNC,crossover,0.26682066542989136,0.01970615379910988,0,13,26,1207,5,3
0EZ155I4J5,crossover,0.253902047602528,0.01652111728551215,0,16,15,282,5,6
RT8X5TCKHE,mutation,0.2627400528486804,0.019177630938845634,0,14,15,771,5,5
