id,creation_mode,error,dem_fp,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,fair_param
T6RMD1FTEZ,crossover,0.200695667820305,0.04586925157549156,0,10,24,628,4,4
H6F08VJ6RT,mutation,0.25700942985437314,0.021245159550661745,1,13,21,436,5,5
5RQKZEPESA,crossover,0.20359290413498055,0.046070097212067965,0,12,20,397,4,4
BVMJMSBN60,mutation,0.2987548512850665,0.0033393193209332594,1,19,28,1105,6,6
PT33EQFPWT,mutation,0.2741755639158714,0.01377113048989656,0,17,20,745,5,6
3WGEOG2QUN,crossover,0.2741033751379315,0.010418606784551705,1,9,32,890,5,3
6G9NV31UQE,crossover,0.2807399911006795,0.010552388047669219,0,7,32,830,5,2
3D9BA9GNH0,crossover,0.2975782646376903,7.40140494650196e-05,0,15,25,1021,6,5
NV3YBZEGXA,mutation,0.3111012074044912,0.0038410859285740104,0,13,25,738,6,4
S62GLVBXUR,crossover,0.26110301966114535,0.009261138245734983,0,14,16,312,5,6
5FZJV4NJ1Y,mutation,0.20372612382359045,0.046859580406361456,0,13,15,240,4,5
L4ZFJ6FU17,crossover,0.2631814962970319,0.022001284300125927,1,15,23,850,5,6
6OA6JM55LS,crossover,0.2644902635782167,0.017665381439917263,0,14,20,452,5,5
5BEUUJCIIY,mutation,0.2208007907534305,0.029562531794767727,1,9,21,411,4,4
YG34DQSP9M,crossover,0.20359290413498055,0.046070097212067965,0,12,20,403,4,4
AESBHR99NX,crossover,0.27426988428678156,0.010940527452610163,1,9,25,550,5,5
34YGUEL21K,mutation,0.20375709159228983,0.045548176544009514,0,12,19,502,4,4
H2S0F9KG1U,crossover,0.20420860161760357,0.03506285286979921,0,11,13,171,4,6
HO5R3J0PE4,crossover,0.17559375679369027,0.053885702848533196,0,11,12,169,3,5
VMNZ7W8PUM,crossover,0.29548245323676525,0.0050388625882261395,1,17,33,1514,6,5
P2TWJLIJRQ,crossover,0.2604643802933516,0.020642970124732783,1,16,32,1411,5,4
UVRILPPPRX,mutation,0.3086161435072201,0.0002143975047883273,0,13,15,244,6,6
QQED3G108C,mutation,0.20138613971904618,0.04565520155450353,0,12,14,220,4,5
64Q711PC2O,mutation,0.2875253368441294,0.0132690163984555,0,10,23,492,5,5
965M5FBLJ1,crossover,0.26152475042349144,0.014433434613278333,0,7,17,319,4,3
ODV1H663VQ,crossover,0.2226876534972897,0.02632398277592299,1,11,18,343,4,5
8E0OHUC6AS,crossover,0.17312696752004264,0.06676657984204776,0,10,16,219,3,4
ZY1T97H56P,crossover,0.3374077326219215,0.0013920201040227495,1,14,27,899,6,4
RPALM7MME0,crossover,0.26362729280571473,0.02142585112682046,0,14,26,785,5,4
YXT1IWQAMF,mutation,0.2868459475535058,0.01376418081389046,0,10,15,233,5,6
6RROH1N626,crossover,0.20105482535350305,0.046699042890620435,0,12,14,232,4,5
DSBPQE02SE,crossover,0.20384721105054693,0.051349418590105333,0,13,15,267,4,6
GNXQ4Q31X6,crossover,0.20218528769712552,0.04445742489485141,0,13,14,196,4,5
TPYKE7LU5Y,crossover,0.25451833397369905,0.021352184561155757,0,14,14,156,5,7
XXCJ36GW9T,crossover,0.20238324513945316,0.04106494055247145,0,13,13,149,4,6
NVZ5CNYD16,mutation,0.2145337323443175,0.030787064707043357,1,8,24,669,4,5
OBBEBLO1MP,crossover,0.20079324510592522,0.04613021190952078,0,10,23,541,4,4
349D9YGD60,mutation,0.2069648181984869,0.04746176983229042,1,10,27,513,4,4
KC6YWET9ET,crossover,0.21655627349435547,0.03165021446700156,0,9,18,499,4,4
260S5V23GO,mutation,0.21520459343985565,0.03107478129369609,1,8,19,674,4,4
SFUKW4EYAA,mutation,0.21216073771260802,0.036347500479527645,0,8,21,373,4,4
UIEDUIG1PH,crossover,0.20711017618145977,0.03370453869440607,0,11,13,183,4,6
3O3581NH2N,crossover,0.20614523749675728,0.03268745361091266,0,11,12,176,4,6
21NG8O236B,mutation,0.3917556385407358,0.005466615146401874,1,14,26,515,8,4
4TT9M4QYXS,crossover,0.2655683533701254,0.01782591895565829,0,13,24,438,5,4
GE003NCM4F,mutation,0.20401892540590272,0.04604994315165027,0,13,15,248,4,6
RZ1NFV5EWT,crossover,0.2019413006242622,0.04344033981135799,0,13,14,215,4,5
MW3GQ7SFCU,mutation,0.2554343814975689,0.016835590124788385,1,13,18,278,5,6
4SGRAQHSB3,mutation,0.2038984423431519,0.04952269625190074,0,13,18,247,4,5
MOLSCIXSHP,crossover,0.22239565781549542,0.026584943109952214,1,11,17,349,4,5
1OJXIJ607Q,mutation,0.20214512711064503,0.04482541023937464,0,10,17,189,4,5
MUY4I5EHN9,crossover,0.275678543526512,0.011776920959944849,1,10,35,1318,5,3
AX1JI2S9E9,crossover,0.2005538073911174,0.0435206085692285,0,10,34,1187,4,3
SG0LEHMNSI,crossover,0.2014530115335127,0.04127238838125366,0,14,14,153,4,6
MWNDJDPEZR,crossover,0.20295951535140389,0.04245001098048809,0,13,13,130,4,6
C6GKS2BMD6,crossover,0.19987838768771915,0.04228947346474708,0,12,13,163,4,6
MIJA6BFSU7,crossover,0.17704177164674584,0.05375852377762147,0,12,13,158,3,5
ANHRJWRM4S,crossover,0.20160356093094267,0.040569776137036495,0,10,12,181,4,6
10U13DG8VE,crossover,0.17249290330963418,0.06595694258733656,0,10,12,181,3,5
IGKRCVX4DM,crossover,0.2445541132655893,0.028786252984885845,1,14,23,482,5,4
PKLT52QXN9,crossover,0.2650729027855657,0.018869760291775194,0,13,21,475,5,4
KAFHVVH6KN,crossover,0.2069648181984869,0.04746176983229042,1,10,23,200,4,5
530DXZ6REE,crossover,0.21655627349435547,0.03165021446700156,0,9,16,200,4,3
F5BKZC8SZI,crossover,0.229426836536765,0.03029850248381421,0,11,22,534,5,4
OGKV2HKGSO,crossover,0.2671570633987673,0.01464748463426635,0,8,21,401,5,3
NTUE7MNLQT,mutation,0.25700942985437314,0.021245159550661745,1,13,21,482,5,5
2B996UC8IN,crossover,0.20359290413498055,0.046070097212067965,0,12,20,351,4,4
HWQQJ0R3GQ,mutation,0.2581732708708523,0.017906187713528796,0,17,16,260,5,6
HU8AKLWP13,crossover,0.2583452886654267,0.020020626638386115,0,14,15,222,5,5
Z83UHMBJBD,crossover,0.20411654987117378,0.0463109034856795,0,13,15,244,4,6
PZ30IFYBKA,crossover,0.20206283566907235,0.04474514148150413,0,13,14,219,4,5
UYIHPR59XA,crossover,0.275678543526512,0.013369439216743717,1,10,29,808,5,5
AXTEI7S4QP,mutation,0.20251356623114114,0.04482541023937464,0,10,18,834,4,4
FG0UND11KU,crossover,0.2222813603536804,0.026511276544287504,1,11,27,834,5,5
BEL14X6G02,crossover,0.20582024146957412,0.03900401413286113,0,11,23,416,4,4
Y4PMP4DPXM,crossover,0.24104691794452715,0.02443019606425948,1,15,17,215,5,7
71V2TOOR3Q,crossover,0.2563077970731694,0.017959700218775798,0,14,16,177,5,6
AK0WY8J96O,crossover,0.2222813603536804,0.026511276544287504,1,11,28,491,5,3
7FSRJK0XLZ,crossover,0.2069648181984869,0.04746176983229042,1,10,27,396,4,2
KENCDDT769,mutation,0.22320359314534244,0.02752836162778092,1,11,22,238,5,4
U4AB53VGNS,crossover,0.28716333765233315,0.013529976732484732,0,10,20,230,5,4
L5VUJYK5QC,crossover,0.2701124623257999,0.012499687264579729,0,13,20,804,5,5
IF5M7PXMUP,crossover,0.20888554911226387,0.039264974466890354,0,11,17,403,4,5
13EBWTOM2Z,crossover,0.23179419440008941,0.025520947713417598,1,12,19,364,5,5
R5AQCH9TW6,mutation,0.20888554911226387,0.039264974466890354,0,11,18,359,4,5
MTGMG7PA6K,crossover,0.24724255772483805,0.025159564561100155,1,14,17,297,5,6
EUKEDHUQ5X,crossover,0.2691807626859801,0.009341407003605494,0,13,17,293,5,6
GROENEGZIH,crossover,0.2069648181984869,0.04746176983229042,1,10,24,565,4,4
2GD8AN4GHK,mutation,0.21472959959426685,0.03240633921646573,0,9,21,447,4,4
A8FTV6OCJ1,crossover,0.30173886711594655,0.0038939034662204067,0,16,19,1061,6,5
F87NXU9DCA,crossover,0.26443900250683183,0.012051433162185973,0,15,18,660,5,5
3UV7HEIQJL,mutation,0.2145337323443175,0.030787064707043357,1,8,27,563,4,5
ZUYGDK69HN,crossover,0.2139683096429078,0.03559137573006346,0,8,17,484,4,4
WBQP8PWR99,crossover,0.29822606246393035,0.004336250344008967,0,16,15,267,6,6
VQWFQR17MT,crossover,0.26765020457993804,0.010284825521434192,0,13,15,247,5,6
PX3QFOETY1,crossover,0.22276189154603798,0.02906736737933277,1,9,18,350,4,5
2YTH5WWMJI,crossover,0.1699698669119868,0.06596354477954239,0,9,15,247,3,4
YWWK45HR5C,crossover,0.23763078902253232,0.023071881888866337,1,14,16,197,5,7
W4Q1VND2DN,crossover,0.20140292446691066,0.043962260479416454,0,13,14,188,4,6
6W0ZA98ZGJ,mutation,0.3013068157505048,0.008826088527752837,1,15,27,603,6,5
B9PXC1R4JE,crossover,0.302215151685707,0.009481790458928809,0,11,23,591,6,4
Y59BN3Z2N1,crossover,0.20572349056971706,0.0387430537988319,0,11,26,799,4,5
YJSS5BRQ60,crossover,0.20079324510592522,0.04613021190952078,0,10,19,797,4,4
6YI4173WWT,crossover,0.2979045901898383,0.004884927264690919,0,16,16,285,6,6
NC8L5CK68D,crossover,0.2584920185139171,0.01634042570935343,0,15,15,218,5,6
ZZVH8UNA6R,mutation,0.275678543526512,0.013369439216743717,1,10,26,637,5,5
NYMOB7LFZE,crossover,0.21492770703430752,0.032433095469089235,0,9,19,394,4,4
7J8DVJJNCF,crossover,0.23067351966434113,0.02502578329798265,1,12,16,245,5,6
YSTWYV4GKW,crossover,0.20049884548296248,0.04489907680503935,0,12,14,209,4,6
GN3WYR8HEZ,mutation,0.2599385424390267,0.012887826669520666,0,15,14,449,5,7
GVP2QYDJO1,crossover,0.20280538295144446,0.04083073647106572,0,13,14,140,4,6
E2J5QGRX8L,crossover,0.20160356093094267,0.040569776137036495,0,10,12,193,4,5
EPC5TN6LN6,mutation,0.16876800408980652,0.06465874310939623,0,9,12,185,3,5
5YZ53AW61N,crossover,0.26490545397902476,0.017665381439917263,0,14,20,592,5,6
LOCL0A1K3D,crossover,0.27137779850588895,0.01090716900778086,0,13,18,592,5,5
5WPF1ZA9CT,crossover,0.31638808175816124,0.005098977285678943,1,16,18,310,6,6
VFNUI6HIPZ,crossover,0.29789856654288904,0.006162972682213559,0,16,18,301,6,6
KZ6SCOUW25,crossover,0.23085485767047487,0.0255477039660411,1,12,15,245,5,6
2K8F4BCWUA,crossover,0.20066571541819123,0.04596967439377976,0,12,15,209,4,6
GFSMS5WVZV,mutation,0.2977815751071492,0.008170386596576873,0,18,15,414,6,7
9AQU2YR1BL,crossover,0.29805969137196586,0.005092375093473142,0,16,16,368,6,6
D570IDA8ZS,crossover,0.29865212776846173,0.0023013852094215456,0,15,22,845,6,6
URLX3J5B2E,crossover,0.2624793373526483,0.016802231679959076,0,15,17,625,5,6
MOVXJ883PI,crossover,0.229426836536765,0.03029850248381421,0,11,23,474,5,5
JF9AFY08V9,crossover,0.2874062259536704,0.012720339477773544,0,10,19,281,5,4
4VK7HQU4ZW,crossover,0.203628547219318,0.04659862007233222,0,13,15,242,4,5
8NHCMR2NKI,crossover,0.2011851091917013,0.044718385228880636,0,13,14,203,4,5
BBC248JPLY,crossover,0.21087844351275697,0.03830140188864395,0,15,14,140,4,6
P5C8WRKJQ9,mutation,0.263162720570698,0.013550130792902439,0,13,14,125,5,6
7WMRTV87EV,crossover,0.24463704818100762,0.02980333806837926,1,14,22,500,5,5
I2YD8BLC17,crossover,0.2651585436525131,0.019130720625804433,0,13,22,475,5,4
AHVQ9HA76Q,mutation,0.2661510670989137,0.0170430379535706,0,13,25,954,5,3
TS46VAA3IU,crossover,0.20079324510592522,0.04613021190952078,0,10,23,784,4,4
VHV6SOC9YC,mutation,0.275678543526512,0.011776920959944849,1,10,36,1305,5,3
5KEK5KNWMO,mutation,0.20040300740938277,0.043493852316605006,0,10,33,1200,4,3
2EGD6U2UWZ,crossover,0.28563599361328385,0.009006780103911559,0,17,17,327,6,6
XYRST0980S,crossover,0.30106648098988553,0.00326565275526855,0,16,17,318,6,6
YBYPORNAIG,mutation,0.259636696072689,0.009495342327140707,0,15,15,361,5,5
0KX7VMZPE0,mutation,0.25835920645614807,0.013362837024537916,0,15,14,306,5,5
8KQCYBO4YN,crossover,0.30173886711594655,0.0038939034662204067,0,16,19,1091,6,5
R9EBKPLRL7,mutation,0.26443900250683183,0.012051433162185973,0,15,18,630,5,5
TPHTPF6A95,crossover,0.294753012958446,0.0074677743523596934,0,15,15,285,6,6
2JPEJFGCRS,crossover,0.20350848319282178,0.046886336658984964,0,13,15,233,4,5
TD5B5TMU3M,mutation,0.20751221892656646,0.037384739623438745,1,13,15,189,4,6
QJFK9NHTI7,mutation,0.20216633021088615,0.041091696805094946,0,10,13,188,4,5
NPIX11YNWV,mutation,0.19987838768771915,0.04228947346474708,0,12,13,162,4,6
0HATGVF2UL,crossover,0.17630304345860115,0.05231994084435784,0,11,13,160,3,5
5UBQODUHGL,crossover,0.20702890621403358,0.039264974466890354,1,13,15,174,4,6
AXFMSEGXZ7,mutation,0.20066993020931445,0.043962260479416454,0,13,15,174,4,6
IZ9MOUNJ7R,crossover,0.1782712625792987,0.0546685838506209,0,11,13,175,3,5
QMVGLQ3J45,crossover,0.17109356404334763,0.06569598225330733,0,10,12,161,3,5
ZLF1UGJR7S,mutation,0.26291128868031577,0.01537685313110703,0,13,14,151,5,7
P0N1FH77YB,mutation,0.20239627629042511,0.04192809031242964,0,13,11,135,4,6
STRGDOUFQG,mutation,0.21939575337604256,0.04387538952934013,0,15,18,822,4,5
6YX9ZI5ZM6,mutation,0.2706337433365742,0.011897497838650767,0,13,16,758,5,5
U1OU99UDC4,crossover,0.2218925982001102,0.026511276544287504,1,11,29,681,5,5
URP1HX1NZ4,crossover,0.2059340652198065,0.038716297546208395,0,11,21,569,4,4
DHWL3JCV9K,crossover,0.20643459590349156,0.033470334613000335,0,11,13,174,4,6
F5AMRA740R,crossover,0.20391843154473976,0.034279971867711534,0,11,12,173,4,6
77I5MNPOW2,crossover,0.2445541132655893,0.028786252984885845,1,14,25,496,5,6
DD7PXLWNRT,crossover,0.2774954131879761,0.008150232536159166,0,9,22,479,5,4
O6GRQ39I6J,mutation,0.2997294801767949,0.00467678446830809,0,15,21,790,6,5
APGA591B0A,mutation,0.2655496142238821,0.01424614084491381,0,15,25,537,5,5
365OHB8UEJ,crossover,0.2938328573254526,0.008772576022505835,0,18,17,257,6,7
9T1FW8K751,mutation,0.28443589913422473,0.009555457024593518,0,17,16,306,6,6
0EIXESIBG8,mutation,0.29355417281311413,0.00610946017696655,1,17,37,1538,6,4
AOD8P4ZEKP,mutation,0.24412060863180418,0.023540290051677792,1,14,34,1277,5,4
R17M8Y0VIH,mutation,0.20010480841886402,0.04385523546892245,0,12,13,171,4,6
KOMKN9W6PE,mutation,0.20383820764903404,0.03506285286979921,0,11,13,167,4,6
BT8X921FLC,crossover,0.31406734963606875,0.004074595042379128,0,18,20,1095,7,5
MFYBY489T6,mutation,0.2972991148139371,0.00954885483238771,0,18,19,611,6,5
5V813ZGQW7,crossover,0.28224243540954463,0.009267740437940784,0,17,17,318,6,6
8VDT3YU9DX,crossover,0.3011465833933359,0.0035266130892977754,0,16,17,309,6,5
QDD7N44RE0,crossover,0.2603102818408871,0.02142585112682046,1,16,30,1645,5,6
8O5AX7U2C8,crossover,0.2606714461296118,0.0206964826299798,1,15,29,1590,5,5
2RVJS7IASN,crossover,0.20570138031143848,0.04844549647095453,0,12,14,283,4,5
4JHFOG6RAN,mutation,0.21703255860756065,0.03031865654423191,0,9,13,263,4,5
6VPYBOOS6A,crossover,0.20072687690634017,0.04646483880921472,0,14,14,269,4,5
Z5UX84W86H,mutation,0.26663375746284756,0.011355423110174602,0,13,14,243,5,5
0EFAVQFFCH,crossover,0.200695667820305,0.04586925157549156,0,10,24,959,4,4
IMB1DEJP47,crossover,0.1737935319431526,0.06673982358942426,0,10,21,627,3,4
B7MIN4G4VI,crossover,0.20643459590349156,0.033470334613000335,0,11,13,178,4,6
60KUHTVGSP,crossover,0.17217072806025024,0.06595694258733656,0,10,12,177,3,5
GFYEBESHL7,crossover,0.2967354396788947,0.007648465928518415,1,16,24,535,6,6
R6LU8R6LLZ,mutation,0.3071203414396406,0.01010413394527547,0,14,23,479,6,6
2KFRMTCQY0,crossover,0.2577507403058297,0.01620664444623591,0,14,13,271,5,6
L0U54Y65DW,crossover,0.20079450077363314,0.04249692129352929,0,12,13,211,4,5
6ZOD11XE03,mutation,0.29555754515314603,0.007206814018330468,0,15,16,288,6,6
5Y2JLB1AYQ,mutation,0.2082109888878475,0.03903077038548462,0,15,15,205,4,6
09ZML6ZX23,crossover,0.2597383630071681,0.009575611085011218,0,15,16,330,5,5
HSSOG0HC53,crossover,0.2609472361942682,0.013229055761420402,0,14,15,325,5,5
IWR70PM7N6,crossover,0.2544688161746508,0.017330754540223335,1,13,31,1013,5,4
GSRNS57P2S,crossover,0.253902047602528,0.01811363554231101,1,13,29,839,5,3
IT084D7OZN,mutation,0.26443900250683183,0.012051433162185973,0,15,18,846,5,5
2XBUXF6XK9,crossover,0.20873325185241742,0.0558058983290199,0,14,16,714,4,4
ALB3UUY1QW,mutation,0.20775774071735553,0.041038184299847943,1,12,24,481,4,4
UHJP3S240H,crossover,0.20656187837271356,0.04528721620998029,0,12,17,342,4,4
694TPBPBU2,mutation,0.3287062624037691,0.005748077024649113,1,19,27,1149,7,6
6QFJXEEEE8,mutation,0.271218736771887,0.017819316763452497,0,17,21,701,5,7
VFKECTRPQ4,crossover,0.24412060863180418,0.02513280830847666,1,14,30,834,5,6
MDYFG6THZU,crossover,0.2643974895043263,0.018086879289687517,0,13,22,359,5,4
HBK0EWIINJ,crossover,0.27383956695533607,0.010940527452610163,1,9,28,653,5,3
OC21OMAPMM,crossover,0.2774130717908414,0.00788927220212994,0,9,27,651,5,2
QWWTTZKKUC,crossover,0.222010800409016,0.02976997962354995,1,11,15,246,4,6
J9BUP1YYLE,crossover,0.207303304871164,0.03900401413286113,0,11,15,217,4,5
9MJL2W481E,crossover,0.22118624673014475,0.029562531794767727,1,9,25,552,4,4
1J0OCZB5QU,mutation,0.21435324184421212,0.032955016137147686,0,9,20,891,4,4
SUY0L4IBNU,crossover,0.2676575454978908,0.010438760844969405,0,13,14,282,5,6
WM9EPL1Y6U,crossover,0.20441616243366523,0.044738539289298315,0,12,13,260,4,5
7QZKFFVH9B,crossover,0.29865212776846173,0.0023013852094215456,0,15,22,647,6,6
Z1YY33P18H,mutation,0.26287093139526796,0.015497430009812935,0,14,16,742,5,5
DK577G482Y,crossover,0.2213349038996354,0.02684590344398144,1,11,24,456,4,5
PTRHHE29HR,crossover,0.20888554911226387,0.039264974466890354,0,11,18,385,4,5
7736LV66J0,crossover,0.29935923158270394,0.009896686116493247,1,15,30,1198,6,4
205JQVCPRY,crossover,0.288169725936392,0.012486135396367823,0,10,30,1179,5,3
H9HDL5D5DD,crossover,0.20403180322450432,0.0339922552810588,0,11,13,172,4,6
5R9BZP3OYL,crossover,0.20383820764903404,0.031877816356201474,0,11,12,171,4,6
SYVC5JVY7L,crossover,0.20211332351675737,0.04132590088650068,0,14,14,138,4,6
KUUAXEH8T2,crossover,0.20278497208529678,0.042971931648546555,0,13,14,136,4,6
QGM1E7B8YR,crossover,0.2490285240739386,0.019699551606904085,1,17,33,1602,5,4
HB4NQ180OU,crossover,0.26368414371604,0.02033509947766235,0,12,32,1560,5,4
3EFYMB5G88,crossover,0.24295167011081353,0.02445695231688299,1,15,16,172,5,7
4SHMJT33IF,crossover,0.25688440664116385,0.017176819216688115,0,15,15,139,5,7
9ZB5OOIAW3,crossover,0.259393333094706,0.01649436103288865,0,14,15,285,5,6
TD9H0YNARF,mutation,0.2587190333510332,0.01571148003080096,0,14,14,280,5,4
A68QRO7GFT,crossover,0.19961253488369457,0.04255043379877631,0,12,13,169,4,6
MHUUV1TTVM,mutation,0.204128618671773,0.032660697358289165,0,11,13,168,4,5
ZGVZE7KMIG,crossover,0.23861416531652924,0.022001284300125927,1,14,15,185,5,7
02ODISKAHJ,crossover,0.20093855689399376,0.04051626363178948,0,14,15,165,4,6
Q0ZVTOB72Q,crossover,0.26765020457993804,0.010284825521434192,0,13,15,247,5,6
7KOV0XB4Y0,crossover,0.20178080930592723,0.0435140063770227,0,12,13,220,4,5
1UVXJ54IT0,crossover,0.253902047602528,0.01811363554231101,1,13,29,1315,5,4
W98SWJUOA3,crossover,0.26682066542989136,0.01970615379910988,0,13,26,1134,5,3
9M8VFD4X8A,crossover,0.2539888082229036,0.018374595876340237,1,13,24,478,5,5
ZDSVD6P3NV,mutation,0.20656187837271356,0.04528721620998029,0,12,17,660,4,4
TRZ8MH4HR5,mutation,0.20677122972207673,0.04853236742103084,1,10,22,204,4,3
DNN17GHHV9,crossover,0.17160808818020445,0.06752930678371774,0,9,18,180,3,3
GYITV2CGIZ,mutation,0.2145337323443175,0.030787064707043357,1,8,25,691,4,5
G8R9UHNPGX,mutation,0.212066847203491,0.03663521706618038,0,8,19,355,4,4
XLLOK5JHLD,crossover,0.27654340527552157,0.013369439216743717,1,10,23,528,5,5
H4X01LRHEE,crossover,0.2150164607734686,0.0321453788824365,0,9,22,502,4,4
55FUAHKSWB,crossover,0.20187887850935204,0.05142308515577004,0,14,14,308,4,5
R7F644JGPC,mutation,0.20213659212342405,0.043962260479416454,0,13,14,204,4,6
91A7JUI3TX,mutation,0.253902047602528,0.01811363554231101,1,13,29,654,5,5
UGB3R9H502,mutation,0.2636110365886908,0.019498705970327664,0,12,23,590,5,4
WEIHDI1GPT,crossover,0.21150955711355068,0.0425771900513998,1,13,21,525,4,4
YP473WVFRN,mutation,0.2026368965587051,0.047689371721490334,0,12,20,289,4,4
9E2ECPZHP8,crossover,0.22057755458445338,0.028987098621462273,1,11,23,195,4,4
HL673I5M58,mutation,0.20620736299319953,0.04004785546897803,0,11,19,524,4,4
O07B1O3JS8,crossover,0.2222813603536804,0.024918758287488636,1,11,34,932,5,4
JACZ5Y9HEY,crossover,0.2225781998917865,0.02625031621025828,1,11,32,828,5,4
PMH1ULZBGE,crossover,0.30173886711594655,0.0038939034662204067,0,16,19,907,6,5
EZ1GRF4C9Y,crossover,0.2617513384907497,0.01771229175295848,0,16,16,808,5,4
SFRPL58ZM3,crossover,0.29446634504550295,0.007026122442171746,1,6,31,758,5,3
CRRL8HYJYS,crossover,0.2770988718089663,0.007835759696882938,0,6,28,744,5,2
TEXMSNQKRL,crossover,0.3346208486254105,0.001652980438051982,1,14,31,1060,6,4
NDFH9JE9JF,crossover,0.26477743062417347,0.01822066055280503,0,12,31,1040,5,4
1FE8PP5SP3,mutation,0.2622639909312995,0.02481833546920042,1,16,27,1010,5,5
0JY9MANDZG,crossover,0.26707099340767837,0.013148787003549892,0,15,19,863,5,5
3H847EZIT8,crossover,0.275678543526512,0.013369439216743717,1,10,26,707,5,5
NUHTBN19WV,crossover,0.27611084524002805,0.013369439216743717,1,10,24,432,5,4
FNAAFEQUXZ,crossover,0.22371027246492925,0.037097023036786025,1,15,23,928,4,5
2VFID84ANE,crossover,0.2059471546430598,0.0509748310533763,0,14,23,825,4,4
Z0WUAVUTNJ,crossover,0.2813955523877839,0.009555457024593518,0,17,16,276,6,6
TXBT81F2OX,crossover,0.25876206572072513,0.020020626638386115,0,14,15,226,5,6
11RJQO27QN,crossover,0.2441506708407113,0.028786252984885845,1,14,24,473,5,6
2BRF0T7WP9,crossover,0.25657637592115123,0.02153287613731447,1,13,20,387,5,4
18LTU5ALNJ,crossover,0.3039196227448884,0.0063169080057487725,1,16,19,1045,6,6
PQKMCU0844,crossover,0.26426594968771167,0.013122030750926397,0,15,18,561,5,5
81Q0TEAZTU,crossover,0.30209517704208444,0.00284415490549831,1,16,18,943,6,6
FYJPSBYSYV,crossover,0.26443900250683183,0.012051433162185973,0,15,18,651,5,5
EBQO6YK80X,mutation,0.2760279682399558,0.013108478882714492,1,10,30,796,5,3
UJ73ND4JHK,mutation,0.28203304209935287,0.009274342630146579,1,8,30,728,5,3
A4DSZ4005H,crossover,0.20363970851309932,0.039499178548296085,0,13,14,169,4,6
AUZUFUPL8Z,crossover,0.19987838768771915,0.04228947346474708,0,12,13,167,4,6
16K3F7IA3G,crossover,0.26790512434067526,0.011355423110174602,0,13,15,246,5,6
7TH5R98A2T,crossover,0.20178080930592723,0.0435140063770227,0,12,13,219,4,5
TY7LA9DX13,crossover,0.2069032660384339,0.04132590088650068,1,12,16,253,4,6
JA0G5NSQRE,crossover,0.20270809884380936,0.04375481265063423,0,10,14,210,4,5
UPDGZBOS9I,crossover,0.275678543526512,0.011776920959944849,1,10,33,736,5,3
QOHQB80JR3,crossover,0.22138608903460144,0.029040611126709276,1,9,31,567,4,2
76ANSHCLV3,crossover,0.29436739493968944,0.007126545260459957,1,17,29,1543,6,4
TM3ZXKANV6,mutation,0.27231004550638904,0.0170096795087413,0,17,24,1468,5,4
6RGO8A9P6J,crossover,0.28201517110724905,0.008772576022505835,0,17,16,252,6,6
LOGH1G7VMB,crossover,0.2587190333510332,0.02048903480119757,0,14,15,250,5,6
R6JEMRXU00,crossover,0.27965790275987346,0.008090117838706355,1,18,30,1534,6,5
WVSWDQ3GZJ,mutation,0.31238901300595867,0.003580125594544778,0,13,28,1223,6,5
7RHKEQGQ11,crossover,0.2552967244631571,0.017330754540223335,0,16,16,262,5,6
VWJETYAPGN,crossover,0.25791531894333586,0.017123306711441112,0,15,15,222,5,5
2X4WS45EYL,crossover,0.23861416531652924,0.022001284300125927,1,14,16,186,5,7
ZNN0JGSHCA,crossover,0.2020389403994335,0.04051626363178948,0,14,15,176,4,6
CKWEFLVSGO,crossover,0.2626239734919247,0.01931141220196314,0,14,22,618,5,6
PJH6SO0GRH,crossover,0.26529229212323413,0.019498705970327664,0,12,15,574,5,5
FSKSVXX8AQ,crossover,0.20270809884380936,0.040569776137036495,0,13,14,158,4,6
6KSPD9KODI,mutation,0.17546230049809453,0.0577465953537246,0,13,14,158,3,5
WJ0JEA3G3K,crossover,0.25719796914051507,0.01521631561536601,0,15,17,289,5,6
PDWVSSS2WT,crossover,0.2561491632536941,0.017150062964064614,0,15,14,204,5,5
G6IMESHHKL,mutation,0.20701362947500535,0.03822113313077344,1,13,12,179,4,6
RY5VTFV4W5,crossover,0.20363970851309932,0.039499178548296085,0,13,14,169,4,6
XWNVEWR08B,mutation,0.2376739474015498,0.022784165302213617,1,14,13,187,5,7
MAONVQ4287,crossover,0.20135571265305707,0.0434670960639815,0,13,15,179,4,6
JKXFYR3U3P,mutation,0.20695361010728286,0.0444240664500221,0,12,13,394,4,6
YL4SE1XBXK,crossover,0.1769961315089218,0.05373176752499799,0,12,13,156,3,5
2AQY9PRNR4,crossover,0.17218267748329152,0.06673982358942426,0,10,13,177,3,5
ASADBPS3KC,crossover,0.1712049537416207,0.06595694258733656,0,10,12,168,3,5
JS1RWJGPUP,crossover,0.3337450421806081,0.0019139407720812074,1,14,34,1051,6,4
8QPMVVBJFG,crossover,0.2638545280423483,0.01926450188892194,0,12,28,1049,5,4
Q8JBEMXK2S,crossover,0.25700942985437314,0.021245159550661745,1,13,21,482,5,5
10V6O1JYZO,mutation,0.2061309709907143,0.046070097212067965,0,12,15,350,4,4
ZPAXB5QE42,crossover,0.2222813603536804,0.026511276544287504,1,11,26,675,5,5
K5F3YK4FWJ,crossover,0.21435324184421212,0.032955016137147686,0,9,20,355,4,4
QVU30RUC65,crossover,0.2150164607734686,0.0321453788824365,0,9,22,440,4,4
