id,creation_mode,error,dem_fp,dem_ppv,num_leaves,criterion,max_depth,min_samples_split,max_leaf_nodes,class_weight,fair_param
BMOZVAIBKG,inicialization,0.06458565330651467,1.0,0.0,6,0,,2,,,0
JHEVXDMQZU,inicialization,0.06458565330651467,1.0,0.0,5,1,4,2,6,,0
KT0C328PQL,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,3,3,5,2,2
90VEW8MGC3,inicialization,0.06458565330651467,1.0,0.0,4,1,4,26,6,9,2
7LC8YCJ3KN,inicialization,0.06458565330651467,1.0,0.0,2,1,3,8,2,8,2
E490948M1T,inicialization,0.036375888340568485,1.0,0.1428571428571429,6,0,4,3,6,7,5
7BBQBM52HF,inicialization,0.09861218113400261,1.0,0.1428571428571429,5,0,3,5,6,6,1
KEA0NKYV8L,inicialization,0.1339745962155613,1.0,1.0,4,0,3,34,5,6,7
MDY6O67P4M,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,1,3,35,3,2,2
EC5DZNY2RE,inicialization,0.036375888340568485,1.0,0.1428571428571429,4,1,3,16,5,8,5
AL9R1BQW73,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,8,5,3,7
TAE2VHP85G,inicialization,0.17084380241115005,0.4,0.25,2,0,4,33,2,2,3
U4216NOJXK,inicialization,0.1339745962155613,1.0,1.0,4,0,3,27,4,6,9
NPG7XJJPCV,inicialization,0.1339745962155613,1.0,1.0,3,0,4,2,3,6,2
E9SLAS8CJ0,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,4,5,3,3,6
K7MH7U4Q1U,inicialization,0.1339745962155613,1.0,1.0,3,0,3,19,3,6,8
DZU6KYGVQ8,inicialization,0.17084380241115005,0.4,0.25,3,1,4,26,3,5,6
MRHCRH5FFV,inicialization,0.17084380241115005,0.4,0.25,3,1,4,24,5,4,6
XWHPQAFH2O,inicialization,0.17084380241115005,0.4,0.25,2,0,3,39,2,3,2
EM6XHNOBNC,inicialization,0.1339745962155613,1.0,1.0,3,1,3,27,3,6,8
HUPGLL55FC,inicialization,0.036375888340568485,1.0,0.1428571428571429,4,0,4,12,4,8,2
49ICZO6JAM,inicialization,0.06458565330651467,1.0,0.0,4,1,3,7,5,6,8
PN185YE7M2,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,14,5,3,2
LR5SWGB96I,inicialization,0.06458565330651467,1.0,0.0,4,0,3,27,5,1,1
TXXHF8045R,inicialization,0.06458565330651467,1.0,0.0,4,0,3,4,5,2,8
U8N8EYX1WA,inicialization,0.036375888340568485,1.0,0.1428571428571429,4,0,3,28,5,8,2
Q49CAMTEQ2,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,4,23,5,1,6
E96XNIE430,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,3,27,5,2,8
1QEC95GEPW,inicialization,0.17084380241115005,0.4,0.25,2,0,4,21,2,5,1
J3LY5W58HQ,inicialization,0.1339745962155613,1.0,1.0,3,0,3,29,3,6,5
P9XGYVVWQB,inicialization,0.06458565330651467,1.0,0.0,3,1,3,5,3,7,10
IJZ9A4GWJR,inicialization,0.06458565330651467,1.0,0.0,3,1,4,22,3,8,10
4R8RIWAO42,inicialization,0.17084380241115005,0.4,0.25,2,1,4,23,2,2,1
7UQV2BGQNG,inicialization,0.17084380241115005,0.4,0.25,3,1,4,32,5,4,4
N1O3Y5980I,inicialization,0.06458565330651467,1.0,0.0,3,1,4,31,3,7,0
LTUJ4DF4K2,inicialization,0.1339745962155613,1.0,1.0,3,1,4,27,3,6,3
ILC4HK6M2O,inicialization,0.07417990022744858,1.0,0.25,4,0,3,19,5,7,10
NN9Q7ZEBQ0,inicialization,0.17084380241115005,0.4,0.25,3,1,3,22,4,3,6
QZJSD1EF8I,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,20,4,5,7
V2J48TIERG,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,7,4,3,2
LAGR43MO8Z,inicialization,0.1339745962155613,1.0,1.0,4,0,4,28,4,6,3
39XV0YKESD,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,3,36,4,1,3
RF00AG1Q33,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,7,4,3,8
GA1T7WG2L5,inicialization,0.1339745962155613,1.0,1.0,3,0,4,22,3,6,6
NGX54VXZEM,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,6,4,6,6
9MR4P8UIS0,inicialization,0.17084380241115005,0.4,0.25,3,1,4,32,5,3,4
S3XTWUSQP7,inicialization,0.17084380241115005,0.4,0.25,2,1,3,25,2,4,8
2V88D30CSL,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,3,34,3,5,2
4NG98JF9B8,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,11,4,4,5
YWAXU4V2DA,inicialization,0.1339745962155613,1.0,1.0,3,0,4,8,3,6,5
B8BQXHPO42,inicialization,0.06458565330651467,1.0,0.0,3,1,4,22,4,8,4
X0NX8H0JJE,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,30,6,4,3
M7GDC9VUQO,inicialization,0.1339745962155613,1.0,1.0,3,1,3,21,4,6,8
DNZ33PDCXT,inicialization,0.06458565330651467,1.0,0.0,4,0,3,6,4,2,1
SDHXZN3ONA,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,25,5,5,1
6YC7DKP0U2,inicialization,0.06458565330651467,1.0,0.0,4,0,4,31,4,2,2
US1RWPGXEQ,inicialization,0.17084380241115005,0.4,0.25,3,1,4,34,4,4,2
P8GOV0DOQL,inicialization,0.17084380241115005,0.4,0.25,3,1,3,40,4,5,8
20CYEC6C4P,inicialization,0.06458565330651467,1.0,0.0,5,1,4,8,5,4,6
WWHDU963CZ,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,13,5,3,9
9J0PURFP3X,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,19,5,5,2
6KOG92LPWD,inicialization,0.17084380241115005,0.4,0.25,3,1,4,30,3,3,3
319ITUR2HR,inicialization,0.0,1.0,0.0,5,1,4,11,5,7,10
CEG4UX4RI5,inicialization,0.07417990022744858,1.0,0.25,4,0,3,26,4,7,0
Q7F5HKRJQ9,inicialization,0.17084380241115005,0.4,0.25,2,1,4,14,2,3,2
5TQ6P6FXNH,inicialization,0.06458565330651467,1.0,0.0,2,0,4,21,2,7,7
X4O6H7YO5L,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,11,4,3,6
GX09RV7JAF,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,26,5,4,9
GKBE1NRPAA,inicialization,0.17084380241115005,0.4,0.25,2,1,3,27,2,4,7
MPSEOY5M18,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,13,4,5,2
FPI31FWTBL,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,4,13,3,1,7
TDYEGPSRG2,inicialization,0.06458565330651467,1.0,0.0,5,0,4,9,5,3,2
FIF4F26V64,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,8,5,5,10
920W06S1KP,inicialization,0.17084380241115005,0.4,0.25,3,1,3,23,4,4,10
LQD3KW24KF,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,13,6,3,3
0H7OWTZ9LU,inicialization,0.17084380241115005,0.4,0.25,3,1,3,16,3,3,6
7AKNWG7GA6,inicialization,0.17084380241115005,0.4,0.25,3,1,3,30,6,4,5
T2TVDDW04X,inicialization,0.0,1.0,0.0,5,1,4,9,6,7,5
KA561TKMOO,inicialization,0.036375888340568485,1.0,0.1428571428571429,4,1,3,12,4,7,3
NI0C2DC9U7,inicialization,0.036375888340568485,1.0,0.1428571428571429,4,0,3,2,4,9,7
FB8R7AJBGQ,inicialization,0.06458565330651467,1.0,0.0,2,0,4,29,2,8,4
GDC5NYDR9C,inicialization,0.06458565330651467,1.0,0.0,2,1,3,40,4,8,5
VCO7I1S6F4,inicialization,0.06458565330651467,1.0,0.0,3,1,4,23,4,7,9
8P67WOB3TC,inicialization,0.17084380241115005,0.4,0.25,2,1,4,14,2,3,9
KBPWG5IKW9,inicialization,0.06458565330651467,1.0,0.0,2,1,3,22,2,7,1
HZ5E0U968I,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,4,17,5,5,1
HSOIQT8P4U,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,4,34,3,1,5
98C4C6U9NM,inicialization,0.036375888340568485,1.0,0.1428571428571429,4,1,3,5,5,7,5
SF3LFDSHD0,inicialization,0.17084380241115005,0.4,0.25,3,1,4,31,3,3,5
GFFULWO5LS,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,17,5,4,5
RUT88AJVXK,inicialization,0.07417990022744858,1.0,0.25,4,0,3,17,5,7,5
ASCK8JW7WB,inicialization,0.17084380241115005,0.4,0.25,2,0,4,13,2,4,3
DH1QN7VUIC,inicialization,0.036375888340568485,1.0,0.1428571428571429,4,0,4,8,4,8,3
9R25BAQGQY,inicialization,0.06458565330651467,1.0,0.0,5,0,4,39,5,2,4
26POY6RH2E,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,9,4,6,5
UHHH6XC8CN,inicialization,0.17084380241115005,0.4,0.25,2,0,4,25,2,6,1
PTDP5JQ21I,inicialization,0.06458565330651467,1.0,0.0,3,0,3,39,3,8,10
RG6O1OVL2C,inicialization,0.17084380241115005,0.4,0.25,3,1,3,14,3,3,3
P7R07R8PJH,inicialization,0.17084380241115005,0.4,0.25,2,0,3,32,2,5,8
Q5MKQ65OWI,inicialization,0.17084380241115005,0.4,0.25,3,1,4,5,3,5,7
6CEBNA2W9Z,inicialization,0.06458565330651467,1.0,0.0,3,1,3,35,5,7,8
UFCR9G9WIG,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,18,6,3,2
095A3WRFL4,inicialization,0.06458565330651467,1.0,0.0,2,0,3,11,2,7,2
9G719KG5FO,inicialization,0.1339745962155613,1.0,1.0,4,0,4,31,6,6,9
W6SPZN2RQF,inicialization,0.17084380241115005,0.4,0.25,2,0,3,8,2,4,1
HJ4RQ0A2WW,inicialization,0.17084380241115005,0.4,0.25,2,0,3,20,2,2,0
DMZSWG7MB2,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,3,35,3,3,2
BV2JABDFR8,inicialization,0.17084380241115005,0.4,0.25,3,1,4,14,3,4,4
W2WFWV9I0B,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,10,5,3,7
DBOJEEI23K,inicialization,0.17084380241115005,0.4,0.25,2,0,3,32,2,2,2
129PKTA09V,inicialization,0.06458565330651467,1.0,0.0,5,1,4,3,5,9,8
1BPH2WTSOD,inicialization,0.17084380241115005,0.4,0.25,3,1,3,3,3,4,5
TRP0P0EY41,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,30,5,3,4
D7ZTAIWY9Z,inicialization,0.06458565330651467,1.0,0.0,5,0,4,26,5,1,2
9LD8PW8TC0,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,12,5,5,9
3802NPB8HM,inicialization,0.17084380241115005,0.4,0.25,3,1,3,27,6,3,2
LHJIZEDDHX,inicialization,0.17084380241115005,0.4,0.25,3,1,4,19,3,5,9
DFR579MRHS,inicialization,0.1339745962155613,1.0,1.0,3,1,3,40,4,6,5
ZIJQZ6XCUH,inicialization,0.036375888340568485,1.0,0.1428571428571429,5,0,4,12,5,8,8
1S1VN3BMCF,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,3,3,3,7,5
923HOACE00,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,6,5,3,0
ATF7M3WHKH,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,15,4,3,6
KG1HT9DLH3,inicialization,0.1339745962155613,1.0,1.0,3,0,4,39,6,6,7
J7JKMNNQ7K,inicialization,0.06458565330651467,1.0,0.0,3,0,4,21,3,9,10
FEWDQAE8MF,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,13,4,4,4
1U1NU4LNFW,inicialization,0.17084380241115005,0.4,0.25,3,1,3,38,4,4,3
REKBL5EQID,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,4,15,6,2,7
KQQ8L9VU8V,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,3,31,3,7,6
4XQD89CFMM,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,38,4,3,1
9PQK7JFNU9,inicialization,0.06458565330651467,1.0,0.0,2,0,3,11,2,9,3
PUPUV57Y7B,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,4,11,3,2,10
6K8771SFRM,inicialization,0.17084380241115005,0.4,0.25,3,1,3,20,3,5,1
7CPZ90APET,inicialization,0.1339745962155613,1.0,1.0,4,0,3,30,5,6,0
F4CJOBIDOP,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,3,29,6,7,5
3GE5L2IPXM,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,10,4,4,3
I286UDGUMI,inicialization,0.17084380241115005,0.4,0.25,2,1,4,25,2,4,6
MMF9HO8TK6,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,4,5,3,7,7
9OYRWUHBPV,inicialization,0.06458565330651467,1.0,0.0,3,1,4,15,3,8,2
7FK6BBR91T,inicialization,0.1339745962155613,1.0,1.0,3,0,3,37,4,6,5
YST4V2Z3T9,inicialization,0.06458565330651467,1.0,0.0,5,0,4,4,5,3,5
MNS7N7RJC8,inicialization,0.06458565330651467,1.0,0.0,5,0,4,18,6,2,3
RMGLPMZWJD,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,1,3,39,3,1,8
QRWZ7VKJJH,inicialization,0.17084380241115005,0.4,0.25,3,1,4,35,4,3,7
88QKT5UW8U,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,4,33,4,7,9
QHSKIRN1ST,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,4,40,4,2,7
CGK9Q3ISE0,inicialization,0.1339745962155613,1.0,1.0,4,0,4,17,4,6,10
NHFTAHVX7T,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,34,5,3,4
EWJVZBQY7A,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,14,5,3,9
O1KDWW9FWI,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,7,5,4,6
IZL890FPF4,inicialization,0.17084380241115005,0.4,0.25,3,1,3,39,4,3,2
DSD369LJRG,inicialization,0.06458565330651467,1.0,0.0,3,1,3,32,5,8,0
01K2UO53UW,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,3,10,3,7,8
YU9IL3DZWS,inicialization,0.036375888340568485,1.0,0.1428571428571429,5,0,4,4,5,8,2
2VQDKFVBOL,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,5,5,5,6
NRKBI19TQ1,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,30,5,3,5
5V0M942WIT,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,4,19,3,3,5
3MGF0UEBOB,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,4,37,3,5,4
QCJTTYH17Z,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,36,5,4,1
AXRRNVA4C2,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,3,34,5,2,6
I37O5M66AT,inicialization,0.17084380241115005,0.4,0.25,2,0,4,7,2,1,7
Y0CANQ0PMS,inicialization,0.06458565330651467,1.0,0.0,3,1,3,23,4,8,10
9N4UUI2UG7,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,3,8,3,5,0
MEKAL7AEQP,inicialization,0.06458565330651467,1.0,0.0,3,1,4,33,6,8,7
UD42CR4TSM,inicialization,0.06458565330651467,1.0,0.0,2,1,4,3,2,8,0
Z1RNF5JHWK,inicialization,0.036375888340568485,1.0,0.1428571428571429,5,0,4,27,5,8,1
M3ZFIIJET7,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,4,14,3,7,2
TO15WT0VZ8,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,4,14,3,1,8
VBPA0TOXWD,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,3,14,3,7,1
00HR5F06RI,inicialization,0.06458565330651467,1.0,0.0,5,0,4,8,5,2,6
SP38LM1FMA,inicialization,0.17084380241115005,0.4,0.25,2,0,4,9,2,1,9
04C0387ZWC,inicialization,0.06458565330651467,1.0,0.0,5,0,4,23,5,2,6
ADCDQPMQWY,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,4,7,3,2,2
KAVMNNZMAT,inicialization,0.1339745962155613,1.0,1.0,3,0,3,40,6,6,4
4HARWB37AA,inicialization,0.1339745962155613,1.0,1.0,4,0,4,27,4,6,5
XY8D8J62L0,inicialization,0.06458565330651467,1.0,0.0,3,1,3,32,3,8,6
JTM10PERF5,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,3,27,3,4,8
3FXBE65QQZ,inicialization,0.036375888340568485,1.0,0.1428571428571429,4,1,3,11,5,8,0
NI9ACN8FP0,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,24,6,5,0
HJC4E72WUI,inicialization,0.06458565330651467,1.0,0.0,2,0,3,15,2,7,8
X4KFXBZBHF,inicialization,0.17084380241115005,0.4,0.25,2,0,4,31,2,5,4
0O2W11WX5T,inicialization,0.06458565330651467,1.0,0.0,3,1,4,24,3,7,5
LC96HEJ9GP,inicialization,0.1339745962155614,0.15,0.3571428571428571,4,1,3,4,4,3,6
NQJIV3YS5N,inicialization,0.06458565330651467,1.0,0.0,3,1,3,27,5,7,0
OJ0Y9RQ012,inicialization,0.17084380241115005,0.4,0.25,3,1,4,33,4,5,5
6BO65Q3MKM,inicialization,0.036375888340568485,1.0,0.1428571428571429,3,0,4,34,5,7,6
K0B674T8UX,inicialization,0.06458565330651467,1.0,0.0,3,1,4,15,3,7,9
3Z17S4EBIB,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,3,39,5,4,6
DWQ8UVH9Y6,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,3,28,4,1,9
ZQUX83U8GP,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,38,4,5,6
TMSO66IYAD,inicialization,0.0,1.0,0.0,5,1,4,10,6,7,3
046H8FYX7N,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,0,4,37,6,3,9
V5HFG9OM8O,inicialization,0.06458565330651467,1.0,0.0,5,1,4,8,5,3,0
6TZWXBQQDL,inicialization,0.17084380241115005,0.4,0.25,2,1,4,28,2,4,6
C6V49OKQ7V,inicialization,0.09861218113400261,1.0,0.1428571428571429,3,0,3,30,3,5,8
DWKKR36ZSW,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,4,18,4,2,0
83BCIDVLLR,inicialization,0.06458565330651467,1.0,0.0,3,1,3,37,4,7,2
5ESCMS1CDK,inicialization,0.06458565330651467,1.0,0.0,5,1,4,3,5,5,8
5M092RF03G,inicialization,0.06458565330651467,1.0,0.0,6,0,4,2,6,6,3
T6R32ALZWU,inicialization,0.1339745962155613,1.0,1.0,3,0,4,20,3,6,0
K3OFDE8D85,inicialization,0.09861218113400261,1.0,0.1428571428571429,4,1,4,16,4,2,5
6RZ6NAPD5K,mutation,0.1339745962155614,0.15,0.3571428571428571,4,1,3,19,4,5,5
SW7502PFA0,mutation,0.09861218113400261,1.0,0.1428571428571429,4,0,3,18,4,4,4
6QDHI1R4QZ,crossover,0.1339745962155613,1.0,1.0,4,0,4,29,5,6,9
PR66ZIC4S7,crossover,0.1339745962155613,1.0,1.0,4,0,3,22,4,6,8
HWIDVBQP2V,crossover,0.17084380241115005,0.4,0.25,3,1,3,30,4,5,6
VGSD0K96F8,crossover,0.09861218113400261,1.0,0.1428571428571429,3,0,3,16,3,4,4
BGM0OBJDK8,crossover,0.06458565330651467,1.0,0.0,3,1,4,25,4,8,0
3E35JT7EOP,mutation,0.06458565330651467,1.0,0.0,4,1,3,17,4,6,0
4YTI3FYFRL,crossover,0.036375888340568485,1.0,0.1428571428571429,3,0,3,18,3,7,5
ZWXLVSHL23,crossover,0.1339745962155613,1.0,1.0,3,0,3,15,3,6,4
MK112J2FLU,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,4,32,4,3,5
GB9891BYD7,crossover,0.09861218113400261,1.0,0.1428571428571429,3,0,3,30,3,2,3
M6TFC4SQOR,mutation,0.09861218113400261,1.0,0.1428571428571429,3,0,4,11,3,2,6
UA1JEC228W,crossover,0.09861218113400261,1.0,0.1428571428571429,3,0,4,10,3,1,4
TESMB3I7Z7,crossover,0.17084380241115005,0.4,0.25,3,1,4,34,3,4,5
H9Y6UYG5W7,crossover,0.17084380241115005,0.4,0.25,3,1,3,29,3,4,4
Y6JF7VJRCJ,mutation,0.09861218113400261,1.0,0.1428571428571429,4,0,4,27,4,5,2
5F2OC046F9,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,26,4,5,3
ICI97FIR8C,crossover,0.17084380241115005,0.4,0.25,3,1,3,22,5,5,1
K6PHE1KN5B,mutation,0.09861218113400261,1.0,0.1428571428571429,4,0,3,19,5,5,2
VMISP9FJS1,mutation,0.09861218113400261,1.0,0.1428571428571429,4,0,4,18,4,5,5
11F5777VTL,crossover,0.09861218113400261,1.0,0.1428571428571429,3,0,4,15,3,4,4
2RNKRYNC1A,mutation,0.17084380241115005,0.4,0.25,3,1,3,25,5,4,4
18HQ9EXO2X,crossover,0.1339745962155614,0.15,0.3571428571428571,4,1,3,19,4,3,4
JL2J7W43II,crossover,0.06458565330651467,1.0,0.0,5,1,4,2,6,,2
IDJCKHU4GS,crossover,0.06458565330651467,1.0,0.0,6,0,4,2,6,6,1
AXCQONFPW2,crossover,0.17084380241115005,0.4,0.25,3,1,3,40,4,4,7
PCUPVU1Q60,mutation,0.17084380241115005,0.4,0.25,3,1,3,39,3,3,6
LM88Q6LQCO,mutation,0.17084380241115005,0.4,0.25,3,1,3,26,5,3,4
WUIFCS3V2B,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,26,4,3,5
Q7I2F5ZT51,crossover,0.1339745962155614,0.15,0.3571428571428571,4,1,4,12,4,3,3
NT99XHTAR0,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,11,4,3,2
3KRXKTNT15,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,4,23,4,5,8
VX2XD37JFF,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,19,4,4,7
CIAUAMRPFS,crossover,0.06458565330651467,1.0,0.0,4,1,4,5,4,6,7
RCF6ZP6SFT,crossover,0.09861218113400261,1.0,0.1428571428571429,3,0,3,4,3,4,6
EDYBQE8J7J,mutation,0.09861218113400261,1.0,0.1428571428571429,4,1,4,30,4,2,4
S3AEJD8B5L,crossover,0.09861218113400261,1.0,0.1428571428571429,4,1,4,28,4,2,3
UYSOGIEOU6,crossover,0.17084380241115005,0.4,0.25,3,1,4,31,6,5,5
NTESWLH3R0,mutation,0.09861218113400261,1.0,0.1428571428571429,4,0,4,17,5,5,4
CIB3CX8TFF,crossover,0.17084380241115005,0.4,0.25,3,1,4,35,4,5,3
VB8F9QTEKA,crossover,0.17084380241115005,0.4,0.25,3,1,3,31,3,4,2
CKYNBJGD28,crossover,0.0,1.0,0.0,4,0,4,11,4,7,5
8LW98LDG8P,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,9,4,6,3
RZBZV6K48J,mutation,0.06458565330651467,1.0,0.0,4,1,4,14,4,6,8
VS2DNUGUYQ,mutation,0.1339745962155614,0.15,0.3571428571428571,4,1,3,12,4,4,8
D9ANHYFN4G,mutation,0.1339745962155614,0.15,0.3571428571428571,4,1,4,17,5,5,9
TGKQHMNZI3,crossover,0.1339745962155614,0.15,0.3571428571428571,4,1,3,19,5,4,9
VA4LG6CGB7,crossover,0.17084380241115005,0.4,0.25,3,1,4,32,4,5,5
2AMNDLWT2M,mutation,0.09861218113400261,1.0,0.1428571428571429,3,0,4,32,3,5,4
GV701PEXDS,crossover,0.17084380241115005,0.4,0.25,3,1,3,29,6,5,3
0FPCJ0J4YX,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,17,5,4,1
7SE6ORIOND,mutation,0.07417990022744858,1.0,0.25,4,0,4,27,6,7,9
TFCO5R2Q0O,crossover,0.07417990022744858,1.0,0.25,5,0,4,24,5,7,7
Q0ZTEWYW6Z,crossover,0.17084380241115005,0.4,0.25,3,1,4,26,5,5,4
7XEKZ4RK89,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,12,5,5,4
LZAMJYGDDT,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,4,34,5,3,4
7ZY9FLHTL9,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,4,30,4,3,4
S63PVOMT89,mutation,0.1339745962155614,0.15,0.3571428571428571,4,1,3,10,4,3,4
4A6JQG62FY,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,8,4,3,4
NX64Y69MXQ,crossover,0.06458565330651467,1.0,0.0,3,1,3,25,4,7,1
CD4VSKU27T,crossover,0.1339745962155613,1.0,1.0,4,0,3,20,4,6,1
O453S1LUKW,crossover,0.17084380241115005,0.4,0.25,3,1,4,22,5,,1
2PA3VS2D7V,mutation,0.1339745962155614,0.15,0.3571428571428571,4,1,4,14,4,4,1
TGLAB1BX2M,crossover,0.036375888340568485,1.0,0.1428571428571429,4,1,4,19,5,7,5
3BU7ZRA848,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,3,17,5,5,3
MOSMFVLQI4,mutation,0.17084380241115005,0.4,0.25,2,1,3,28,2,6,2
AJCKL3IT84,crossover,0.17084380241115005,0.4,0.25,2,0,3,28,2,6,1
FR6MI9PV9M,crossover,0.06458565330651467,1.0,0.0,5,1,4,13,5,3,4
FRU31SMOC3,crossover,0.1339745962155614,0.15,0.3571428571428571,4,1,4,13,4,3,2
GDT819D4R5,crossover,0.036375888340568485,1.0,0.1428571428571429,5,0,4,17,6,8,4
1CKGCOMOXN,mutation,0.07417990022744858,1.0,0.25,4,0,3,14,5,7,3
WO94MTYNUC,crossover,0.07417990022744858,1.0,0.25,4,0,4,20,4,7,3
1JTXDQGG5G,mutation,0.036375888340568485,1.0,0.1428571428571429,3,0,3,14,3,7,2
0BHP6C03IJ,mutation,0.1339745962155614,0.15,0.3571428571428571,4,1,3,11,5,3,7
1FSLA7XUYR,crossover,0.1339745962155614,0.15,0.3571428571428571,4,1,3,10,4,3,4
4T12LCKCVL,crossover,0.17084380241115005,0.4,0.25,3,1,4,22,5,3,2
HXHGYYJIOM,crossover,0.09861218113400261,1.0,0.1428571428571429,4,0,4,21,5,3,1
R0RWXIOX9T,crossover,0.17084380241115005,0.4,0.25,3,1,4,21,4,5,5
NO075OT9PM,mutation,0.09861218113400261,1.0,0.1428571428571429,4,0,4,9,4,3,4
4MJZN4DX53,crossover,0.036375888340568485,1.0,0.1428571428571429,3,0,4,31,4,7,7
2KP6QOGSA2,mutation,0.1339745962155613,1.0,1.0,4,0,4,30,4,6,5
C4L88SZFXG,crossover,0.1339745962155613,1.0,1.0,3,1,4,25,4,6,1
RU0YNXYRM4,crossover,0.09861218113400261,1.0,0.1428571428571429,3,0,4,25,3,4,1
5DPN3W5TQH,crossover,0.036375888340568485,1.0,0.1428571428571429,4,1,4,19,5,7,2
XR9RP69SBT,crossover,0.1339745962155613,1.0,1.0,3,0,4,16,3,6,2
NTBKM361L9,crossover,0.06458565330651467,1.0,0.0,3,1,4,16,3,7,6
