id,seed,creation_mode,error_val,dem_fpr_val,error_tst,dem_fpr_tst,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
SXXMG94PGA,100,inicialization,0.21060380097345532,0.015952286304412484,0.216238097275124,0.02907601047492015,0.6445008103712203,51,13,16,0.11134250049571416,177,0.5641828529471113
HF3QDNVOTN,100,inicialization,0.26709446603918785,0.0010775472647465145,0.2718994413424126,0.009491366756812981,1,31,20,-1,0.01,100,1.0
9O907WF8RP,100,inicialization,0.7089013825899245,1,0.7188798911476663,1,0.5623092233617313,30,21,11,0.030626111866573623,75,0.10409656633177683
FUCKMT5D4L,100,inicialization,0.559096296751477,1,0.5393490540550361,1,0.5071837239554284,36,26,4,0.02876328005520233,53,0.14033589250986309
FLE1BO5S9S,100,mutation,0.22177017696236734,0.029368288350397107,0.22293839090670053,0.03361672316107637,0.4377158746027357,41,35,14,0.1794788337602919,175,0.8572823735114297
25HDLIHS8D,100,mutation,0.4796500032429696,0.0038876487578149103,0.467389411883125,0.004388514299000232,0.6548286966648504,38,22,7,0.025427142598647468,73,0.16170229308949308
43D0VLB7TZ,100,mutation,0.5056007859168681,0.0015390057515518626,0.4893177400264862,0.004816811267881398,0.6261664153042366,39,15,7,0.028607134793744694,62,0.14795425370149945
9CNJA4J247,100,inicialization,0.37020744203842826,0.0025762448954629747,0.37498340228887816,0.007837834530525337,0.70331530228621,8,13,16,0.018609951759007863,79,0.21605962281039048
A41PGQ2V2V,100,inicialization,0.4247947364308118,0.00331221558450945,0.4270261076839391,0.00668984569072064,0.8420824438889333,35,12,4,0.01697826200396631,52,0.25141875868464825
6QB77GLCO3,100,inicialization,0.39935418421724356,0.002629757400709979,0.405346935012442,0.014194985254347214,0.9865162424356801,3,10,16,0.0328194989948355,95,0.37576345633311325
RQVG204WI6,100,crossover,0.33006310828781893,0.001271443225316837,0.34395568588603387,0.01060876295598331,0.4091706584975722,10,19,8,0.022781524062722713,85,0.3018397609828747
S8ZXUKILV5,100,inicialization,0.4157026457301345,0.0027100261585804863,0.41654075617356323,0.007249691014329593,0.7738113880136586,39,11,10,0.028546796223635047,82,0.16932065428112947
R5IUIG8CB7,100,mutation,0.3257483324679977,0.006256445824495662,0.32986633391399656,0.014243933479362205,0.7540870636343855,44,18,11,0.03870345593244148,100,0.12818981240033325
7A4D2FSPFB,100,mutation,0.319325028412478,0.008779178214711629,0.32864025604207214,0.0046126053916469845,0.6087254984170738,37,24,2,0.017578327747960004,92,0.9273397793334766
73ND4JHK4H,100,mutation,0.3218354868834309,0.00596872923784293,0.32437380224691814,0.015771271063033075,0.7258227701067811,40,23,11,0.04733501313101493,90,0.1297872515670122
9R2WAHKRS6,100,inicialization,0.30585501178290353,0.0022551698639809437,0.31067087439265706,0.0045223571017755995,0.23139986036280558,3,15,17,0.05976651041387478,81,0.5878733938525339
0KX7VMZPE0,100,crossover,0.3139209581521205,0.0061695748744193535,0.3259497311740711,0.00287111932353553,0.6208208689955317,44,29,2,0.02883399973971127,94,0.9484293802896784
BVICW2SO52,100,inicialization,0.30945727570938397,0.005152489790925949,0.31981996791002065,0.005123502490240947,0.6476039272530711,3,28,15,0.061401680156595556,67,0.6975964250213601
7PXMUPU3KT,100,mutation,0.30325727192392116,0.003278857139680149,0.3063843877571517,0.01381563651048104,0.5943025142651741,17,13,5,0.05198119276727857,60,0.3092251337860967
Z4B7TQVC01,100,inicialization,0.30136262873344377,0.0029376280477804127,0.30984541361809803,0.007610684173815146,0.13405567755037484,22,29,11,0.01609888470800192,93,0.3679775673361718
KNWBP13PQZ,100,crossover,0.2998113747329364,0.004864773204273219,0.3048220698237749,0.008668424723748454,0.3252373382317056,37,19,2,0.04520247625837898,113,0.39707235675079755
9X624IUQJV,100,inicialization,0.31177214871270964,0.005098977285678943,0.3204724636371068,0.005040902360528156,0.31061588741770185,56,12,2,0.03686108956345224,87,0.7200904019655601
2ECPZHP87S,100,crossover,0.252159555523644,0.008752421962088128,0.2514888554442837,0.019891334940466725,0.4020754044421899,28,33,3,0.0908170674089693,124,0.2588253910119317
3GOA3J885S,100,mutation,0.26838897196690603,0.0074476202919419865,0.27101000886645854,0.013658084411214043,0.3195840943801693,11,29,17,0.03343438084146143,118,0.9270246854139048
W22JUF7CDD,100,crossover,0.2750855013547401,0.006664739289854303,0.27925220655221494,0.012130746827543167,0.7869601560850934,5,14,10,0.07754611090422125,89,0.4321886771108703
VGYQGJOJWL,100,inicialization,0.29808144299383055,0.0035332152815035767,0.3024711062984039,0.005489849361837516,0.22954636741260548,50,33,3,0.03641232748767127,86,0.8757691596231549
UHTBN19WV9,100,crossover,0.27669640344542634,0.009615571722046315,0.2833147263983693,0.012151396859971363,0.32953257695689103,42,22,3,0.05635323310723366,116,0.5654563216023544
