id,seed,creation_mode,error_val,dem_fpr_val,error_tst,dem_fpr_tst,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
IXZU9TZ78X,106,mutation,0.21658405649326962,0.0224741434307033,0.20442224727043723,0.03019471021782716,0.3672681189522856,48,17,10,0.14068983649706476,103,0.708140678419428
NJEK3A54BQ,106,crossover,0.2286044255939147,0.004610536065320706,0.21772822173537754,0.035007074113219364,0.4744423669773701,52,11,10,0.12964152466532253,173,0.2657694699235642
RMF67XVGQ4,106,crossover,0.5869016392418551,1,0.563658136024149,1,0.35573686608797417,2,25,16,0.027251200545978748,104,0.6877810111153168
K0WXF80G2K,106,inicialization,0.5241965773503586,1,0.4939914415307789,1,0.1418315762832777,5,40,12,0.021726226584469106,82,0.14847748616693865
8X6S0UASDP,106,mutation,0.22728032878353654,0.027386242706814987,0.2108684654796248,0.04101674396415294,0.6707509818054254,40,28,19,0.16646023401093252,151,0.8503659507632396
FDQ87QJWO6,106,inicialization,0.3987533039746718,0.009682467258363513,0.38113222097913857,0.012374154158010834,0.7121498262199503,41,35,3,0.020292720598832588,98,0.20346308817382758
IQJ6UWUA6V,106,inicialization,0.5435161538168622,1,0.5139279241005088,0.00030969131335149445,0.4978433886543665,2,39,15,0.023568878643389995,132,0.8388667928599459
L9GNWGVKGI,106,inicialization,0.34543073675902003,0.015426853674563094,0.32200953634208596,0.014145719597463,0.2109571166454235,43,10,18,0.04018886525415357,84,0.1399595733610889
BFTAE7CQ38,106,inicialization,0.31762189137812336,0.01583053172117117,0.29361640532949074,0.013688510317290898,0.036305523081931135,19,2,15,0.051059761267197794,84,0.12042435911077004
Z1T09AXVRC,106,mutation,0.3395218324666843,0.00985596002289558,0.31943926087302055,0.010836689126036074,0.4023902253132635,20,25,7,0.025006880687155657,78,0.30785561648431525
SCKE7GMTDC,106,crossover,0.32826554865850077,0.015376991580819621,0.3107691937689726,0.014783421448803846,0.8566170595515197,21,19,2,0.01627572859353546,90,0.6380298715360238
DQXOKEPUR9,106,inicialization,0.3222539826835479,0.019793543610206837,0.30209708659120527,0.014727306771228946,0.32691382183017903,32,17,13,0.022151029445137936,191,0.15558957839580603
WVYVL1KUG8,106,crossover,0.3131282204878856,0.010574862127895587,0.2942060468315958,0.010915943876837728,0.5639682865293556,26,9,18,0.024682089015857563,93,0.30729622223216685
C4SPYOFMTQ,106,crossover,0.30599878116403867,0.013935772158919373,0.2816623777529228,0.009495529048601674,0.5708177093399346,27,29,11,0.02873829274541381,99,0.3123281469539245
X3ZDAUYE7H,106,crossover,0.3217297383452946,0.018185661847574995,0.295147585781362,0.012880150425902688,0.14489770898603446,38,17,15,0.03597241404836831,122,0.14080367768790694
MVQ7CTKXJF,106,inicialization,0.28362255766731015,0.011240486927251887,0.2666996673705313,0.011161035819097852,0.5313390316843705,29,19,5,0.03777354453111336,68,0.6676035369890964
6OJSL5OF89,106,inicialization,0.3336851671037041,0.012302959349415794,0.31245080151290827,0.012199832273035893,0.7353835069624592,14,18,2,0.024805795900988845,85,0.41972190377998597
ZWMK1UCN86,106,inicialization,0.33117898614382435,0.01204442780856781,0.30730346034274103,0.013971397712488065,0.29725751086457675,3,16,17,0.032141956579694986,94,0.5970453388500637
9Y3RYYR693,106,crossover,0.33713363424754084,0.013478816806667585,0.3168982325217258,0.018625252106276958,0.3218432428199672,2,27,8,0.04699691773101175,143,0.4988348338700889
GAGMMNVZ2C,106,crossover,0.2862411355496548,0.013825802335731725,0.267358285726223,0.018519193437320967,0.5388966420672789,4,19,9,0.06709432658399397,122,0.3269538126848994
AHRQ3JKPDQ,106,mutation,0.3032053980462345,0.01075177010432789,0.2825450959960002,0.011467063287521777,0.35820252097726624,22,11,3,0.020175723623793974,118,0.49148634611920977
TOXJ0G3OAK,106,crossover,0.33035971192534264,0.012561490890263777,0.3051861964963706,0.013971397712488065,0.4393640334309691,3,30,16,0.028459634677106233,122,0.7481311205946929
SNIBE8TRGV,106,inicialization,0.3078072866795002,0.012072774067339781,0.2930216336349625,0.021325891485783607,0.8132572357476057,2,22,6,0.06740052835603584,176,0.36159552326988176
HZ6LR7AWU9,106,mutation,0.3346221491203679,0.012274613090643822,0.3117904189649955,0.011161035819097852,0.8787664474109396,24,19,2,0.018530067307453386,95,0.8011023298100373
A6SHXRB496,106,mutation,0.33632472935563973,0.01901794898766289,0.3125194521922915,0.015766103225166993,0.43237877423986837,23,38,13,0.02884004935532844,139,0.1460953397377614
RJZTD5X7XI,106,inicialization,0.2710067780808312,0.012848368689883732,0.2522073912410854,0.018054656467293727,0.80081451071558,16,12,4,0.08107895002429796,73,0.732448682419144
