id,seed,creation_mode,error_val,dem_fpr_val,error_tst,dem_fpr_tst,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
TMC6DPIIPS,107,crossover,0.2102090189778898,0.03009519568000891,0.21594108906349596,0.023529233709246,0.7217419913145643,43,23,9,0.14724138694730995,155,0.39009104420390917
H1AIEEK059,107,mutation,0.2968958441072812,0.006865965224813971,0.29819462215650194,0.004315613273749644,0.29240992444701974,35,25,4,0.019946034216070163,127,0.7670106025508526
D6XVPYMVJE,107,inicialization,0.6200734210233407,1,0.6145734298100511,1,0.06050143142688058,2,19,3,0.010299315230878825,132,0.5336256372013386
XYYF1KJVFT,107,inicialization,0.5154551506362335,1,0.5044351479198114,0.002447384166465711,0.08294970237472055,3,29,19,0.016418793233402992,128,0.21055441111674728
KF9DOP7Z8A,107,crossover,0.21600045515569166,0.03869435320751917,0.21481638349102194,0.021961882718073568,0.5820699680109166,47,7,7,0.12373181595550133,180,0.37884262466533936
L7QMYON5ZB,107,crossover,0.4153751497757163,0.017083263745847947,0.4104696287116836,0.00020502492687410334,0.08591884489100654,42,37,10,0.028392801956990128,84,0.177108673819896
VX1MPJU4GT,107,crossover,0.3845759890931755,0.01148286292193212,0.3871507447603407,0.0001291495602356585,0.18949347089302473,18,24,10,0.029207623870670937,93,0.1664950784379954
DGA7G73X7M,107,inicialization,0.40344356790748137,0.013130694575887475,0.4020489712924378,0.002903039958672138,0.964556604309663,49,28,12,0.03593390336283474,65,0.15599571974473464
YRFHZ2FQ01,107,inicialization,0.36158548790605394,0.012288222086140027,0.3716143642731279,0.00579377034988432,0.18063126498301485,35,39,10,0.022447628793003483,67,0.1995090992873218
69C9TNXE35,107,mutation,0.3411090813380101,0.01115255432463026,0.35295550842320755,0.007830095681662479,0.4155547622635279,36,29,7,0.023305134934151074,86,0.24502038202470708
N8VG1R5U94,107,crossover,0.35924736227258613,0.00994637124459537,0.37044599827688596,0.00579377034988432,0.12991398583462688,17,32,13,0.018905444749053625,86,0.2031945260979866
YNXXU769N8,107,mutation,0.3290299938195085,0.014296052997828868,0.32348430217712776,0.007849064523322093,0.4425907507870261,13,21,14,0.020385579852336837,89,0.2794495794998557
9HYXTG0S7X,107,inicialization,0.3192639928126835,0.014444506299987009,0.31950051601270324,0.006557972513341254,0.0954540039701256,20,11,7,0.041427776664409444,65,0.187315978801664
IOA8SJOEBI,107,crossover,0.3359812241397745,0.014518732951066081,0.3393354609816407,0.0073867494569160065,0.13366698152310852,21,36,16,0.019960977277352847,109,0.20686898430608247
60YRIGRRUR,107,crossover,0.3240413005508982,0.011148842992076306,0.32258929148840887,0.00828575147386891,0.10033221054381451,4,22,10,0.03102372726749103,147,0.27469188168048086
C6ENBMWLCM,107,crossover,0.31598366723532534,0.01063667909963072,0.3172733508772464,0.005722536295566842,0.2658702803170525,3,16,12,0.046971891747027185,135,0.30725046570221143
O7SIV4IYD0,107,inicialization,0.33693962051664283,0.010458535137040953,0.3433562361396909,0.0069500625063691895,0.838648306606303,49,12,5,0.013228578943190482,180,0.21738382552467683
XDK1BQTCH2,107,inicialization,0.32680504019633594,0.008187199614021413,0.3273114989710134,0.007495921194552713,0.39510197801135827,7,19,7,0.017050327042580693,187,0.23895799672009205
QYHGUMZC6R,107,mutation,0.2877410626826922,0.007964519660784205,0.2942442261381474,0.006300682373809277,0.35088394339622997,37,20,5,0.025786272858291066,107,0.7472350165720548
VPNVUX7CD0,107,inicialization,0.3103628341314235,0.022602015253576795,0.3009993700391882,0.010078105214514393,0.03863386623137721,61,36,11,0.04054689913644032,115,0.16418278280466608
6IFYGZ7KIC,107,inicialization,0.31378973886054773,0.012833787971571194,0.31599690233007127,0.007990523651017708,0.7915893324106874,17,26,16,0.05638363981340237,53,0.1901136863221965
WYO2UOL1DB,107,crossover,0.28918330992893504,0.017183469724804692,0.2831519348427768,0.011092938243303645,0.4746726030717337,19,17,13,0.04540815670691205,62,0.2965242349760828
KO1JVBL4XB,107,mutation,0.30500439017013625,0.011404924938299092,0.31055404494508854,0.005529820936152695,0.2191065587202291,28,19,2,0.06063078547460516,89,0.5231094435012892
IVEN7927W7,107,mutation,0.280096840869029,0.018430477462933068,0.28102415318126783,0.014266586889907066,0.4709552292098844,15,11,9,0.023619534904054704,131,0.33725561667710635
LZM6YSVP2W,107,crossover,0.30096342333755155,0.010818534394774447,0.3023108182334836,0.006795284830274272,0.34061420123037656,7,20,5,0.036584299726106356,99,0.7332024771650631
4DLDZ7ZCJZ,107,inicialization,0.2997487748715808,0.016270481916532128,0.30536351883927393,0.006519025849082691,0.2756375956169598,2,12,5,0.1850110837443568,75,0.6314646646868239
AWDFX9K9EQ,107,crossover,0.3076088522603193,0.01052533912301212,0.3090459187984207,0.00506084659554696,0.33138973311199965,28,20,3,0.024839466392855343,83,0.5336014255007135
1ZI1LXWVYA,107,inicialization,0.27740518479818044,0.021024698918146564,0.2756128585161368,0.01580165049102058,0.06919462519140585,24,32,2,0.13901408644109364,81,0.25093204097367616
UTRDD37Q4Z,107,crossover,0.29794775018778585,0.010343483827868396,0.3002126559247503,0.005806079917344276,0.5458278104221927,27,30,4,0.029295222920241674,89,0.45345402590455475
D52BPDJFKT,107,inicialization,0.29136572729554067,0.020078309116888418,0.28880941094080403,0.012590064161097932,0.8495466214615863,33,15,10,0.02959526530832054,61,0.3727860909603211
YPLLQBJ6JH,107,crossover,0.29569803406028516,0.017038727755200506,0.29194381007825043,0.011812543449241698,0.3720816780670988,39,21,6,0.024343934686446963,105,0.3012097621623273
AT15X5MOP0,107,inicialization,0.29317176804823974,0.018100168865631205,0.29374349829723967,0.010154989562092182,0.2784432909477952,3,9,16,0.06896753685114178,153,0.24564949318826867
9ZXBF7AL9E,107,crossover,0.2853167197779445,0.012392139397650725,0.2860902798508693,0.007624061773849028,0.40892011779705423,31,15,4,0.05813980534656922,65,0.45208751351501436
Z6TPLRQNZN,107,inicialization,0.26853313920405186,0.022123253354116797,0.26574978220014556,0.015249132528637396,0.8103753697307982,23,22,2,0.08869996754690385,154,0.6458700272101118
OJZ5AHLEUL,107,crossover,0.30277575900776155,0.019929855814730276,0.29541249048324936,0.012005258808655845,0.28769875512974696,38,31,9,0.023486428545299372,86,0.2556984794249421
MI27RVY5O5,107,crossover,0.36054884626693073,0.01433687765592236,0.36844699847239704,0.014800136010630622,0.20506411681992176,4,19,4,0.012060427352515288,149,0.36534518154823614
IKQMR4P18L,107,mutation,0.26191497074844294,0.01791460223793353,0.2661038495561313,0.013373235166214477,0.8343113116879064,10,18,11,0.04344800650826513,83,0.6578009338128697
GVUZFV7UIL,107,crossover,0.32788051099044857,0.018504704114012137,0.3275830717614088,0.007161746707442948,0.19735511606257036,23,26,11,0.03141155076365982,124,0.16751002325464162
CICPQMY2I1,107,mutation,0.2606971564014312,0.022854385867245634,0.25510267716011514,0.013321978934495944,0.5151413967678367,17,28,10,0.037699732518488266,131,0.26809551451056324
10C6CE9MJF,107,inicialization,0.30394171289949845,0.00953812466366049,0.30257528527558064,0.0042899851578903775,0.929338788813209,11,34,3,0.016255109754193295,193,0.6970067610793346
Y4W2NDCMJE,107,inicialization,0.30835838133471394,0.019343465271205628,0.29914790506266553,0.009165784649162192,0.20621732197258025,6,11,11,0.038171545841327266,150,0.13449600240531523
MW7Q7U5JC6,107,crossover,0.3122482878533097,0.015906771326244688,0.3097458137562483,0.009532246526330869,0.2339359786437214,27,24,14,0.03296337833154009,87,0.23227618689939414
0WUZ1015L0,107,crossover,0.2740359721691238,0.025233350034329822,0.26869694423990953,0.014285555731566674,0.15071770174093602,49,25,10,0.04731234983710098,140,0.16384967152624477
MGMM2QUQUE,107,crossover,0.2920078937088594,0.015943884651784222,0.29117226309231914,0.012230261558128903,0.852709658797478,28,10,6,0.02142288739417697,117,0.37761074291520325
W8EDDJSRCQ,107,crossover,0.2821104696286708,0.01583254467516562,0.28344720624761255,0.01357926907402792,0.6207179057367057,21,14,10,0.02354739875159692,110,0.36284456654453096
0AU788M3RB,107,crossover,0.27273525170338697,0.01641522388613632,0.2740300208720341,0.014118468488011793,0.5407456974400776,6,24,12,0.0320151102843929,186,0.4617973907108558
GALSNOTX12,107,crossover,0.27579766401842276,0.017844086919408413,0.2763813313401068,0.016302912221685218,0.14539781903461868,11,15,13,0.030331675540490054,120,0.3915608777342844
QQB8JVF2C1,107,crossover,0.3123243371389015,0.01616285327246748,0.3064738304144716,0.007739892785685383,0.2563422059499183,20,23,13,0.05215283583407906,61,0.2251252248286654
LRM5JNAW40,107,crossover,0.2662257813960369,0.01271873666239863,0.2689319149462597,0.00982081507498242,0.2609622368004329,9,28,13,0.026734780268848887,137,0.46520320408342974
03TG46HNOC,107,crossover,0.26987069650250606,0.021284492196923303,0.27429075163574723,0.016193740484048518,0.7004827122238386,19,15,14,0.04468633079358365,63,0.3822651023968268
JA45IAQCI3,107,inicialization,0.2629074656338648,0.02098758559260703,0.25784044128577965,0.017201914238638115,0.7647963819515166,3,12,7,0.11491613874247947,146,0.409635956671459
WQGRSOAEA7,107,mutation,0.28118667511869555,0.02007459778433447,0.2745491606362114,0.011645456205686817,0.4899055730492808,23,23,15,0.025628478689386693,120,0.3038909225772126
DIVCZQ3WWR,107,inicialization,0.267271325962969,0.02303995249494331,0.26072922463091674,0.012005258808655845,0.4947502156030812,14,37,8,0.02944756453205552,188,0.24702256603559555
PYU4BWUFSR,107,crossover,0.2483664141192553,0.01425522833973538,0.25951199623114185,0.01519121702271923,0.14920171905712054,13,15,15,0.031394986853505516,126,0.6701205212406974
0CTWTNSUOA,107,crossover,0.28320481848785906,0.019491918573363767,0.28470129037514236,0.014350130511684503,0.30333448569885346,36,24,5,0.033809458082090904,105,0.36231416865619437
HTOR0CWVM7,107,crossover,0.3034256673407718,0.011037503015457698,0.30570069291943536,0.007842405249122442,0.2505392926183171,5,19,6,0.015289214920944231,170,0.40723845237319456
HV54XZODVO,107,crossover,0.21229464840019008,0.032106737924251706,0.21553360930748122,0.02113310577449881,0.07593309856762841,26,16,8,0.13851585048253512,179,0.824554534180747
JKD6QWA4QL,107,crossover,0.2746326417189072,0.023370261092245173,0.2731971968657243,0.011125225633362563,0.2979090122131176,45,20,9,0.0188680724545223,135,0.3675900607873049
HZ2VZO6KPC,107,inicialization,0.21136018702914228,0.035728998496910316,0.21541242466499955,0.034160865867082904,0.5299137874282165,33,17,8,0.19633126646489013,197,0.35063221326589666
CJ9BRWP12Q,107,crossover,0.26384258085345125,0.015977286644769804,0.2693378297321046,0.008722438424415724,0.4769949231783338,42,25,6,0.03255510598676531,107,0.7527240180962987
L6374BQ5J6,107,mutation,0.25263361707080945,0.016890274453042364,0.260621300593902,0.010206245793810707,0.39003153663011514,20,11,11,0.017157894262421064,121,0.6081324190291133
HZP3GXKUW2,107,mutation,0.25367238100581235,0.025927369221919135,0.25152630112300145,0.018358206395122985,0.5419402813205673,4,23,17,0.1542665528212635,94,0.5483500489330684
XHEKE5MJ3R,107,inicialization,0.2588543115907025,0.01187626417265119,0.2665762608172577,0.011831512290901312,0.08838221611915897,18,19,17,0.023555116552668308,96,0.9271853965696666
OXBOJL1KCY,107,mutation,0.2106795770691604,0.029070867895117744,0.21447754792676355,0.023477977477527473,0.629647047907889,37,30,10,0.12602517039363795,147,0.3845042406761146
C686AOJQ3P,107,inicialization,0.2723292533753886,0.013561209152146078,0.2742736811236175,0.007482602646153413,0.8806449593031275,10,16,15,0.030484604325859824,89,0.42129570237360003
JUYJAMQDF0,107,crossover,0.2671896985272969,0.014915845534339105,0.26651775530057376,0.008780353930333898,0.3304984470449194,36,29,5,0.039137774271586115,106,0.4742877634813806
LVT61VT8AY,107,crossover,0.25528618764864863,0.01564697804746794,0.26858762165619465,0.011696712437405346,0.5766473571029491,29,35,6,0.033948081755747365,96,0.580894479959325
AO8GX53EUG,107,mutation,0.29594377304705954,0.021028410250700517,0.2898859762374193,0.011099597517503296,0.13334628632338552,54,38,11,0.03460172597245368,98,0.18658320827209188
9ZE12A5R9S,107,crossover,0.2851412355397547,0.017695633617250277,0.27851739218029004,0.012249230399788515,0.4912604498058724,20,20,14,0.04746441324269672,62,0.3057875176918363
10REVY4OET,107,inicialization,0.28068426509735034,0.019744289187032606,0.2809521737495575,0.013482406903851177,0.931206207845608,3,4,7,0.08921983688282284,112,0.40712041897803
776ZZV5UTQ,107,crossover,0.29309230666244646,0.019380578596745163,0.28695730762467675,0.011041682011585115,0.8622404092793782,25,7,6,0.014960113343982095,183,0.31646389004424635
SGWBLS4CT6,107,crossover,0.28288148408725367,0.01641522388613632,0.283199290619222,0.011169822590881437,0.48965100537831,4,13,9,0.08596258415947813,80,0.5057507441981546
W5UAPONFZI,107,inicialization,0.25970280108505794,0.01663419250681957,0.2627859892950333,0.013129263575081797,0.742014431623597,45,20,4,0.10194574527514394,64,0.45604152631861616
YO2S7UPLJQ,107,crossover,0.2649088224524284,0.01930635194566609,0.2690567877945622,0.012685917350335335,0.3873380160908206,6,14,8,0.05989749998160429,106,0.45820776761540993
PIUH1LZJNU,107,crossover,0.25436120439696563,0.013780177772829336,0.26229120201485523,0.011362537950295577,0.18413702321565104,8,11,19,0.04692347244464795,100,0.4348694878472588
LRXVIPK1T8,107,crossover,0.27084463553563876,0.01334224053146282,0.273965189582001,0.007758861627344994,0.13579117012958208,19,12,4,0.06288555141244502,76,0.4205979884614369
MH8EW7RZRQ,107,crossover,0.2841469099419063,0.018976043348364228,0.2804366262517758,0.01414409660387106,0.5818758040091846,3,25,14,0.0843630402288553,139,0.3129399020859949
Q6Q1B8G6BY,107,mutation,0.2842205971608337,0.018174395516710275,0.28102415318126783,0.016746258446431687,0.35011669751743807,22,24,8,0.027577648890291816,96,0.35044036668579603
H3QYAVRX7D,107,inicialization,0.2700416943007653,0.013561209152146078,0.27594310113256315,0.009602471599709013,0.9020632583080977,43,4,8,0.024363863645545637,58,0.9737191778421477
YVG1EOL5DD,107,crossover,0.23201436536818787,0.027133552301954016,0.23171276157051757,0.015743734985102398,0.3823231163142205,51,18,9,0.03569965047879548,130,0.5047190326006493
H5GTT5EP76,107,crossover,0.24916718163054297,0.021867171407894005,0.25663715280621624,0.020015760282272504,0.39708188859922444,11,17,14,0.050827015276602716,109,0.3905763851880475
68LLE5RC35,107,crossover,0.2657420176373231,0.027248603611126576,0.26141776282095286,0.01660479931873607,0.1613785761967214,39,28,12,0.03821013971504263,125,0.23129012534631532
OK0TSPNHQ2,107,crossover,0.2578251351791008,0.021098925569225633,0.26404683812750573,0.013489066178050832,0.24747344427700274,37,22,9,0.02283425146113472,78,0.4581380626516551
0WOK19UA1A,107,inicialization,0.246840722780728,0.02925643452281542,0.24210640518817317,0.02282294705170725,0.4034075686977593,41,18,9,0.056646238341381425,191,0.16368271269536636
9JYW9A120A,107,inicialization,0.2763036719848809,0.013049045259700492,0.27285138841356404,0.008613266686779024,0.9255484925773118,10,4,8,0.017315962176683977,188,0.5455708318545248
IFJA0DNZB3,107,inicialization,0.219073496811509,0.037926107368850784,0.21947219785069993,0.021852710980436868,0.5660253952843892,57,5,6,0.17137788833129342,180,0.23508951200436723
0B1KQGMQWO,107,crossover,0.25846173198426003,0.026955408339364252,0.260106590693157,0.018808211894069105,0.6128058342528322,38,28,13,0.045137431190726995,70,0.3906884790662012
FKZW84V3UD,107,crossover,0.21600406107717984,0.036682810963276365,0.21762172525496148,0.02659371061821271,0.2965585220282308,34,26,12,0.11917374723293053,110,0.4437625399628791
02H28YE8JI,107,crossover,0.24445052954602042,0.02021933975393865,0.2483903150462229,0.01580165049102058,0.7314388439882182,22,16,15,0.04634878890830339,77,0.4331447139843178
LTH83BBK1D,107,crossover,0.24495937423531655,0.023329436434151685,0.24511575851963474,0.014034924866234352,0.047389270120498365,8,28,9,0.08555817131421893,106,0.25064352674727697
DTLJIA7MQG,107,inicialization,0.24529879462817739,0.02435376421904285,0.24877715592862726,0.015441847888051544,0.7164715413244509,22,40,12,0.04606427250213899,85,0.4032883155756327
47J1DA68G8,107,inicialization,0.2562539318199446,0.02944200115051309,0.2547854430744252,0.01731774525047447,0.06814419217058032,51,28,15,0.06446309587850194,86,0.2090456909158375
DOJQN4FU49,107,crossover,0.2595932704144306,0.02771994284547867,0.2564365382840109,0.016129165703930685,0.2913237331882005,53,29,10,0.04988078764072076,166,0.16401582397378764
Y26TC3FTGO,107,inicialization,0.308015660237434,0.010269257176789327,0.3116023399883264,0.006686113092637565,0.10380057870493575,6,2,20,0.025940642087509534,63,0.47132990466501656
PDMJXYM5E0,107,crossover,0.2715905494501736,0.023147581139007962,0.26927993963750096,0.010424589269084121,0.40632634784875865,3,20,9,0.18254778311841097,74,0.7926774431847511
VW0F1J6OYF,107,mutation,0.25679598253638525,0.014585536937037243,0.26452396758138563,0.01323843531271851,0.2678872413956461,15,16,6,0.027084180309804747,145,0.5432800600413762
ZK5WCS45GF,107,mutation,0.24761257521727487,0.020475421700161443,0.2553603925536303,0.010649592018557176,0.4188374955660575,29,21,8,0.025695653387437456,112,0.5161376992764383
AYQOCJ49R1,107,inicialization,0.23021322129925104,0.028451075358607508,0.23184410394918986,0.016129165703930685,0.32119742129015816,25,25,14,0.03671047953980652,143,0.40636762273116034
H6C69YSVQP,107,crossover,0.22329920589341434,0.036204049063816364,0.22103049416695608,0.026034533381629886,0.3760435137748052,60,11,12,0.1432279356779632,164,0.6500372803792369
V9U7AP390R,107,crossover,0.2652872278864631,0.025674998608250295,0.26500550963143843,0.01660479931873607,0.6103825450167986,31,21,12,0.04267487655795657,66,0.3832463491539624
1FUKLK4DCZ,107,crossover,0.25064082022384304,0.01579172001707213,0.2583141275726153,0.0167652272880913,0.46810521137197225,21,15,11,0.03015758927630879,84,0.5101125116022641
0609QC0T9H,107,inicialization,0.27101953573866777,0.018207797509695856,0.2659623242557404,0.013900125012738379,0.23518324133860913,54,20,2,0.19020704775759956,65,0.5161969629264789
C52WY3JKGO,107,inicialization,0.24790393042992032,0.017109243073725623,0.26086770796413217,0.014420355585062647,0.8850679240940722,19,8,8,0.03791810106339808,78,0.6958294043475928
BPJS2FY7RD,107,crossover,0.21170090112087137,0.0331681790346824,0.21710332526893594,0.01884614957738833,0.5782234566074662,21,25,10,0.17872478044245185,154,0.7800446575521287
SIK490MUPA,107,crossover,0.2325216532993255,0.017547180315092135,0.2382830137989126,0.013951381244456912,0.47289336846214614,32,11,4,0.09096803202613384,124,0.5296137937500924
9OKR3XV9D1,107,crossover,0.2464784918309021,0.018133570858616787,0.26061479699281764,0.012409658369143747,0.35117147253010716,41,16,8,0.023973106067260233,91,0.8435794478198704
1SEVCVOVOS,107,crossover,0.2209056079647782,0.02599788454044425,0.2196505148203166,0.0212233086704759,0.503854149947763,15,32,11,0.07429142749905839,179,0.3935910596392622
QMWJX6UH0C,107,mutation,0.2346805277495022,0.0206943903208447,0.2371627089205116,0.01591082222865728,0.6344640418921024,59,10,6,0.06692415987764251,93,0.691598159869105
8TDLE4WHY9,107,crossover,0.23080965212679017,0.02925643452281542,0.22916499256385914,0.020728706214010913,0.22493124354791905,11,25,8,0.139216029123751,108,0.20785617664211206
YCJ3HMPOM6,107,crossover,0.2715463266108281,0.012536881367254914,0.2718210483483867,0.011176481865081085,0.26175125467667404,33,32,4,0.04860329766723005,106,0.5353921699752476
8JO6VQNBTD,107,mutation,0.22138893674173932,0.034559928742414966,0.21617511411355783,0.025051987742899552,0.7354373058501518,45,9,14,0.10681431445027342,110,0.37196964050976217
EWJGWGHJMS,107,inicialization,0.2559831045485128,0.01641522388613632,0.25846073280662707,0.014259927615707414,0.8085288939651222,60,8,4,0.09890254024457293,72,0.3952291335945376
1599G3UKYH,107,crossover,0.21775765006912629,0.032656015142236816,0.2185775728586623,0.015897503680257975,0.6815867299160339,19,38,14,0.1316259953599308,153,0.9010597717036151
75YSOPTCEQ,107,inicialization,0.2128209830522957,0.02848447735159309,0.21578642759390654,0.02463426963401235,0.38475900650903394,51,33,6,0.16163180635447874,181,0.3359388203908413
FY9P2IAJPV,107,crossover,0.24977798667433793,0.01923212529458702,0.26257740211504876,0.010758763756193883,0.6775456043699886,29,20,7,0.034263617133870765,90,0.7923715252621399
JRYC6CC0V6,107,inicialization,0.24582202175982704,0.021462636159513073,0.2553483529061865,0.013264063428577777,0.06838584455926011,39,11,10,0.01969708921043714,143,0.9067180377106968
W9MH6BG2IY,107,crossover,0.24930333561214624,0.028744270630369835,0.24657915587714974,0.019296155076334448,0.22929615646665577,23,29,15,0.059724912940319896,169,0.16044648079865967
F0TUTPE6Z8,107,inicialization,0.22840789327170286,0.028488188684147042,0.23475659314932618,0.025469705851786754,0.3137565460996896,21,11,18,0.09647796121700394,76,0.32790574241350473
