id,seed,creation_mode,error_val,dem_fpr_val,error_tst,dem_fpr_tst,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
HN3XIB07A3,105,inicialization,0.23378981090696038,0.027050950941420106,0.23619907423688924,0.03047954787085222,0.5689931880069355,6,20,6,0.14824961921638785,173,0.11914903489210976
6TIX4KNZYJ,105,inicialization,0.2688687471932687,0.013304551188974313,0.2722472342619108,0.023720925894838936,0.4149183141500973,18,32,5,0.07998115238078995,52,0.2969952262677601
VTAZT0JZZP,105,inicialization,0.21495818468336514,0.048392087786532104,0.22491114415897617,0.033559024863372686,0.28086121908284645,38,7,12,0.16850112348253252,144,0.9102919595978332
6L8QNYWSVB,105,inicialization,0.22187777028151756,0.025515638761276813,0.22682045013818286,0.02661481357133531,0.9129577602195361,15,20,17,0.08760777403099738,119,0.47685658612787385
AZGF57VJUQ,105,crossover,0.27985449418243413,0.009896217657280236,0.28372390281448767,0.02102195363064928,0.4266621787977269,3,28,4,0.12944789643689342,91,0.27618175987711074
3R8RS1Y1P7,105,crossover,0.2687664008445493,0.009384446930565803,0.27187642971504533,0.014838751795273535,0.6024145585971008,47,16,5,0.02782770375725099,151,0.7784947370781494
F3A7HHZ4I9,105,crossover,0.20924334263689648,0.03268042893527885,0.2231136799743797,0.03182810139331879,0.5086859354822787,32,18,9,0.09740944895957353,132,0.629729789099236
2XEIQ2Q73U,105,mutation,0.21450483464290304,0.042076777510651975,0.22060230779306855,0.03298360472273516,0.5742645738597631,32,6,13,0.1653533898928406,158,0.6974620996425289
U62JB78619,105,crossover,0.2432918051629961,0.020049808383518608,0.24140143680698134,0.023912110868632607,0.661003087398925,4,29,9,0.15420452646090013,148,0.5218685327294701
WW4C79GLD3,105,inicialization,0.24124048801596198,0.01764418842684059,0.2389219783165718,0.031059631059631058,0.36912183298552526,14,37,10,0.1288177039978395,114,0.1413242952648678
LE86KXHAAD,105,inicialization,0.28487563165546714,0.005279867177643949,0.28820772875902745,0.01039579952623431,0.8281632575384547,24,14,4,0.02644649869388542,91,0.629197460463482
V5E7CIEI4G,105,mutation,0.2144106720174952,0.038309906929137605,0.21791995147337517,0.03298546994199168,0.4938577194551196,43,9,11,0.11438829942385714,150,0.8581335799377612
8Q242VI4TH,105,crossover,0.25213580588025986,0.015187986479731505,0.25944743685686256,0.020826105608714302,0.47117589163094004,33,24,12,0.020265119474149842,95,0.7382191512291346
M0W2QDWJVS,105,mutation,0.23127228051463455,0.021073349836947468,0.23181196553557704,0.026422695987913383,0.7026591137950791,9,25,6,0.06902907743087747,182,0.4977829609072299
BXD787IREA,105,crossover,0.23531939216251618,0.020223869938825544,0.2399749370656702,0.02371999328521068,0.9250874869629101,28,15,4,0.07335972301472221,129,0.7771922197475375
