id,seed,creation_mode,error_val,dem_fpr_val,error_tst,dem_fpr_tst,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
URK9N1CKGC,104,crossover,0.21338150822149626,0.029235646354350123,0.21292714012647862,0.033051301979625664,0.3150164759971732,28,13,15,0.0948163501964732,176,0.7677364440248118
U9NMITBFB9,104,inicialization,0.3417820076549888,0.008867176133666173,0.35142510324770526,0.011529617306630012,0.9296349382663227,7,38,16,0.02556351430315594,94,0.19949305695299524
G7XJJPCVIN,104,inicialization,0.584560377228061,1,0.5806064188245058,0.00089764012178359,0.715710019465528,2,13,12,0.0447177752848181,60,0.9062796266018842
9RP69SBTPM,104,mutation,0.2525944025193061,0.04221480313031226,0.2538087988607204,0.028493249232429376,0.719802040279957,53,25,8,0.08002798098376644,126,0.15087100380909366
BH7L6DJOMB,104,mutation,0.43413018808084025,0.013063387291912339,0.45644777782558277,0.006794124070243953,0.7029786565313315,7,38,12,0.026361738424581425,95,0.1720844143786502
M186ES0741,104,inicialization,0.43366648080271497,0.012044963780878142,0.45572574963639534,0.0075681178782934875,0.23231805047601872,7,38,9,0.026645917264451854,95,0.11422996801334488
JDJ6THA2RM,104,crossover,0.3228267979398656,0.02384489333353753,0.3227915281708704,0.01202982284855414,0.45568357968927226,31,17,2,0.03241691562676673,78,0.8771974848072946
HVE40QCQDJ,104,crossover,0.3003389277179821,0.023890837251328543,0.30103173738597844,0.012911405007515128,0.2868658194544838,5,19,14,0.04146600687612449,54,0.5950084682136789
KT0C328PQL,104,inicialization,0.31452911951425844,0.02308681868998576,0.31439246968824164,0.010659275721644844,0.8617549357457497,4,3,15,0.03354921949902802,74,0.6053906230130364
3AXCQONFPW,104,crossover,0.30765398666918997,0.023515628589368575,0.32217455992696575,0.01619525840473774,0.32184791936634055,20,22,12,0.017739539904155853,121,0.31169935215048356
0HR5F06RIJ,104,inicialization,0.3275882223717743,0.021999479302265035,0.33516205765127316,0.014228157958968691,0.43698587780238185,5,38,5,0.01673577341515704,154,0.3123356942993314
0W5PTO15WT,104,inicialization,0.33324182394799096,0.02117248878202674,0.35138968456872555,0.014593476613182943,0.4117027735985408,22,22,10,0.01108566171608391,82,0.3121276901584068
9ACN8FP0Y1,104,inicialization,0.3402079324100866,0.013224191004180895,0.35275470283711696,0.011932672173477385,0.2741082947684069,36,39,10,0.014400012208172722,145,0.2382239470598632
ULF4HAK930,104,crossover,0.30839677561255563,0.014901144003553,0.31440454633420556,0.01395918708169007,0.3580902361067637,29,26,4,0.01663750015633345,143,0.39085643970443723
48M1TBB577,104,inicialization,0.33593895897791326,0.022543148996125396,0.33269090570086335,0.011906176534820085,0.713946444792206,3,32,6,0.014331295027037321,167,0.8925939605172176
W1XE6IY75F,104,crossover,0.3122842440747998,0.016677642158138967,0.31924076072397334,0.017334570867001527,0.26879833836103406,13,21,7,0.032181801460505456,96,0.23641834474836015
MD821X7SUO,104,mutation,0.2854431847299025,0.0188293489746849,0.29247352843733054,0.01645860899502846,0.7645159046197465,34,24,5,0.032032956986508064,102,0.3379742909331552
MH1Q261S1V,104,inicialization,0.3258673514088315,0.022474233119438868,0.3425546307852424,0.018286005164240848,0.20881567686739244,30,10,14,0.025835474846614775,55,0.31608074992034807
NT15IN5LGD,104,crossover,0.26251952161513337,0.02337013951636369,0.2639203114980291,0.015442942846498726,0.45259650146842006,30,33,3,0.07211658769444868,113,0.3708066588012758
FZA41I4X0Q,104,crossover,0.28359616855596737,0.01726725576979034,0.29061854635340345,0.017442159217912978,0.5001789522748866,19,24,9,0.03339559562920155,84,0.3461358427444939
JIZEDDHXU2,104,inicialization,0.2820055256764479,0.01896718072805795,0.28472484892766625,0.01020242667934175,0.9421669929695624,9,28,14,0.02632036009751644,90,0.568564980474636
PNFO4P9XGY,104,inicialization,0.33487182735617205,0.012795381104798075,0.34261680041137754,0.010863211849491926,0.3408321316283496,23,34,2,0.04100676721122283,117,0.2313647885586029
