id,creation_mode,error,dem_fp,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
IFYRYMFTNL,inicialization,0.22180681426458593,0.04994624500917269,1.0,31,20,-1,0.1,100,1.0
MUMHMF91G8,inicialization,0.25722944695416705,0.03042770217886016,1.0,31,20,-1,0.01,100,1.0
UYND2CWVPM,inicialization,0.31963776479478434,0.0200389228397956,0.5112166163257894,60,10,2,0.023064774438383187,188,0.7915004931108396
HZLVP2AWLO,inicialization,0.21042277062369918,0.04527471177683358,0.5976646346062542,35,3,15,0.16014863239000898,178,0.2717441238233876
7JDLIVQBEU,inicialization,0.2163553751680991,0.06271239494993654,0.14086628999144202,46,19,8,0.15862811231918922,160,0.5363715020015974
S6YDY3LLLM,inicialization,0.2617458281868206,0.03320559368887351,0.5597505863089063,60,24,8,0.015738902344670853,188,0.3856265743647166
SYH2E9NJ6C,inicialization,0.28931490717909114,0.024861353067270345,0.10244230598366189,41,21,4,0.02263917167703104,106,0.9713115447481557
11YUGK91B4,inicialization,0.21496648772817073,0.04858850224331332,0.15039607628718799,27,38,11,0.191974232201404,64,0.6988726309583092
5ME0Z88HZ0,inicialization,0.24344599629081154,0.03588475828084407,0.5505693698581297,12,21,12,0.1486763416784754,67,0.16596844376815634
BC9LYKDERA,inicialization,0.22222572894629822,0.04402097897479855,0.8587381149594377,47,4,7,0.16054268578107966,58,0.30127963279530035
CQ3MQCOZT0,inicialization,0.2852705768443675,0.024096632190390405,0.33452735290722757,33,29,5,0.010594781614335462,102,0.7599798842610461
AK0Y2956YK,inicialization,0.22375787800295388,0.0378616079742293,0.9564193436723,21,38,14,0.0345361605740576,190,0.9579149483733272
HW8W5QSF0O,inicialization,0.21566462034448308,0.05071096588605262,0.8578037769816005,21,31,9,0.18199571167252143,103,0.5915338469585406
2J057ZH5S2,inicialization,0.21699773562510782,0.05616802198803655,0.2811010853735194,50,18,14,0.1283239290760984,124,0.199173758127992
EA7OB9FW0O,inicialization,0.25610087934841175,0.030235201198194787,0.9664418407755148,10,33,9,0.1315716493137619,62,0.1451615218012915
7NQQQS3LOB,inicialization,0.23026629702914414,0.04306375711725324,0.3560909993967277,44,39,16,0.1661780471866602,79,0.15476905759863185
0TFBNRRFI4,inicialization,0.21738502632159074,0.04578452569475354,0.6802702637137712,12,32,9,0.19175717823451804,114,0.6919297923037204
UOW8GS3HUR,inicialization,0.2185308461144414,0.051007476830542346,0.5389429980872988,11,14,7,0.10066428845254562,199,0.981772458815854
3U2GLYZPIK,inicialization,0.24221605166092008,0.028664155458905164,0.5609951744094274,30,18,8,0.03886449575104925,78,0.8450602866836227
L7E3HOS0MD,inicialization,0.25564686702622497,0.03333568869124428,0.35885042894738606,5,4,7,0.06520278736974536,149,0.6088364179044293
6VEXUO2EPT,inicialization,0.2170480899461964,0.05379065138633725,0.09142033121796111,44,33,13,0.1493812658314895,87,0.5065069514751469
1BMUTOJUIJ,inicialization,0.2107557301944939,0.05122077980397258,0.8774123482328307,55,16,16,0.046439273646328647,192,0.6258670657563424
FX797LKZVF,inicialization,0.22870515894317367,0.030448504171625024,0.34342124636318305,33,26,14,0.04694161139764106,72,0.8016906133006869
TZ2CNW03OH,inicialization,0.24306882032683408,0.028960666403394886,0.09924871151924508,43,11,12,0.010972057541585188,188,0.4732772612670858
5V1E7ANE2Q,inicialization,0.2137630343033713,0.0475688744074734,0.24651663543735547,19,15,7,0.14157953545174715,192,0.7268967818305933
AHYIU0NQM6,inicialization,0.2134085410398302,0.053410932470788056,0.4782621569841189,49,3,15,0.13769848039933216,184,0.6886013795568636
UOEU635RTI,inicialization,0.2177223009203637,0.04863010622884305,0.9602460043356585,29,12,8,0.1253430018547082,88,0.976497501027375
QEYX059N61,inicialization,0.23123096881649652,0.03739339804183908,0.9498466597484564,8,8,9,0.12823136034413446,100,0.25202624184658684
9M8LLCJYZ5,inicialization,0.21798824609176826,0.04939482710572299,0.08059433732768195,11,22,15,0.19902887851957873,189,0.5808072221020302
UQW6B9OIAR,inicialization,0.2342821905070701,0.04459319887101311,0.7929588933247971,59,30,17,0.18062718477012665,149,0.10549932585540042
E92CSK15TC,inicialization,0.22478878741857422,0.04202332728864845,0.21388631936145674,47,38,14,0.11259562658613338,54,0.32789378924263574
XBET9XV4KW,inicialization,0.21492338614821094,0.0522404076398125,0.17951974351381828,20,33,15,0.127653076632932,127,0.7302518334259545
SAXKI9HYC4,inicialization,0.22400438102156717,0.03972916465800863,0.5175775573779998,14,38,15,0.05119982333123897,170,0.40769676680884237
8LT9QCW3PE,inicialization,0.23385924670172054,0.04049388553488857,0.2317011583232359,4,30,15,0.1371356046395707,147,0.7319798180015146
KB82XNFKXT,inicialization,0.21477726246407614,0.04661165254992809,0.2517222379241618,61,32,16,0.04409509133031164,143,0.527465989785676
V0YDPYM44O,inicialization,0.22617588083592544,0.04000487360973348,0.015055004202908728,46,17,6,0.09037305587241559,70,0.9358163539383585
QBUFHB8M6I,inicialization,0.22185757684908314,0.04355276904240833,0.507487118715035,8,28,5,0.17246085235959038,91,0.32870698495842304
7E4SAZ1D78,inicialization,0.21389090623027585,0.04406258296032829,0.8020533411322018,31,24,17,0.09114552987855647,77,0.5042146548383355
