ID,seed,repre,gmean_inv_val,fpr_diff_val,gmean_inv_test,fpr_diff_test
8GYP5HBCVNLLX9LOMQ1U,100,"[31, 40, 107, 144, 167, 185, 208, 242, 268, 395, 419, 454, 503, 519, 537, 548, 570, 619, 648, 699, 800, 815, 826, 883, 933, 956, 1368, 1751, 1900, 1951, 2101, 2129, 2253, 2289]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
C3J51BZOFNDAHWOW5A10,100,"[11, 76, 86, 99, 193, 223, 245, 269, 276, 291, 300, 307, 327, 341, 400, 477, 552, 557, 578, 603, 656, 674, 704, 798, 816, 857, 964, 980, 1031, 1056, 1112, 1257, 1262, 1349, 1597, 1914, 1946, 2147]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
B2BUZO1J82UX15Q8RNNZ,100,"[605, 708, 1024, 1220, 1356, 1942]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
2CGNSVMBA6X6D3W2TI6E,100,"[1, 2034, 2142, 2284]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
MCTQ9ZADH3XTLS3E9F4H,100,"[1028, 1579]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
MKCQZIRAOF66YDFBQK1C,100,"[270, 844, 974, 1894]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
ZFQTLP3T662WXJQXSR95,100,[1747],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
YF9BT7FMEK6V2YQ26QIJ,100,"[154, 693, 1367, 2237]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
P97CJYSRVSV36XWQPK4J,100,[],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
KVU0LG6UBZDLEUBXU5R9,100,"[19, 728, 1076, 1411, 2053]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
QO43KMEVKCQF2F5MC6FM,100,"[637, 904]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
8EVGPWUHA8I0076HX1IH,100,[387],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
M771D8CHVVY79GBQ4FZ9,100,"[246, 2249]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
SSZPUD64AKLLBBTTHWB0,100,"[1116, 2239]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
WI18GCO70NYZ49GDUCA5,100,[],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
FEW5CFU108F6M2WZH9HV,100,"[237, 480, 1192, 1364, 1531]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
I3W251L4JUPYIYY8WAJ5,100,[],0.34741907529045624,0.906787807373872,0.3601805882505089,0.8723275447413379
UHPRLG5Y2UGWBM9CW2RD,100,[570],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
6B1WX99ADI1FOYC0AW1K,100,[],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
MI147HMGJFJQCTKO82L7,100,[2230],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
TQ7D4PSAWT885I1RMIZG,100,"[296, 706, 1451]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
ZNUNCBMQVMFUT718WWHZ,100,[],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
WQRBDCC0X7LL6E6MEZQ7,100,"[91, 1040, 2092, 2231]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
UOC42V5TFV3DGX0HJICD,100,[863],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
IY64HNPK0YCA7HBLTZ68,100,[799],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
PGDGA0L95BF6CZUI6Q1K,100,"[76, 1202, 1299, 1323, 1784]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
Z1LKFWAGIZ05AV05UEG0,100,"[149, 462, 677, 1811]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
LT6AK73MK33E9Y7CETLF,100,"[589, 855]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
WOI73MB8JZJN74T77ZPM,100,"[580, 1178, 1424, 1543]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
SKRNPGXX9FS67YGZRZZG,100,[],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
UYDAVUVW1TVHC5VOOCOU,100,"[25, 54, 1525]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
ACI1ZXS22340QPZL8EFA,100,"[648, 954]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
0WQEK13ZHPA1TDU99963,100,[1643],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
BH88DVXAB1MISJA1871N,100,"[31, 1059, 2039]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
DDWHDR91GEQ5NUXVFSXQ,100,[1614],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
1OSRC21HZHEBMI67X52V,100,"[999, 1328, 1775]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
NMITIKPJM91ZOIAI9OOC,100,"[1183, 1506]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
OTVQ05DYHF7H3XTQ282Q,100,"[65, 387, 621]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
5CDTA8Y3BF5WHI2A8FBB,100,[],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
7O7FP6NF44M7Q0CN1IEW,100,"[1151, 1174, 1500]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
AORGJ03XA20I7B8VKW7K,100,"[176, 450, 627, 1124]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
ETKNDBU48NDR1DPCIOFS,100,[78],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
E5K52IYOAPRB6ICJDKE8,100,"[494, 739, 1881]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
S3L71TDW9ANEGV3JYYHQ,100,"[989, 1998]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
D1PTTL7NGCIR4D9O1EPQ,100,[1424],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
0YCR0GKLF3XED4CL7FU2,100,"[205, 1561, 1865]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
ZTGDT4FFNYJ7UZMDEOZZ,100,"[466, 595, 1642, 2187]",0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
VLJWGUXU8ZPK37S36FHH,100,[],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
G0LFDFKNNJW19F6HVKMQ,100,[],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
X4HQUBGXQB82ISMH43TB,100,[2047],0.37296198913917766,0.8463518248627865,0.3601805882505089,0.8723275447413379
