id,seed,creation_mode,gmean_inv,dem_fpr,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
RO329DGO65,109,inicialization,0.21249862734244485,0.025221270930890313,1.0,31,20,-1,0.1,100,1.0
T7FP26R1KT,109,inicialization,0.2512344714417687,0.0065491658833753685,1.0,31,20,-1,0.01,100,1.0
97UE7LAVMI,109,inicialization,0.2168137892521026,0.020028864815972623,0.5984558219029408,13,17,13,0.17384858477608275,72,0.4267551119476781
LCBZY4HRN3,109,inicialization,0.23902101368292172,0.022119650049549376,0.5261033145718765,41,32,13,0.019307885920080755,120,0.6274789518711562
4BD0E4TMXZ,109,inicialization,0.2193001641569825,0.022949726167033148,0.22748168268562974,17,3,10,0.1075821049463252,97,0.9275489760949757
8HVHFPCQWJ,109,inicialization,0.21293399797735435,0.01860972528804563,0.8541233789567041,58,12,5,0.14766485261581488,114,0.8486131225703504
25OGQ1EDEC,109,inicialization,0.22056330401329627,0.0225949412850514,0.20066309529269533,10,19,4,0.17008914666958283,146,0.108985692710226
ZJHJKHKH4Y,109,inicialization,0.23986233951927838,0.018844003816507103,0.6648727180309956,12,15,18,0.1379619188457905,84,0.15029890291029271
UDJ0N8BORO,109,inicialization,0.21779042582298835,0.03960689409759881,0.26772619009090304,57,12,14,0.14244816213450132,157,0.29758944143862914
5EDIXPYHGI,109,inicialization,0.2111265759949561,0.030293170692287742,0.10105298094057291,59,29,6,0.17738607244876087,137,0.7536434040450571
76KGV34BDU,109,inicialization,0.21428999623136968,0.02409666310818493,0.5003613802884045,57,2,18,0.07659218021633772,127,0.6642208370066106
UCTABKPMV7,109,inicialization,0.21137135725971246,0.029719702221711844,0.715017596980637,8,24,15,0.16940584647374388,197,0.5115642783736368
DB0DP6TTCW,109,inicialization,0.2682563703569073,0.010036761526432715,0.8458035414822435,26,34,18,0.021059955771438862,107,0.34698419897695926
KELMFR1B98,109,inicialization,0.21147454312157,0.025734486224706074,0.6784143272618731,44,33,7,0.12476356962800872,163,0.4877220614189268
