id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight,fair_param
0KNTOEJ6D9,100,inicialization,0.29299693056679654,0.0003818846965354533,31,796,0,33,33,1700,6,6
AO6H9FI4D4,100,inicialization,0.28813770408838657,0.0007231137884351896,17,692,0,17,21,2286,6,5
IC6DB61YYO,100,inicialization,0.27831993983052283,0.005092375093473142,5,26,0,5,27,641,5,2
I78D5ITT0U,100,crossover,0.26945986326103766,0.010565939915881124,13,486,0,13,10,636,5,3
ID888Q7AL6,100,mutation,0.26065690309617096,0.0113220646653453,15,425,0,15,8,425,5,3
BX9BT75MDX,100,inicialization,0.25097826255675604,0.018869760291775194,22,263,0,29,10,263,5,6
MG94PGA3T8,100,crossover,0.22153294276440527,0.02632398277592299,11,218,1,11,30,222,4,3
E6RTSWCVMV,100,mutation,0.22118624673014475,0.029562531794767727,9,126,1,9,25,349,4,1
QNSZZQVBRP,100,inicialization,0.2145337323443175,0.030787064707043357,8,88,1,8,27,224,4,2
JEB3FUBC89,100,inicialization,0.21379779568226376,0.032165532942854194,17,221,1,19,37,221,4,4
ZMG7NZMCMS,100,crossover,0.21155719510777715,0.03320937427897111,16,223,1,16,34,223,4,3
SRAYPRR2QW,100,crossover,0.2069219752204976,0.03918470570901984,12,275,1,12,28,422,4,2
P7B1U26ZBJ,100,crossover,0.1887565671056438,0.05701062466467813,14,327,0,14,12,327,3,8
7ZJVRWX1HL,100,inicialization,0.18839269504940814,0.061761423182451244,7,68,1,7,7,1118,3,1
UPW92D512X,100,crossover,0.18795933569989165,0.06354123520761462,12,304,0,12,23,711,3,3
HQKI7AJOOX,100,crossover,0.17837961216329112,0.07199238871483812,6,48,0,6,15,353,3,2
S5IYZ7GBNT,100,inicialization,0.171504257984039,0.0851675844872112,8,103,0,8,16,1924,3,3
MGZVDWZC6U,100,inicialization,0.33642604976866364,0.0013652638513992482,13,404,0,13,13,412,7,9
DGU1LSN98B,100,crossover,0.3159496071226652,0.0034664983918449715,27,949,0,27,25,1165,7,8
OTLOSLVIDR,100,crossover,0.2909882570126322,0.003513408704886173,28,832,0,28,30,2042,6,6
SF5YSJ0Y0F,100,crossover,0.28943544057478754,0.005975678913849036,21,634,1,21,35,1114,6,2
ITOES7CIO7,100,crossover,0.28203304209935287,0.009274342630146579,8,88,1,8,26,643,5,1
0APLXO22IO,100,crossover,0.2689845241440345,0.01262686633549144,15,577,0,15,20,866,5,2
5FWGAQMGNP,100,crossover,0.26153562195602476,0.014145718026625606,7,63,0,7,25,642,4,1
65QJDUKDRH,100,inicialization,0.25919320422725667,0.026170047452387768,26,740,1,26,36,2120,5,2
9JKWYG5UH4,100,inicialization,0.22153294276440527,0.02632398277592299,11,218,1,11,30,1866,4,0
F20YJ6HJ6C,100,crossover,0.22118624673014475,0.029562531794767727,9,126,1,9,26,519,4,1
S6O7BDW4QN,100,crossover,0.21520459343985565,0.03107478129369609,8,93,1,8,19,509,4,5
2PA9GUA1LS,100,inicialization,0.2069648181984869,0.04746176983229042,10,172,1,10,24,644,4,0
STY63AL2X3,100,crossover,0.19614349400140385,0.06371532459156753,14,402,0,14,33,1007,3,5
FICITH1ZM1,100,crossover,0.19192275417682747,0.08564989200203488,11,261,0,11,30,727,2,5
88W8N0B3PJ,100,mutation,0.1866659309903157,0.0880318934531272,11,258,0,11,12,258,2,7
LEPFBR4OV0,100,inicialization,0.3718280078928733,0.001887184519457706,21,885,1,21,20,1650,8,7
48C2KD4DMP,100,inicialization,0.1911983514861363,0.09923303375596629,4,16,0,4,10,218,3,7
U03H25Z0KM,100,mutation,0.2944487687051749,0.004202469080891447,18,432,0,18,10,432,6,6
VX7DDCKAY7,100,crossover,0.22265288855064058,0.02985024838142046,9,138,1,9,15,2052,4,5
3WHXM4YJCJ,100,crossover,0.26246806314648274,0.01531673843365422,15,557,0,15,22,952,5,2
4A5RG2BYM8,100,inicialization,0.20183684737527685,0.09622834133472696,25,362,0,30,34,362,2,8
CWPJHO19XB,100,crossover,0.2037615027968761,0.06384910585468505,16,499,0,16,29,499,3,4
7SNG5374UM,100,crossover,0.20819650410346346,0.062464035426668396,16,590,0,16,21,1292,3,6
LR0PDKR6Q1,100,mutation,0.2167319637257905,0.04593631594895045,15,578,0,15,20,1410,4,3
DVOZRN6DD7,100,mutation,0.2847507164973344,0.009836571419040444,24,772,1,24,29,2218,6,4
5FD34QOYC9,100,inicialization,0.21751994326492097,0.0349290716066817,20,445,0,20,6,445,4,0
SWSQ5ZXI6F,100,inicialization,0.2752976349997084,0.013054966377467489,10,191,1,10,14,2131,5,6
7ZGUM8V84C,100,crossover,0.21697305289700353,0.044631514278804324,19,504,0,19,32,504,4,6
4IUQJVTHRB,100,mutation,0.29362307255320874,0.00479145412240882,22,877,0,22,24,1944,6,5
QB77GLCO3A,100,inicialization,0.19580489126288092,0.0973594011047205,14,510,0,14,14,1502,2,3
Q3J5U49XRQ,100,crossover,0.2700886962300958,0.014714549007725258,17,583,0,17,34,1471,5,2
1A2SM257I4,100,inicialization,0.49803456429826565,2.6756252623502804e-05,9,24,0,28,13,24,9,9
PTLGNEMNTK,100,crossover,0.3457841737489171,0.00014073093912361778,12,322,1,12,14,1357,6,8
4ZJS2WDOPG,100,crossover,0.2861107725188381,0.0002547056256237412,17,586,0,17,30,2019,6,4
IC6DB61YYO,100,inicialization,0.27831993983052283,0.005092375093473142,5,26,0,5,27,641,5,2
I78D5ITT0U,100,crossover,0.26945986326103766,0.010565939915881124,13,486,0,13,10,636,5,3
ID888Q7AL6,100,mutation,0.26065690309617096,0.0113220646653453,15,425,0,15,8,425,5,3
BX9BT75MDX,100,inicialization,0.25097826255675604,0.018869760291775194,22,263,0,29,10,263,5,6
0QMS3D5VC7,100,crossover,0.24434833356073682,0.02461088764041821,14,386,1,14,32,515,5,3
MG94PGA3T8,100,crossover,0.22153294276440527,0.02632398277592299,11,218,1,11,30,222,4,3
V2ZYDR1YYQ,100,mutation,0.2213349038996354,0.02684590344398144,11,221,1,11,29,283,4,2
E6RTSWCVMV,100,mutation,0.22118624673014475,0.029562531794767727,9,126,1,9,25,349,4,1
QNSZZQVBRP,100,inicialization,0.2145337323443175,0.030787064707043357,8,88,1,8,27,224,4,2
JEB3FUBC89,100,inicialization,0.21379779568226376,0.032165532942854194,17,221,1,19,37,221,4,4
ZMG7NZMCMS,100,crossover,0.21155719510777715,0.03320937427897111,16,223,1,16,34,223,4,3
416CXM5VMX,100,crossover,0.20849077827867557,0.03717068960245072,14,289,1,14,31,289,4,2
5Y2P8H2CBZ,100,crossover,0.2059340652198065,0.038716297546208395,11,245,0,11,21,1244,4,3
RWHRQ9CNJA,100,crossover,0.20270809884380936,0.04375481265063423,10,203,0,10,14,1006,4,5
DJBUUYQMXZ,100,crossover,0.18816671537627394,0.05628785836004324,6,41,0,6,21,1177,4,2
6LBRZU8N4P,100,crossover,0.1821125275156369,0.057137803735589854,14,246,1,14,23,246,3,5
15C87FZ56B,100,crossover,0.17348255775681942,0.06752270459151194,10,178,0,10,24,599,3,2
D6RZOQQSRX,100,crossover,0.171504257984039,0.0851675844872112,8,102,0,8,17,443,3,1
0KNTOEJ6D9,100,inicialization,0.29299693056679654,0.0003818846965354533,31,796,0,33,33,1700,6,6
AO6H9FI4D4,100,inicialization,0.28813770408838657,0.0007231137884351896,17,692,0,17,21,2286,6,5
ITOES7CIO7,100,crossover,0.28203304209935287,0.009274342630146579,8,88,1,8,26,643,5,1
8VUIJXS5YR,100,mutation,0.2706337433365742,0.011897497838650767,13,438,0,13,16,1770,5,5
0APLXO22IO,100,crossover,0.2689845241440345,0.01262686633549144,15,577,0,15,20,866,5,2
U9WEODQAXU,100,mutation,0.26153562195602476,0.014145718026625606,7,63,0,7,22,544,4,6
65QJDUKDRH,100,inicialization,0.25919320422725667,0.026170047452387768,26,740,1,26,36,2120,5,2
9JKWYG5UH4,100,inicialization,0.22153294276440527,0.02632398277592299,11,218,1,11,30,1866,4,0
I0X495SFOQ,100,crossover,0.2213349038996354,0.02684590344398144,11,222,1,11,25,631,4,2
F20YJ6HJ6C,100,crossover,0.22118624673014475,0.029562531794767727,9,126,1,9,26,519,4,1
C6T7QH4JYY,100,crossover,0.2145337323443175,0.030787064707043357,8,90,1,8,22,554,4,1
I1PJWVFL11,100,mutation,0.21377600538674946,0.035477748527363656,13,331,1,13,31,349,4,2
HG7K5ME3ME,100,crossover,0.21238331747769346,0.03892374537499062,13,313,1,13,31,313,4,2
SRAYPRR2QW,100,crossover,0.2069219752204976,0.03918470570901984,12,275,1,12,28,422,4,2
P7B1U26ZBJ,100,crossover,0.1887565671056438,0.05701062466467813,14,327,0,14,12,327,3,8
2J6X4L12VG,100,crossover,0.18316438121217304,0.06012199461261117,11,234,0,11,25,380,3,3
PFBBJYJYR5,100,crossover,0.17805129231488792,0.07199238871483812,6,47,0,6,18,451,3,1
S5IYZ7GBNT,100,inicialization,0.171504257984039,0.0851675844872112,8,103,0,8,16,1924,3,3
CMMPSH3OES,100,crossover,0.2890678307089407,0.0008961607209871936,17,703,0,17,20,1100,6,4
4QHFD4Q5D3,100,crossover,0.28660445575506566,0.009368163256228995,22,769,1,22,26,996,6,6
DVOZRN6DD7,100,mutation,0.2847507164973344,0.009836571419040444,24,772,1,24,29,2218,6,4
SWSQ5ZXI6F,100,inicialization,0.2752976349997084,0.013054966377467489,10,191,1,10,14,2131,5,6
5FWGAQMGNP,100,crossover,0.26153562195602476,0.014145718026625606,7,63,0,7,25,642,4,1
SFJOVZ1YVX,100,crossover,0.26064507497325273,0.02630382871550529,19,713,1,19,23,1327,5,3
QUYHVU97VT,100,mutation,0.22118624673014475,0.029562531794767727,9,129,1,9,22,1157,4,4
S6O7BDW4QN,100,crossover,0.21520459343985565,0.03107478129369609,8,93,1,8,19,509,4,5
YFF3K5AGTG,100,mutation,0.2069219752204976,0.03918470570901984,12,275,1,12,28,732,4,3
CB1GBJ622E,100,crossover,0.18316438121217304,0.06012199461261117,11,234,0,11,25,849,3,3
TD2PO1Q55U,100,crossover,0.17805129231488792,0.07199238871483812,6,47,0,6,18,966,3,3
1A2SM257I4,100,inicialization,0.49803456429826565,2.6756252623502804e-05,9,24,0,28,13,24,9,9
PTLGNEMNTK,100,crossover,0.3457841737489171,0.00014073093912361778,12,322,1,12,14,1357,6,8
4ZJS2WDOPG,100,crossover,0.2861107725188381,0.0002547056256237412,17,586,0,17,30,2019,6,4
IC6DB61YYO,100,inicialization,0.27831993983052283,0.005092375093473142,5,26,0,5,27,641,5,2
8GF99M342N,100,crossover,0.2763595331905998,0.007782247191635928,7,60,1,7,27,642,5,2
I78D5ITT0U,100,crossover,0.26945986326103766,0.010565939915881124,13,486,0,13,10,636,5,3
ID888Q7AL6,100,mutation,0.26065690309617096,0.0113220646653453,15,425,0,15,8,425,5,3
BX9BT75MDX,100,inicialization,0.25097826255675604,0.018869760291775194,22,263,0,29,10,263,5,6
0QMS3D5VC7,100,crossover,0.24434833356073682,0.02461088764041821,14,386,1,14,32,515,5,3
MG94PGA3T8,100,crossover,0.22153294276440527,0.02632398277592299,11,218,1,11,30,222,4,3
V2ZYDR1YYQ,100,mutation,0.2213349038996354,0.02684590344398144,11,221,1,11,29,283,4,2
W0IZL60Q5D,100,crossover,0.22114841962056353,0.027916501032721863,11,227,1,11,22,918,4,4
QNSZZQVBRP,100,inicialization,0.2145337323443175,0.030787064707043357,8,88,1,8,27,224,4,2
JEB3FUBC89,100,inicialization,0.21379779568226376,0.032165532942854194,17,221,1,19,37,221,4,4
ZMG7NZMCMS,100,crossover,0.21155719510777715,0.03320937427897111,16,223,1,16,34,223,4,3
416CXM5VMX,100,crossover,0.20849077827867557,0.03717068960245072,14,289,1,14,31,289,4,2
5Y2P8H2CBZ,100,crossover,0.2059340652198065,0.038716297546208395,11,245,0,11,21,1244,4,3
6BASK4KZER,100,crossover,0.20270809884380936,0.04375481265063423,10,203,0,10,14,427,4,2
ETHOBW53IH,100,crossover,0.20251356623114114,0.04482541023937464,10,198,0,10,16,638,4,2
M93RA3QZMC,100,crossover,0.200695667820305,0.04586925157549156,10,177,0,10,26,558,4,2
DJBUUYQMXZ,100,crossover,0.18816671537627394,0.05628785836004324,6,41,0,6,21,1177,4,2
6LBRZU8N4P,100,crossover,0.1821125275156369,0.057137803735589854,14,246,1,14,23,246,3,5
3RWTZSEQHY,100,crossover,0.171504257984039,0.06724159019706501,9,137,0,9,22,505,3,3
OU8GMS7NSL,100,mutation,0.17141073542184815,0.08568950515526966,8,105,0,8,14,624,3,4
0KNTOEJ6D9,100,inicialization,0.29299693056679654,0.0003818846965354533,31,796,0,33,33,1700,6,6
AO6H9FI4D4,100,inicialization,0.28813770408838657,0.0007231137884351896,17,692,0,17,21,2286,6,5
LRXTW0C4BK,100,mutation,0.2770988718089663,0.007835759696882938,6,43,0,6,26,642,5,1
8VUIJXS5YR,100,mutation,0.2706337433365742,0.011897497838650767,13,438,0,13,16,1770,5,5
0APLXO22IO,100,crossover,0.2689845241440345,0.01262686633549144,15,577,0,15,20,866,5,2
U9WEODQAXU,100,mutation,0.26153562195602476,0.014145718026625606,7,63,0,7,22,544,4,6
65QJDUKDRH,100,inicialization,0.25919320422725667,0.026170047452387768,26,740,1,26,36,2120,5,2
9JKWYG5UH4,100,inicialization,0.22153294276440527,0.02632398277592299,11,218,1,11,30,1866,4,0
I0X495SFOQ,100,crossover,0.2213349038996354,0.02684590344398144,11,222,1,11,25,631,4,2
E6RTSWCVMV,100,mutation,0.22118624673014475,0.029562531794767727,9,126,1,9,25,349,4,1
P9EXUZM4RK,100,mutation,0.2145337323443175,0.030787064707043357,8,88,1,8,26,344,4,1
I1PJWVFL11,100,mutation,0.21377600538674946,0.035477748527363656,13,331,1,13,31,349,4,2
O6OZW1TW8K,100,crossover,0.21216073771260802,0.036347500479527645,8,93,0,8,23,798,4,2
NM0775QSUB,100,crossover,0.210526166390698,0.03733122711819176,19,336,0,19,16,336,4,4
R2XSZ7CKP6,100,crossover,0.2069219752204976,0.03918470570901984,12,273,1,12,29,842,4,3
RWHRQ9CNJA,100,crossover,0.20270809884380936,0.04375481265063423,10,203,0,10,14,1006,4,5
P7B1U26ZBJ,100,crossover,0.1887565671056438,0.05701062466467813,14,327,0,14,12,327,3,8
WZRURYTI1W,100,mutation,0.18355831969929626,0.05777335160634811,11,265,0,11,16,669,3,7
2J6X4L12VG,100,crossover,0.18316438121217304,0.06012199461261117,11,234,0,11,25,380,3,3
15C87FZ56B,100,crossover,0.17348255775681942,0.06752270459151194,10,178,0,10,24,599,3,2
D6RZOQQSRX,100,crossover,0.171504257984039,0.0851675844872112,8,102,0,8,17,443,3,1
CMMPSH3OES,100,crossover,0.2890678307089407,0.0008961607209871936,17,703,0,17,20,1100,6,4
S5IYZ7GBNT,100,inicialization,0.171504257984039,0.0851675844872112,8,103,0,8,16,1924,3,3
CB1GBJ622E,100,crossover,0.18316438121217304,0.06012199461261117,11,234,0,11,25,849,3,3
5TPW3KQ99B,100,crossover,0.20626624222448253,0.04450433520789261,12,338,0,12,18,1438,4,4
EZQMCWBQXZ,100,crossover,0.17805129231488792,0.07199238871483812,6,46,0,6,20,803,3,2
1A2SM257I4,100,inicialization,0.49803456429826565,2.6756252623502804e-05,9,24,0,28,13,24,9,9
PTLGNEMNTK,100,crossover,0.3457841737489171,0.00014073093912361778,12,322,1,12,14,1357,6,8
4ZJS2WDOPG,100,crossover,0.2861107725188381,0.0002547056256237412,17,586,0,17,30,2019,6,4
IC6DB61YYO,100,inicialization,0.27831993983052283,0.005092375093473142,5,26,0,5,27,641,5,2
8GF99M342N,100,crossover,0.2763595331905998,0.007782247191635928,7,60,1,7,27,642,5,2
2C9HGAH87T,100,crossover,0.2670571057879939,0.00788267000992414,7,60,1,7,27,348,4,2
ID888Q7AL6,100,mutation,0.26065690309617096,0.0113220646653453,15,425,0,15,8,425,5,3
1J669V1BEO,100,crossover,0.2579659361444263,0.013148787003549892,15,495,0,15,13,495,5,7
289ONDKSB6,100,crossover,0.25366266751578526,0.018635556210369476,13,343,1,13,26,480,5,3
BX9BT75MDX,100,inicialization,0.25097826255675604,0.018869760291775194,22,263,0,29,10,263,5,6
0QMS3D5VC7,100,crossover,0.24434833356073682,0.02461088764041821,14,386,1,14,32,515,5,3
MG94PGA3T8,100,crossover,0.22153294276440527,0.02632398277592299,11,218,1,11,30,222,4,3
V2ZYDR1YYQ,100,mutation,0.2213349038996354,0.02684590344398144,11,221,1,11,29,283,4,2
W0IZL60Q5D,100,crossover,0.22114841962056353,0.027916501032721863,11,227,1,11,22,918,4,4
QNSZZQVBRP,100,inicialization,0.2145337323443175,0.030787064707043357,8,88,1,8,27,224,4,2
JEB3FUBC89,100,inicialization,0.21379779568226376,0.032165532942854194,17,221,1,19,37,221,4,4
ZMG7NZMCMS,100,crossover,0.21155719510777715,0.03320937427897111,16,223,1,16,34,223,4,3
1KV3FSOGHD,100,mutation,0.20909279657924018,0.03605318170066911,11,279,0,11,12,451,4,3
416CXM5VMX,100,crossover,0.20849077827867557,0.03717068960245072,14,289,1,14,31,289,4,2
8RJ7WFABYF,100,mutation,0.20709724836589494,0.03866278504096139,12,270,1,12,31,312,4,3
5Y2P8H2CBZ,100,crossover,0.2059340652198065,0.038716297546208395,11,245,0,11,21,1244,4,3
6BASK4KZER,100,crossover,0.20270809884380936,0.04375481265063423,10,203,0,10,14,427,4,2
ETHOBW53IH,100,crossover,0.20251356623114114,0.04482541023937464,10,198,0,10,16,638,4,2
M93RA3QZMC,100,crossover,0.200695667820305,0.04586925157549156,10,177,0,10,26,558,4,2
SQB8T5PRBX,100,crossover,0.18816671537627394,0.05628785836004324,6,41,0,6,24,868,4,2
6LBRZU8N4P,100,crossover,0.1821125275156369,0.057137803735589854,14,246,1,14,23,246,3,5
ZHCK97XYM0,100,mutation,0.18132990893802836,0.06235701041617442,12,255,1,12,24,255,3,3
3RWTZSEQHY,100,crossover,0.171504257984039,0.06724159019706501,9,137,0,9,22,505,3,3
3L25BW7726,100,crossover,0.17095503966583792,0.06752930678371774,9,140,0,9,20,486,3,2
GZ0YZJEMTA,100,mutation,0.17086719849581655,0.0851675844872112,8,100,0,8,19,462,3,2
0KNTOEJ6D9,100,inicialization,0.29299693056679654,0.0003818846965354533,31,796,0,33,33,1700,6,6
FEZ25HDLIH,100,mutation,0.17095503966583792,0.06752930678371774,9,141,0,9,19,1077,3,2
WKBU9PAU30,100,crossover,0.25657637592115123,0.02153287613731447,13,371,1,13,20,896,5,5
RWHRQ9CNJA,100,crossover,0.20270809884380936,0.04375481265063423,10,203,0,10,14,1006,4,5
9JKWYG5UH4,100,inicialization,0.22153294276440527,0.02632398277592299,11,218,1,11,30,1866,4,0
MUL8A2NEMD,100,crossover,0.18816671537627394,0.05628785836004324,6,41,0,6,24,883,4,2
ZJ4T7H9IXY,100,mutation,0.27679194462258394,0.007782247191635928,7,62,1,7,24,936,5,2
AO6H9FI4D4,100,inicialization,0.28813770408838657,0.0007231137884351896,17,692,0,17,21,2286,6,5
U9WEODQAXU,100,mutation,0.26153562195602476,0.014145718026625606,7,63,0,7,22,544,4,6
2J6X4L12VG,100,crossover,0.18316438121217304,0.06012199461261117,11,234,0,11,25,380,3,3
15C87FZ56B,100,crossover,0.17348255775681942,0.06752270459151194,10,178,0,10,24,599,3,2
P9EXUZM4RK,100,mutation,0.2145337323443175,0.030787064707043357,8,88,1,8,26,344,4,1
I78D5ITT0U,100,crossover,0.26945986326103766,0.010565939915881124,13,486,0,13,10,636,5,3
0APLXO22IO,100,crossover,0.2689845241440345,0.01262686633549144,15,577,0,15,20,866,5,2
E6RTSWCVMV,100,mutation,0.22118624673014475,0.029562531794767727,9,126,1,9,25,349,4,1
O1OW4WEG6F,100,crossover,0.2059340652198065,0.04030881580300727,11,248,0,11,20,462,4,2
I1PJWVFL11,100,mutation,0.21377600538674946,0.035477748527363656,13,331,1,13,31,349,4,2
WZRURYTI1W,100,mutation,0.18355831969929626,0.05777335160634811,11,265,0,11,16,669,3,7
NM0775QSUB,100,crossover,0.210526166390698,0.03733122711819176,19,336,0,19,16,336,4,4
R2XSZ7CKP6,100,crossover,0.2069219752204976,0.03918470570901984,12,273,1,12,29,842,4,3
1A2SM257I4,100,inicialization,0.49803456429826565,2.6756252623502804e-05,9,24,0,28,13,24,9,9
PTLGNEMNTK,100,crossover,0.3457841737489171,0.00014073093912361778,12,322,1,12,14,1357,6,8
4ZJS2WDOPG,100,crossover,0.2861107725188381,0.0002547056256237412,17,586,0,17,30,2019,6,4
IC6DB61YYO,100,inicialization,0.27831993983052283,0.005092375093473142,5,26,0,5,27,641,5,2
2D45BB2ZC2,100,crossover,0.2763595331905998,0.007782247191635928,7,60,1,7,27,509,5,2
2C9HGAH87T,100,crossover,0.2670571057879939,0.00788267000992414,7,60,1,7,27,348,4,2
ID888Q7AL6,100,mutation,0.26065690309617096,0.0113220646653453,15,425,0,15,8,425,5,3
1J669V1BEO,100,crossover,0.2579659361444263,0.013148787003549892,15,495,0,15,13,495,5,7
I7RH1IHOA9,100,crossover,0.25775209232905716,0.017504843924176255,18,451,0,18,18,451,5,6
FJHYR95RZ3,100,crossover,0.2577453322375469,0.017979854279193505,24,390,0,25,12,390,5,7
C5XTFRUFUI,100,crossover,0.2539888082229036,0.018374595876340237,13,351,1,13,24,604,5,3
289ONDKSB6,100,crossover,0.25366266751578526,0.018635556210369476,13,343,1,13,26,480,5,3
BX9BT75MDX,100,inicialization,0.25097826255675604,0.018869760291775194,22,263,0,29,10,263,5,6
MP8OEOYCXK,100,crossover,0.24076910418289088,0.02281092155483711,16,107,0,18,17,107,5,5
50F9QAISS6,100,crossover,0.22242718474877787,0.024343325114183176,11,243,1,11,17,974,5,6
MG94PGA3T8,100,crossover,0.22153294276440527,0.02632398277592299,11,218,1,11,30,222,4,3
V2ZYDR1YYQ,100,mutation,0.2213349038996354,0.02684590344398144,11,221,1,11,29,283,4,2
W0IZL60Q5D,100,crossover,0.22114841962056353,0.027916501032721863,11,227,1,11,22,918,4,4
