id,seed,creation_mode,gmean_inv,dem_fpr,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
IFYRYMFTNL,108,inicialization,0.22180681426458593,0.04994624500917269,1.0,31,20,-1,0.1,100,1.0
MUMHMF91G8,108,inicialization,0.25722944695416705,0.03042770217886016,1.0,31,20,-1,0.01,100,1.0
UYND2CWVPM,108,inicialization,0.31963776479478434,0.0200389228397956,0.5112166163257894,60,10,2,0.023064774438383187,188,0.7915004931108396
HZLVP2AWLO,108,inicialization,0.21042277062369918,0.04527471177683358,0.5976646346062542,35,3,15,0.16014863239000898,178,0.2717441238233876
7JDLIVQBEU,108,inicialization,0.2163553751680991,0.06271239494993654,0.14086628999144202,46,19,8,0.15862811231918922,160,0.5363715020015974
S6YDY3LLLM,108,inicialization,0.2617458281868206,0.03320559368887351,0.5597505863089063,60,24,8,0.015738902344670853,188,0.3856265743647166
SYH2E9NJ6C,108,inicialization,0.28931490717909114,0.024861353067270345,0.10244230598366189,41,21,4,0.02263917167703104,106,0.9713115447481557
11YUGK91B4,108,inicialization,0.21496648772817073,0.04858850224331332,0.15039607628718799,27,38,11,0.191974232201404,64,0.6988726309583092
5ME0Z88HZ0,108,inicialization,0.24344599629081154,0.03588475828084407,0.5505693698581297,12,21,12,0.1486763416784754,67,0.16596844376815634
BC9LYKDERA,108,inicialization,0.22222572894629822,0.04402097897479855,0.8587381149594377,47,4,7,0.16054268578107966,58,0.30127963279530035
CQ3MQCOZT0,108,inicialization,0.2852705768443675,0.024096632190390405,0.33452735290722757,33,29,5,0.010594781614335462,102,0.7599798842610461
AK0Y2956YK,108,inicialization,0.22375787800295388,0.0378616079742293,0.9564193436723,21,38,14,0.0345361605740576,190,0.9579149483733272
HW8W5QSF0O,108,inicialization,0.21566462034448308,0.05071096588605262,0.8578037769816005,21,31,9,0.18199571167252143,103,0.5915338469585406
2J057ZH5S2,108,inicialization,0.21699773562510782,0.05616802198803655,0.2811010853735194,50,18,14,0.1283239290760984,124,0.199173758127992
EA7OB9FW0O,108,inicialization,0.25610087934841175,0.030235201198194787,0.9664418407755148,10,33,9,0.1315716493137619,62,0.1451615218012915
7NQQQS3LOB,108,inicialization,0.23026629702914414,0.04306375711725324,0.3560909993967277,44,39,16,0.1661780471866602,79,0.15476905759863185
0TFBNRRFI4,108,inicialization,0.21738502632159074,0.04578452569475354,0.6802702637137712,12,32,9,0.19175717823451804,114,0.6919297923037204
UOW8GS3HUR,108,inicialization,0.2185308461144414,0.051007476830542346,0.5389429980872988,11,14,7,0.10066428845254562,199,0.981772458815854
3U2GLYZPIK,108,inicialization,0.24221605166092008,0.028664155458905164,0.5609951744094274,30,18,8,0.03886449575104925,78,0.8450602866836227
L7E3HOS0MD,108,inicialization,0.25564686702622497,0.03333568869124428,0.35885042894738606,5,4,7,0.06520278736974536,149,0.6088364179044293
6VEXUO2EPT,108,inicialization,0.2170480899461964,0.05379065138633725,0.09142033121796111,44,33,13,0.1493812658314895,87,0.5065069514751469
1BMUTOJUIJ,108,inicialization,0.2107557301944939,0.05122077980397258,0.8774123482328307,55,16,16,0.046439273646328647,192,0.6258670657563424
FX797LKZVF,108,inicialization,0.22870515894317367,0.030448504171625024,0.34342124636318305,33,26,14,0.04694161139764106,72,0.8016906133006869
TZ2CNW03OH,108,inicialization,0.24306882032683408,0.028960666403394886,0.09924871151924508,43,11,12,0.010972057541585188,188,0.4732772612670858
5V1E7ANE2Q,108,inicialization,0.2137630343033713,0.0475688744074734,0.24651663543735547,19,15,7,0.14157953545174715,192,0.7268967818305933
AHYIU0NQM6,108,inicialization,0.2134085410398302,0.053410932470788056,0.4782621569841189,49,3,15,0.13769848039933216,184,0.6886013795568636
UOEU635RTI,108,inicialization,0.2177223009203637,0.04863010622884305,0.9602460043356585,29,12,8,0.1253430018547082,88,0.976497501027375
QEYX059N61,108,inicialization,0.23123096881649652,0.03739339804183908,0.9498466597484564,8,8,9,0.12823136034413446,100,0.25202624184658684
9M8LLCJYZ5,108,inicialization,0.21798824609176826,0.04939482710572299,0.08059433732768195,11,22,15,0.19902887851957873,189,0.5808072221020302
UQW6B9OIAR,108,inicialization,0.2342821905070701,0.04459319887101311,0.7929588933247971,59,30,17,0.18062718477012665,149,0.10549932585540042
E92CSK15TC,108,inicialization,0.22478878741857422,0.04202332728864845,0.21388631936145674,47,38,14,0.11259562658613338,54,0.32789378924263574
XBET9XV4KW,108,inicialization,0.21492338614821094,0.0522404076398125,0.17951974351381828,20,33,15,0.127653076632932,127,0.7302518334259545
SAXKI9HYC4,108,inicialization,0.22400438102156717,0.03972916465800863,0.5175775573779998,14,38,15,0.05119982333123897,170,0.40769676680884237
8LT9QCW3PE,108,inicialization,0.23385924670172054,0.04049388553488857,0.2317011583232359,4,30,15,0.1371356046395707,147,0.7319798180015146
KB82XNFKXT,108,inicialization,0.21477726246407614,0.04661165254992809,0.2517222379241618,61,32,16,0.04409509133031164,143,0.527465989785676
V0YDPYM44O,108,inicialization,0.22617588083592544,0.04000487360973348,0.015055004202908728,46,17,6,0.09037305587241559,70,0.9358163539383585
QBUFHB8M6I,108,inicialization,0.22185757684908314,0.04355276904240833,0.507487118715035,8,28,5,0.17246085235959038,91,0.32870698495842304
7E4SAZ1D78,108,inicialization,0.21389090623027585,0.04406258296032829,0.8020533411322018,31,24,17,0.09114552987855647,77,0.5042146548383355
XB3YALQIZH,108,inicialization,0.39471058596922026,0.010560478326965063,0.506332847976791,5,33,5,0.01957115431255546,91,0.22421124457899283
9ID3LEYO2F,108,inicialization,0.25858544557912067,0.0313172350123293,0.9945719361340576,13,24,4,0.10765247676448471,57,0.584115124905422
NSA1VXJJHU,108,inicialization,0.2234906376743555,0.03892283979559896,0.9386884028419592,7,30,11,0.09142245120828292,185,0.5147704228068761
Q8SHA4KDDR,108,inicialization,0.23534862369906973,0.03790321195975904,0.6773289192251929,5,17,16,0.17552748595966833,92,0.9965297190878339
00Y5V4WS43,108,inicialization,0.21440587092604524,0.04741797741233776,0.6969117583954134,19,24,18,0.14525269828062162,187,0.15812015409552402
U22KGEN0Z8,108,inicialization,0.3132897748575413,0.022541105398084106,0.09181519885967981,31,19,7,0.022125652752092537,105,0.1926918468119308
AW64PF14IK,108,inicialization,0.22254470195466236,0.04459319887101311,0.1409059074919854,19,29,13,0.059536475188716464,137,0.7538093254759887
ZKV62EHE65,108,inicialization,0.21060167109713557,0.05353574442737727,0.295234235500728,62,11,6,0.1384258376828538,146,0.7763418846538553
YIQ015XL57,108,inicialization,0.2184954728849915,0.03788240996699417,0.6497363197201124,26,16,8,0.04302854832604108,161,0.6241082839823521
3Z5AFNK7TG,108,inicialization,0.22175731665384146,0.04384927998689805,0.05748926640543117,21,11,6,0.11356100267526434,153,0.15143880965802528
