id,seed,creation_mode,gmean_inv,dem_fpr,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
VE14YDKG6Z,102,inicialization,0.21599146378152412,0.02735042735042735,0.8550662017644743,60,34,11,0.09520152574412576,154,0.4214996596199533
BZHMPP6O8M,102,inicialization,0.2196052716104432,0.023987123987123993,0.8844506067038769,9,13,11,0.16974894993246292,198,0.1924254496623824
V05T8LM0GQ,102,inicialization,0.24753955908991498,0.014663114663114665,0.5130070248303731,6,15,2,0.09144388481776106,198,0.788336769832992
2JKRA2MQG8,102,inicialization,0.2192160348335792,0.016709216709216705,0.9596012368434522,14,5,18,0.12080595939486503,198,0.5956879656460323
ORV4V3BDY1,102,inicialization,0.29912962471958626,0.01339031339031339,0.42858856669664147,5,6,7,0.015484072523677592,180,0.5541477532395837
PSF1Z1GR7X,102,inicialization,0.2299919268014179,0.01673511673511674,0.9357202782932924,55,35,10,0.029227347752338546,141,0.5708882156981394
ABX2IYIGAF,102,inicialization,0.21739329585573608,0.021637621637621632,0.4051348543993363,25,5,17,0.16225715542023497,174,0.6808032025091404
6MQLBH1R7Z,102,inicialization,0.24522785438641426,0.019343619343619344,0.11698458830305047,51,36,20,0.027652463000254257,196,0.19294679310309348
S5L332Q68O,102,inicialization,0.22059519038028874,0.014648314648314648,0.7631038800645756,47,27,18,0.06192184970834068,100,0.4599819123402713
QLLAFKX7RC,102,inicialization,0.2624741961503405,0.012328412328412329,0.9345027058240776,3,11,4,0.15523713561135682,118,0.8092515685378429
OYNFWXYS1A,102,inicialization,0.22759902269161747,0.020094720094720096,0.12828416933485587,22,35,14,0.09591349825789168,69,0.40644420535466674
47T56BVBYX,102,inicialization,0.2132575760905494,0.019843119843119844,0.008855157175807649,30,15,18,0.19279190488228526,157,0.12750464138371867
ZM59ZEQ0B0,102,inicialization,0.23486202418513746,0.014659414659414664,0.2742006967228722,29,25,3,0.08981027408395667,173,0.9991016953697905
8I1LA9E96Z,102,inicialization,0.21252240335010109,0.025526325526325527,0.7137521744333708,26,35,12,0.1572106341529697,114,0.476838828996508
VGLEKE05H8,102,inicialization,0.33073634227319015,0.012354312354312353,0.6196624646047376,3,7,20,0.014370819717534728,171,0.9944176864659585
6JIA6PEEYR,102,inicialization,0.23221043346704529,0.01646871646871647,0.17130348508716886,43,7,14,0.020649714088827747,196,0.7146448542271119
OK4QJHRHB5,102,inicialization,0.33872366626982364,0.014463314463314463,0.8374183601934366,35,35,14,0.0190547286979278,192,0.16782865200292685
SV94ID3PWI,102,inicialization,0.22928232315889252,0.01491101491101491,0.38506494737702457,20,32,6,0.0590707220757646,142,0.46075620277461515
I5WWATCX7J,102,inicialization,0.21731187215511194,0.026836126836126836,0.8497617953120684,61,15,9,0.0861340349217873,170,0.6910612468421891
J3QDFYVT27,102,inicialization,0.23474466552379936,0.016206016206016208,0.5663963421944718,41,11,9,0.06922304792161575,54,0.6458317681314316
ZG4CVYL6SF,102,inicialization,0.2606580501773613,0.012332112332112337,0.7385836523649822,5,9,15,0.10509177511933988,84,0.6662746889262421
TGK1AO42GU,102,inicialization,0.2172520732459835,0.027861027861027857,0.6749215431211684,54,16,19,0.12367698038122835,117,0.5962623664210017
WM9MXO2WA2,102,inicialization,0.21910543616439404,0.02372812372812373,0.7267712054744515,55,34,18,0.18122167046144863,68,0.2832585259648759
N3GLU9LGVZ,102,inicialization,0.21035030347666994,0.018537018537018536,0.021799727760423604,54,7,16,0.19453033211309206,79,0.36240611179806237
VQ77JZDFLL,102,inicialization,0.2166262836163675,0.023717023717023722,0.6606366355141023,36,30,15,0.14541363646838323,54,0.6966082847352543
N3HU62LETS,102,inicialization,0.23815742563305498,0.015958115958115963,0.28650030176647145,4,20,16,0.1274293963445095,190,0.9230000864037629
LVCOFEW5QN,102,inicialization,0.20900290030719537,0.018529618529618527,0.36163508131688227,39,29,19,0.10561944372095743,182,0.23069264324672298
ITK2VSR5YT,102,inicialization,0.21328904564227436,0.0327931327931328,0.8163443829635265,62,24,5,0.19235867386572233,199,0.7033080483798004
VU2JDQ62ZG,102,inicialization,0.23156655203392473,0.013623413623413627,0.170743270706891,18,21,14,0.06858945255363165,103,0.32367058735072574
VW659CMWIS,102,inicialization,0.21662740566143468,0.033041033041033036,0.763605939243705,36,21,18,0.18715652541163935,189,0.9850920679702188
UW5X2QZNQS,102,inicialization,0.3849641990617365,0.015255115255115255,0.014831536027780867,57,25,19,0.05951586063122974,53,0.1442734049851472
4VJF1OBO1F,102,inicialization,0.21745170152051718,0.019828319828319826,0.745576168072116,18,38,11,0.12027337729976895,99,0.6742449866087767
AKOF0TYLW1,102,inicialization,0.32257782707540883,0.009250009250009246,0.36241292717567286,31,14,2,0.03023166284468675,116,0.5084474658542587
HJABSQHVDR,102,inicialization,0.28525666162490415,0.016513116513116516,0.4103316475479801,19,15,14,0.04471475413551086,76,0.18295776921140627
ISRVPYQU58,102,inicialization,0.21391786260789558,0.02216672216672217,0.28906068533446994,14,21,20,0.09841890536900837,165,0.9084971028715849
S8CHWPEMIX,102,inicialization,0.21650539267496116,0.026062826062826068,0.5819086596210863,37,23,16,0.08580593000280243,104,0.418077217095001
GTQQJP01QJ,102,inicialization,0.22594947441439983,0.01646871646871647,0.7344260645657107,33,33,19,0.17160847540218063,128,0.15111992977599756
DMWN5M88BL,102,inicialization,0.3445212067624934,0.006944906944906945,0.3065288624429623,55,37,4,0.010763597054505658,192,0.1857811299718246
AYY4MCLBXG,102,inicialization,0.22044511903846997,0.01803011803011803,0.694694138575802,8,27,16,0.10803027761690642,112,0.9341420469691132
PB3MU3JNX4,102,inicialization,0.2979631083905615,0.011055611055611054,0.7267975358938352,4,12,9,0.1009788087036247,58,0.3193440615507535
HJD8QTFR7L,102,inicialization,0.2187842353724373,0.019314019314019312,0.5385628036425034,35,16,18,0.05014303194524467,140,0.9201436990683762
FLG5L6DXEJ,102,inicialization,0.2333117759091884,0.012850112850112852,0.35041901515680507,37,3,5,0.06775501745038093,104,0.5760548903127567
JDCGSSZT1S,102,inicialization,0.2169441671506782,0.0219003219003219,0.3743127030683766,37,32,7,0.0961325822023526,176,0.6952912122543968
HBZ4R1D9GW,102,inicialization,0.24137367368847829,0.00843970843970844,0.022469738357099422,17,21,5,0.09908159808903902,58,0.6016549936813388
BDC819HHMR,102,inicialization,0.21710741434060843,0.021134421134421134,0.5500777181139466,47,5,3,0.18687114434573454,164,0.8279356931670376
AHMOG7QH39,102,inicialization,0.2265821446637012,0.01932881932881933,0.25568701780244274,32,36,6,0.18016389236330277,58,0.26479623534913727
FONVNUCILO,102,inicialization,0.24695240787455763,0.014933214933214933,0.9471969092909474,29,24,20,0.03149562795916989,97,0.4130376343639617
X3AOE1WANM,102,inicialization,0.23807099502702878,0.017256817256817263,0.2721725962407312,12,21,3,0.11379094704529623,127,0.9056699499257841
XYB5QQ935U,102,inicialization,0.2166459196370789,0.02217042217042217,0.05214786100300961,21,28,6,0.12071859394995056,110,0.8060738062800736
04TH96X7XN,102,inicialization,0.2199819313107274,0.01646131646131646,0.21982123762680528,56,8,4,0.12868988146044547,158,0.7192316238861103
H5ZDQIK7Y6,102,inicialization,0.2137360864705502,0.027084027084027087,0.7228605000744613,59,14,10,0.18588527913740635,162,0.21003707802663002
Q3ZQ7MTBH9,102,inicialization,0.21454755601578368,0.019306619306619303,0.23308601485783642,34,9,8,0.09148199984506634,184,0.4796691940025638
IOPJDOUSE1,102,inicialization,0.21734547010388094,0.027346727346727343,0.35265787336168,53,33,17,0.16352053790627785,116,0.461081230292001
K1XCDPW7KX,102,inicialization,0.2166607872373284,0.026070226070226073,0.7752073286660367,18,19,11,0.16123560021480354,96,0.29285080486178056
68J0T8W6ZS,102,inicialization,0.21473175866514704,0.017471417471417464,0.3836341473437952,26,13,13,0.17686938826244714,180,0.9889584106366642
KS7V8J86KJ,102,inicialization,0.2238412467547013,0.018799718799718798,0.43704110025391363,25,18,15,0.08302833724686808,97,0.43310462154517637
AM4LY777W3,102,inicialization,0.2764415113195364,0.012613312613312614,0.3702018892276826,45,17,4,0.03541978183620632,134,0.3485226981589641
7115ACKB55,102,inicialization,0.2788053270388867,0.011044511044511048,0.5210362734029599,6,28,7,0.0600812829226725,86,0.7077421232999022
IGYV4OSZ46,102,inicialization,0.2516771989738038,0.01258741258741259,0.7394423915859376,4,8,6,0.07549819055566527,171,0.4890967642211471
J7QLMZ1TY7,102,inicialization,0.21720837333307053,0.0218929218929219,0.3376157168938766,17,32,11,0.18942595323106118,137,0.8317221628383827
CXQAOUR6VS,102,inicialization,0.30059817753211926,0.012099012099012096,0.32175703608958695,25,31,2,0.07144557423961757,82,0.7343206111576405
Y26AVNG0BO,102,inicialization,0.2204752813401225,0.01620971620971621,0.13285198741992732,7,7,18,0.14469822191030468,181,0.9663284782883618
720L8V833K,102,inicialization,0.21126099503638207,0.022673622673622676,0.6215171744879547,28,13,9,0.18014795140582132,102,0.9535293295801865
RRF5SRG3RO,102,inicialization,0.2811589817725315,0.011569911569911568,0.7544207381287563,40,5,3,0.03799041576970181,160,0.9078189803382001
KVVS57QYZ7,102,inicialization,0.22038658307293435,0.019066119066119068,0.18707159643382187,32,5,13,0.15823312731052802,53,0.3683784177545646
GNE2DSNEOE,102,inicialization,0.21571832795268175,0.018000518000517995,0.2962694378071211,11,15,9,0.18254817168691315,194,0.983059686069637
A4KC8PBCI3,102,inicialization,0.2170429533607674,0.019828319828319826,0.11890434639229686,18,34,16,0.13072259695094018,130,0.35732544078542783
G2MGHIBRXN,102,inicialization,0.21508648213186476,0.032537832537832545,0.660659221376001,55,29,15,0.1453226578971415,113,0.39626838193572
TDXHB6STGK,102,inicialization,0.28766998541780164,0.012091612091612091,0.5386905171745422,10,16,16,0.0160391314296669,104,0.8581369598390522
FVFZ7W0L2E,102,inicialization,0.22592515490940812,0.01673141673141673,0.8393525313970247,34,10,7,0.1100617804718864,84,0.25171405902720434
YIURXU2AAK,102,inicialization,0.23275594264619626,0.013101713101713104,0.311330854249831,43,26,5,0.04597894709140854,170,0.6352131886701874
I1AVIVTU1A,102,inicialization,0.22019437548354825,0.018274318274318274,0.7417240871747227,26,7,19,0.0766625269748797,130,0.8590086488321049
90OLOUIFWE,102,inicialization,0.22118523114010402,0.019839419839419843,0.06695062901766635,59,36,16,0.09839026616359253,82,0.38443079590192386
DT3IP4XPBN,102,inicialization,0.3602278087966515,0.012913012913012913,0.461950042366744,59,17,18,0.02527758973071005,55,0.20968467159973916
UPYOASAY5A,102,inicialization,0.21912654157118827,0.024238724238724238,0.27312739559251753,37,12,17,0.1778114565816629,61,0.7890709269368464
KIMTUJL0W3,102,inicialization,0.22404785647468695,0.019055019055019058,0.5296432707797842,31,33,19,0.10057387905261311,60,0.836504196632176
4Q8U89QSLR,102,inicialization,0.24869495895602867,0.017016317016317017,0.8909800661952242,41,14,14,0.024211141420213675,103,0.4003074347500437
SIGPS5W00Z,102,inicialization,0.21635731967727145,0.022440522440522442,0.9962644197076234,45,14,11,0.05321023975256907,163,0.3752868517643465
0GXOP2LVG3,102,inicialization,0.2183400236714731,0.020076220076220078,0.8090482079551549,42,4,8,0.1412862801151554,143,0.8602053813303452
PJ4EGD60Y4,102,inicialization,0.2163401210923268,0.020098420098420097,0.8515493630118534,23,21,12,0.11550986223024606,124,0.18490914433860178
6QQ5FSQ5TH,102,inicialization,0.24223155740325908,0.021933621933621934,0.4761771717616582,10,5,18,0.16691349210995948,51,0.2885221865298414
347BD7VKQP,102,inicialization,0.2157382214337622,0.020353720353720357,0.5363168332326085,29,37,18,0.13577104651619046,108,0.22239146132261006
DQ90R89P5I,102,inicialization,0.21427762561868013,0.021645021645021648,0.23196578331536255,21,35,17,0.14893124310294809,170,0.3565348395093586
9WE7MXVKAZ,102,inicialization,0.24865888674729797,0.01102971102971103,0.93167016149731,33,10,4,0.04320045905490565,157,0.9080668855197835
9OKUMQW6RQ,102,inicialization,0.21536929346358458,0.026321826321826322,0.8347539784579502,21,18,13,0.13994360764076147,102,0.8731322155830511
ENYRGB0AE9,102,inicialization,0.2129236853308747,0.018533318533318535,0.3047118938502843,22,36,17,0.18096624694169677,153,0.305933576430538
BKQD2IXZRG,102,inicialization,0.24961831460772876,0.013371813371813375,0.8006012313324908,9,27,4,0.06669440956893026,110,0.6508947792078524
685XFJ0HST,102,inicialization,0.21844882703250657,0.0219040219040219,0.4408206604519054,40,3,13,0.0988027753099527,127,0.7449045946251075
EIZ29MMXDF,102,inicialization,0.21450018328063636,0.016442816442816435,0.22878174229913983,18,28,12,0.15541118838490278,137,0.9250970917723821
U6P6V0DJ68,102,inicialization,0.21535725090363167,0.020853220853220847,0.18895976311895168,18,39,18,0.181880141288114,162,0.45384310968768915
PY3DETZCEB,102,inicialization,0.22110848927965665,0.024490324490324497,0.8811935322048841,43,9,19,0.18104023979327347,140,0.7828074228246025
9XBZ40DMJD,102,inicialization,0.22957310268929665,0.018292818292818293,0.7724482869710142,13,17,6,0.09387732133751367,117,0.2024673313762148
QNH7VP4C2U,102,inicialization,0.21951610911619168,0.02217042217042217,0.8729786804436207,14,5,13,0.12807719468825252,85,0.9817506227067062
OX89UJZT5W,102,inicialization,0.23377164564879505,0.01673511673511674,0.8607785098762388,46,28,4,0.09012249638492506,99,0.812252388710602
31QJIJWDQN,102,inicialization,0.22307343134291668,0.02087912087912088,0.6873256925190093,16,39,9,0.07938853253676931,180,0.20505669465550522
LRWIOYK533,102,inicialization,0.2281186872187727,0.018285418285418284,0.26234641820242555,27,4,15,0.03691913133787301,127,0.5875526916670228
HBTQCXEM0K,102,inicialization,0.21450503232699236,0.024242424242424246,0.5165168315434853,56,9,7,0.147969179002406,170,0.3190052271334719
LGVOU7OC08,102,inicialization,0.2182893289143325,0.028116328116328124,0.2068625188894545,47,16,20,0.1504147169321403,166,0.7143133216545426
NL6FO0AVKN,102,inicialization,0.2903245318244544,0.02118252118252118,0.4369749298455019,26,19,7,0.056492644125999636,95,0.17196955516461976
CW8HAYMTD2,102,inicialization,0.2171325826950018,0.02787582787582788,0.5154740292181186,27,19,10,0.11645212587144775,99,0.4492899275367628
OCV8QZGXVR,102,inicialization,0.2230142260051734,0.02191512191512192,0.5660043465442504,20,10,18,0.08386513158871703,79,0.6551835690739152
4EHT5E9A9M,102,inicialization,0.21495164594033356,0.0192955192955193,0.39809739144903755,54,11,14,0.11466307701179655,194,0.5268886369113428
4XJL4Q5YN5,102,inicialization,0.21821390195026824,0.01646501646501647,0.29134844948256655,32,10,9,0.06917830582994729,103,0.46119464866862503
WRSG8PN6PK,102,inicialization,0.2706804723262186,0.010289710289710291,0.181454871984984,43,12,7,0.03018652730571919,100,0.34180391746910543
ZS1RNAWIGX,102,inicialization,0.2139139489936026,0.026828726828726834,0.8582978884895465,58,40,13,0.0965561975508339,170,0.5081819120796685
X05LBC5DMH,102,inicialization,0.22336877120912035,0.022951122951122956,0.0810852290636288,31,31,14,0.048501876946435686,160,0.40162620651613934
RD34PKKR97,102,inicialization,0.22446501898403948,0.020102120102120105,0.5969176192459654,13,7,9,0.0875538596367588,170,0.21793913569567586
INO7651JWI,102,inicialization,0.23200229544745254,0.01647611647611648,0.1263754091153686,20,17,8,0.05435106884536834,94,0.46766771340855007
745ZJJ6I47,102,inicialization,0.2916430749925858,0.013131313131313136,0.8535959608174715,45,25,2,0.10525899318048856,78,0.18724582319583694
DJ9298PQDV,102,inicialization,0.22286811748601343,0.015950715950715955,0.46876129664648825,33,9,3,0.12171958423236898,177,0.376230381582328
JYRXWXQZ4E,102,inicialization,0.220182915921614,0.014648314648314648,0.3709580071331138,44,12,6,0.06325502127570733,173,0.9119771647332156
ZF92F8V167,102,inicialization,0.21445756891071843,0.020605320605320603,0.580395627618993,51,24,6,0.18312971997318708,87,0.9554400501473805
ORUEJQ2KVV,102,inicialization,0.2206896458336427,0.02682132682132682,0.011065648108854131,43,20,16,0.10425612530859077,149,0.7073752092799
N1OCQPG0WR,102,inicialization,0.21829232740368176,0.02890072890072891,0.4696059156503428,55,9,15,0.10350130736423845,105,0.8137445563804483
W9CUQ8PTXW,102,inicialization,0.2155897329739771,0.017230917230917228,0.4136147370964549,30,2,9,0.09004694501490725,166,0.6002730584563156
MS4U673DXJ,102,inicialization,0.2156486580487198,0.021652421652421656,0.8263003016805367,45,22,9,0.05402959479065429,158,0.5094186892049527
0SBEZV69JD,102,inicialization,0.21626693785600803,0.022681022681022685,0.09080386725751466,41,17,20,0.08462462259899826,81,0.9656061769691369
ONEZM0BLN5,102,inicialization,0.21441514333343004,0.01775261775261775,0.5685618235346221,57,12,18,0.1616224147050323,103,0.23773329876721702
821JQT44CZ,102,inicialization,0.22845469165455345,0.016220816220816225,0.26887074766916086,49,32,4,0.0709523996594118,159,0.7000881884838205
VMRELZW72F,102,inicialization,0.3579897552888902,0.010067710067710067,0.38188885656303084,38,23,9,0.010099836639673817,146,0.20122202040887177
5WN1JC1VOP,102,inicialization,0.21278847520751776,0.022414622414622415,0.09903619358208904,47,22,18,0.12375105317586833,115,0.7990478796591046
FC7M3SRSP5,102,inicialization,0.22046184440738825,0.025282125282125284,0.525858190668554,30,21,19,0.12415164572120953,59,0.5955617022274777
NIT3BJ5PLG,102,inicialization,0.2146811102884687,0.020860620860620863,0.9649560612403845,35,31,4,0.19581730232061645,191,0.8919948592084341
YZC5U6MPQL,102,inicialization,0.21486469121382945,0.028393828393828396,0.9383958882062348,56,25,17,0.13862868915927593,90,0.44860793234295104
N6ZF1TMLUD,102,inicialization,0.2273743035331276,0.0182965182965183,0.34593569853511996,43,31,12,0.10278267107993415,167,0.1490138875935486
V8Z0JA0EGX,102,inicialization,0.2244923151615491,0.024512524512524517,0.5952391732515071,16,13,10,0.1468514890285266,58,0.5988611040596883
LSDA6LZDXJ,102,inicialization,0.21925478090563044,0.022677322677322684,0.16726928259617269,29,14,16,0.08739492193818874,160,0.9078509029439475
UF4W4I6ESV,102,inicialization,0.21729839594583067,0.028382728382728387,0.0053949379826254695,37,4,13,0.1160101260272799,180,0.8810179963491708
2E4VUA0JF7,102,inicialization,0.21545901168542458,0.028138528138528143,0.5885514504054574,16,29,19,0.17012432990210274,136,0.43295427984400237
SJTYE5KM8L,102,inicialization,0.22348874974250021,0.036419136419136425,0.04104759542323355,58,12,12,0.19146015270884342,120,0.8781698131296294
NXB1F7DWUJ,102,inicialization,0.21666845491504438,0.023454323454323453,0.8015264156489246,52,14,18,0.16226066936920516,111,0.6556920978081903
AI1Z8WTFRS,102,inicialization,0.2145124924567613,0.02346912346912347,0.7882875031392008,44,28,11,0.10210824288225491,144,0.2676090430112115
3ATDVNM6TC,102,inicialization,0.23210578507361634,0.016472416472416478,0.46518693112841214,45,8,10,0.029140908981916742,106,0.6754314664255568
CB3YQWVKBD,102,inicialization,0.2233593397203285,0.023961223961223965,0.8087270702065734,46,29,11,0.17464674338034625,111,0.7197946333381527
OKQ7VPUY41,102,inicialization,0.22177515452779784,0.019809819809819815,0.7088756084638207,42,2,19,0.15787060697843855,118,0.6183012155413659
XPI4DNUAGB,102,inicialization,0.22698191286982505,0.018281718281718283,0.007508175765248981,61,33,9,0.0637483927420985,70,0.8354589495024837
MCRYC0EZVL,102,inicialization,0.27508594900442385,0.009231509231509234,0.49259010414133975,43,6,3,0.0848486089417048,78,0.7560724423984071
FWMSTRPMUU,102,inicialization,0.2147275611617212,0.02294002294002294,0.3630498428586756,56,23,6,0.1517376626006631,167,0.3864352466274187
794FNLDD1K,102,inicialization,0.21535725090363167,0.020853220853220847,0.508156521490906,51,31,16,0.19051133674871704,139,0.23963160078657028
XDTT2FFHYC,102,inicialization,0.29990384828615824,0.012872312872312875,0.9763566013420112,4,16,12,0.04770378478420539,88,0.5272966836659815
B8MFAR5FJW,102,inicialization,0.21459493160827936,0.019828319828319826,0.5478836192677194,27,13,19,0.16081587880597767,139,0.19761149763526908
VPS7M4BSE7,102,inicialization,0.29463700721821573,0.012354312354312353,0.7448624036399065,54,25,3,0.022587408867056756,173,0.9295562464192124
D8HUOCK3NR,102,inicialization,0.2182023777258515,0.022410922410922407,0.08682551014453554,31,22,12,0.14739127124111104,157,0.9259450280872048
