id,seed,creation_mode,gmean_inv,dem_fpr,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
MBF5TB68XD,103,inicialization,0.2176045253955159,0.0343090732941851,0.5775427649564162,27,16,14,0.06802833135418915,175,0.7719891970339152
RJY5L76LFN,103,inicialization,0.23695058005812353,0.033625179711839655,0.7493069022823089,26,7,8,0.09794440572869773,119,0.1505764750364264
SVHJ31Z1KC,103,inicialization,0.2620841062812965,0.02362804662763142,0.5873668631535026,31,25,2,0.1432155653283948,110,0.7634636914101529
PVB3Y8KHGZ,103,inicialization,0.2204792067996375,0.03863839859450512,0.691885461340966,57,16,17,0.14289795962301116,173,0.65634013331339
YKV6WL7L6D,103,inicialization,0.22013304923932886,0.02857100488929186,0.2561672821307872,60,21,15,0.14003030760400295,175,0.1928543562855896
LKEBD81GXD,103,inicialization,0.2750574618852315,0.024119870974666634,0.6355127576759998,11,37,6,0.032978163644682534,106,0.38453340337837894
UDI878ANV2,103,inicialization,0.22031970731371486,0.02755805151409873,0.7948256667851735,31,30,11,0.173421448567386,126,0.18102916738260044
5O1W3E1M3Q,103,inicialization,0.22015691086305034,0.034944949567702985,0.7690184150897149,46,18,9,0.09860719816474366,125,0.952449193844229
LJJX4H2ZG9,103,inicialization,0.24713438761036777,0.03183582882111858,0.21317969368627254,34,16,13,0.09042051271139395,61,0.2272288471008989
2XEK68L556,103,inicialization,0.21531684836082332,0.035274009360550675,0.6351053484245679,15,7,16,0.15228662983149463,150,0.6783380928393945
ZT7BCVI694,103,inicialization,0.2156605125199691,0.03235695784927649,0.15867669232717374,44,2,8,0.10634854741283818,170,0.46625092477242513
S74R8ZNGNJ,103,inicialization,0.23551318608364413,0.033436641161002034,0.18673470525827762,15,39,3,0.1283848755830776,136,0.30482625745942044
ILHTBZ2DPR,103,inicialization,0.2172563218790965,0.029110846545154632,0.1026553193052786,60,7,8,0.1620815862281607,90,0.8009076841596912
PGY6RQ4KDB,103,inicialization,0.22309488004036448,0.03205014136860629,0.6019059799014187,37,4,7,0.1352912903187987,105,0.19130429475863625
N19893NUCI,103,inicialization,0.21816448285100998,0.039015475696180364,0.8111596196436375,36,30,12,0.11296300514299538,196,0.8369098163815666
X32KRYOZXQ,103,inicialization,0.3333878150214882,0.016259861201732013,0.06989208630851718,60,18,4,0.034030418894672794,117,0.1700474202978451
LTHMV9Y3ID,103,inicialization,0.24600093959653646,0.03694155163696655,0.6760148333445503,47,30,12,0.06962614156541756,152,0.13266958229793857
PLB2MNPEH4,103,inicialization,0.21983622727448182,0.03449761184502272,0.6078465677808117,17,2,16,0.12170674417272746,131,0.4807507593630773
BE4CRFNAGQ,103,inicialization,0.2791421948432151,0.020333918014681995,0.48602148160213043,4,39,13,0.07494052288578895,109,0.5098641481260763
ESISSCFUAJ,103,inicialization,0.22142040009097808,0.04019119362556103,0.07938298253084253,57,30,18,0.19663171553396103,76,0.9543493733180443
HA165EHBAK,103,inicialization,0.21868717647863034,0.03579160770423597,0.6615493328188672,44,24,16,0.12863713173859997,139,0.3346995526698171
278RNNZZMR,103,inicialization,0.22120198933169266,0.03746268066512446,0.8110952645295766,48,18,11,0.14201772322273942,183,0.5883345582149451
0W6TSR8VH5,103,inicialization,0.2753046435272801,0.020921776979372333,0.539243058064208,6,33,11,0.10170022197044168,60,0.6005188778590428
4IOZWBAJCE,103,inicialization,0.2211116048352857,0.02746554758091623,0.3617990717846665,53,6,17,0.12138493787238977,149,0.7867557756359664
QROEMCBPL5,103,inicialization,0.26321625651185,0.030260790477885206,0.6125861927345642,4,22,2,0.0952548873616912,161,0.7511269179576315
HQ9XG2U3FP,103,inicialization,0.2381264177239406,0.034660376399210255,0.382353873170426,21,15,18,0.12714641265728133,145,0.10209801822340635
VJBS8IUZ54,103,inicialization,0.22754360662265583,0.0409453478289115,0.3767447024952423,57,35,18,0.19239167418413294,184,0.9457648644065199
3RREBPRDIW,103,inicialization,0.2222847331220994,0.03437933391519013,0.6354663882711,26,21,18,0.1843143016014903,69,0.31739969974806415
LCJDF9B286,103,inicialization,0.2414616438014089,0.02946214965017978,0.5979637161223011,48,27,5,0.11164512897979983,57,0.8876668473801228
TAU4VH8FW1,103,inicialization,0.21840493018264262,0.03268601764212417,0.31897310811996693,12,5,6,0.17277662017620266,103,0.92070132966452
4XHT3PGR15,103,inicialization,0.29056934929431577,0.016074853335367005,0.6621480022146401,33,30,4,0.041873107625501525,75,0.7391348039490175
XBRMLQQJHG,103,inicialization,0.21546429843704662,0.039248500871372924,0.39807815766176824,48,15,15,0.07960714183419831,152,0.40260691497555934
R5SDFKI7YE,103,inicialization,0.2201809581992511,0.03666050915294643,0.5644998751729126,18,15,5,0.07481549396809717,192,0.5053086756207408
25UB5851ZO,103,inicialization,0.23882625395443058,0.02694441855275831,0.5928782753885489,31,17,4,0.08970737496550235,107,0.37146083327038937
TDTXXM77Z0,103,inicialization,0.2323294064202035,0.03498943619205794,0.3456098857588379,29,36,12,0.06506438775656224,143,0.24655904683504706
YXOKB4SI9X,103,inicialization,0.2156448797955357,0.03489693225887544,0.09576500467044458,29,20,7,0.13543670063196545,158,0.4144978880761566
R55J7F8RJF,103,inicialization,0.24316083219773454,0.03070812820056547,0.17566602756581606,40,22,2,0.16827993307484898,156,0.2931584607208501
RDM33XJN6R,103,inicialization,0.22224068221611215,0.036331449360098744,0.37885279320810594,53,17,5,0.08877230341390509,145,0.8246971723089344
3VBWSMJWAG,103,inicialization,0.23291590879733193,0.0338839788836823,0.14900309164575287,16,30,7,0.06896033312359127,133,0.26257316347865234
6BRX6R0J05,103,inicialization,0.23386202473480733,0.0318135855089411,0.8657103726945506,13,21,6,0.06558101039884899,158,0.24109704466654147
LVG99EDSE7,103,inicialization,0.24437191405137493,0.031085205302240716,0.4827798532986678,3,37,11,0.166074617070608,179,0.9274068175153326
TSY8JER3CF,103,inicialization,0.2185956060114772,0.031488056400566046,0.42341701701156453,20,19,17,0.19174616362961672,184,0.8553460766549782
BQ89Z1SD64,103,inicialization,0.22024709219774175,0.0335806930874847,0.5237396102189028,23,36,15,0.1704360616926234,157,0.33755438873821225
R8JO4PWWUA,103,inicialization,0.21705464114862627,0.0384498600436675,0.7083343451706753,54,33,16,0.10012116115361648,156,0.7014155961518491
UTPK5927UX,103,inicialization,0.2218404433548633,0.03562531246557582,0.8545670249161501,54,19,16,0.037582332474699415,156,0.4900719177429602
UQDS9WQZFQ,103,inicialization,0.2192861569389667,0.033155598676981916,0.653170301181458,54,10,8,0.037959652789297096,180,0.7120220277059569
65RE6PUXD8,103,inicialization,0.27411240117631763,0.027273478345605992,0.2442745431611002,25,13,4,0.08566014970067327,68,0.3044052015222907
HT7SXD3HQN,103,inicialization,0.28054394608312716,0.01247743892621999,0.05840618131300657,14,17,12,0.01733142958011954,68,0.7176530901298726
3ZCIGPJRWF,103,inicialization,0.22521876204515456,0.03647197060210881,0.47414229601122626,14,19,10,0.07650680215064928,173,0.2997030746333609
PYBWF5S9OL,103,inicialization,0.2273589373815298,0.03602463287942854,0.673254625760852,45,21,17,0.024787720536742476,148,0.5850233165420629
6ABF378A59,103,inicialization,0.22018798756066404,0.0348266716378704,0.5887460035970268,24,23,12,0.17460888142678088,93,0.3406644866496309
QO9TNB6NFA,103,inicialization,0.22506014852561862,0.024759277932657142,0.5537945100960049,12,36,18,0.1970162476951334,199,0.1607303607908149
3H0SVG6NMZ,103,inicialization,0.2200426036663068,0.03805053962981479,0.02127581169493542,49,21,9,0.16731842640607908,87,0.9775946871431404
WFSSUL670K,103,inicialization,0.22376267287692686,0.03515573143071808,0.12908836920665334,46,20,7,0.175837872315473,97,0.37625024239902394
1PKYIGSYRR,103,inicialization,0.2197186393396755,0.02948792364682986,0.7822544108111786,53,20,15,0.16444580300190093,127,0.4021571434089012
RCCZA8D3VY,103,inicialization,0.22984231605987404,0.03082640613039806,0.421687946067824,20,7,15,0.05157669749338566,93,0.7014665287393577
5NUOEUPPPX,103,inicialization,0.35501790580785086,0.012189335073254641,0.20462130483547447,30,28,13,0.02723805984054998,117,0.10745263221633394
FMKQVXIJ0Q,103,inicialization,0.21930611239149067,0.03689706501261161,0.6894614138238501,44,9,19,0.13389755590616972,86,0.8181782113069676
NPOGKFAIZ9,103,inicialization,0.21819824804326382,0.029865000748505108,0.48538959173940854,36,29,10,0.19622956717806303,174,0.34431906962427694
6GY187FXTV,103,inicialization,0.21839450249786596,0.03837959942266248,0.7820214988344771,19,28,10,0.17136441051487383,141,0.6272170788896354
M3V89O1HY5,103,inicialization,0.21407198136161854,0.0380247656331647,0.01291874647306468,24,2,18,0.12819660391398402,104,0.5289376482692452
IE4IPERX38,103,inicialization,0.22233008497723095,0.03496719287988046,0.4276149574905298,58,10,5,0.11911008297293686,144,0.40662077778094174
MZMESROR8H,103,inicialization,0.21723577368057045,0.03572134708323094,0.6567042060684647,24,8,18,0.14860953937581742,126,0.9763840389744403
80OL4VI0IS,103,inicialization,0.29152048086431215,0.012288900375382376,0.810798734853397,8,25,18,0.026028805384127135,65,0.8161143600555764
NK0N34XDAM,103,inicialization,0.21881181078920886,0.03583962501306353,0.9557290338810448,17,17,17,0.162403866877308,193,0.6754587416406288
5J0706TGV9,103,inicialization,0.2220529142323311,0.033887509568154915,0.33020106813021666,16,18,6,0.18597591968944135,165,0.908913716236416
Q32VYRSMAY,103,inicialization,0.21764407444935963,0.03167659495140365,0.41451299968413435,56,31,19,0.14614623138823976,182,0.2922878789223623
VVVSXEE7K5,103,inicialization,0.22055693299203116,0.034944949567702985,0.9463612907385479,59,11,5,0.16582621451982868,128,0.6527083372476465
BR28Q5AF3D,103,inicialization,0.23180099823113864,0.03543677391473821,0.9445783743426597,29,40,3,0.09555442629203567,191,0.5453590163799596
M2431U7PQ4,103,inicialization,0.26589341876426964,0.021110315530209946,0.9194655579341835,5,5,3,0.14801083650942343,61,0.32519814742612374
EHLOQ5EYS8,103,inicialization,0.22847415979601382,0.03484891495004788,0.7869320264550497,22,25,17,0.1075863028379628,152,0.17489046027089733
DP7MSAKCC6,103,inicialization,0.2829285648966223,0.023036656978468475,0.8057256079876844,34,25,16,0.017256425259215794,113,0.3563310029252925
3IW7CJKNQI,103,inicialization,0.21882999982898566,0.03409829143117001,0.13089914241145528,30,15,10,0.1225911867806578,161,0.8790187840900381
97W8XPFH4S,103,inicialization,0.21584150698124127,0.03449761184502272,0.8750331260530789,22,21,6,0.11460494289577103,165,0.6093808555632465
KVBYSSCX9W,103,inicialization,0.2297541014459955,0.040305940870921,0.9629296312172275,23,31,4,0.15605077591900762,95,0.6686522536664904
NZC739EG8G,103,inicialization,0.21376102671589003,0.02936964571699728,0.34909274556728354,24,26,17,0.11965985749329519,168,0.8894281871769659
VBWVQ7GQB7,103,inicialization,0.22315132764695622,0.03680103039495649,0.31679615757213475,26,27,5,0.19360962949660812,59,0.8751965927497385
JNCQ91P0JL,103,inicialization,0.2290806508437946,0.02979120944302746,0.40616101078288136,22,23,15,0.03630616603536428,126,0.9902000801132894
P6LVIGSBQ2,103,inicialization,0.21978094394686498,0.03249747909128656,0.3528876770958166,49,8,15,0.07072065472007644,145,0.7204656200208478
ZUQHCM0A0S,103,inicialization,0.26851855317840845,0.026071986419575244,0.3471652206635366,54,2,9,0.0259137459047782,128,0.25743701072081104
6XJ0AFVNG8,103,inicialization,0.2226989336641586,0.03649774459875889,0.2862170726760155,58,2,18,0.1737759683077716,111,0.2542259187484097
J8MDJKNE6F,103,inicialization,0.22689755056131633,0.033813718262677275,0.19019315881898302,44,3,5,0.06879668925259194,137,0.8933956108496768
881X7NFAG4,103,inicialization,0.216624458113992,0.03541453060256074,0.2309513718626217,58,30,11,0.08035675652850735,107,0.546215965177956
OO52016X3E,103,inicialization,0.2197343536824108,0.03282653888413424,0.06582745160222891,57,10,16,0.07440133554504007,65,0.6727741805950831
0HL0797339,103,inicialization,0.2192425523547541,0.032567739712291585,0.3728764007323665,21,11,12,0.17676697728958005,85,0.304119394443196
XPLFNJ81ST,103,inicialization,0.2159320198796808,0.03475641101686538,0.9097119150064874,47,7,9,0.1808839142668162,64,0.39865186101879857
66FA6OKRQK,103,inicialization,0.27130139918573026,0.02244879801377814,0.3755289588375186,19,36,16,0.04783396098380634,60,0.34140847460979296
XNZAJ71WG0,103,inicialization,0.22027789498154726,0.036708526461773985,0.8944277188692662,22,20,14,0.17179277600918028,131,0.2543763377000092
FIB0QH0YLE,103,inicialization,0.21781510794443804,0.03299283412279438,0.026964219198814643,38,11,13,0.15373657022618425,157,0.3120772735024703
4QDQC8CUO9,103,inicialization,0.2652056922196795,0.026589584763260548,0.6380649518625772,44,14,13,0.019840449182730126,177,0.2679172964492154
2XKYLV69SQ,103,inicialization,0.26690462223731304,0.027554520829626113,0.6750514669867993,61,32,15,0.03917229707776057,92,0.3074459228503092
ES29LV61C0,103,inicialization,0.22643793075946272,0.033225859297986944,0.7979187800727195,36,38,4,0.09202048604887736,143,0.7404421793711073
PVNTYN0F1V,103,inicialization,0.2219268337626682,0.031721081575758606,0.38057260781009783,52,31,4,0.08789180704203714,191,0.8961795076615461
EOK5NKY1MW,103,inicialization,0.23845300369964706,0.026286298967062947,0.9080687535188646,56,36,14,0.028901421630931713,71,0.9583115768273684
HRPNKAFD7L,103,inicialization,0.2147028935105627,0.040660774660418765,0.43745667076250505,27,30,10,0.10024033171392072,180,0.5572453472394588
0T5TMYU8UE,103,inicialization,0.262282943078437,0.018969661534463715,0.7567273916355655,18,9,12,0.026802579304408325,87,0.9926463437304918
GV2JAVHKGG,103,inicialization,0.25130106232561356,0.0328487821963117,0.292890372763022,53,11,8,0.10383745932195589,142,0.10263216009044326
O9RPAD1A9V,103,inicialization,0.21904839370714646,0.031957637435423784,0.05331379330607755,21,9,8,0.14925110288633273,189,0.8235541819990551
RLGDZ9JE6N,103,inicialization,0.21942724184690443,0.0386606419066826,0.742248507301563,9,22,9,0.18915580052844352,172,0.6279220674773066
5B0F4SG2PR,103,inicialization,0.2183554691253008,0.033015077434971854,0.23391032482864726,44,18,12,0.06789144512122902,137,0.6267586450573412
7RHAMVY8ND,103,inicialization,0.22359618175911133,0.033225859297986944,0.7232283440607371,15,18,7,0.09173527036058028,103,0.7116951303333351
K2PDIA18HV,103,inicialization,0.22291980713730408,0.032734034950951736,0.1062081431123244,45,16,15,0.10582767098199031,166,0.8813548308526455
GD5FUIOHVV,103,inicialization,0.3010651113723408,0.01633365250720966,0.8104706304108666,3,22,6,0.03964306534994042,184,0.7841606950894121
G45BSMHAWP,103,inicialization,0.2755269202636481,0.02931809772369711,0.8574878703016504,53,7,11,0.046983361907136534,133,0.10825496042484747
6EVTRNPH5F,103,inicialization,0.25757908440709265,0.02579094393555512,0.8041505249578442,25,37,5,0.04417489742337097,109,0.7192360403582894
2U4SHUFDMW,103,inicialization,0.21818487094841288,0.029957504681687605,0.0948142394815813,53,6,17,0.056830812142546455,142,0.8481213917959679
J86BC0OUAQ,103,inicialization,0.2176045253955159,0.035932128946246034,0.028497415873831367,38,40,11,0.10219437248666122,158,0.3334660856417395
AIN0VBWWDD,103,inicialization,0.22002780784281906,0.03409829143117001,0.4216745137384571,48,28,12,0.11213212375199624,121,0.9069293578479732
YNJZ99YSJC,103,inicialization,0.21529864883867367,0.03132176116190589,0.8016962617588266,21,39,12,0.13546421454901145,77,0.7118120187856901
RSHXU101O1,103,inicialization,0.2391071649270501,0.035507034535743234,0.28676493031564443,22,4,3,0.15760164152712675,117,0.15200329893394707
31SWJCTGAJ,103,inicialization,0.22879366548570812,0.03945928273438802,0.6285709290781876,41,6,3,0.12993818411418093,199,0.7451432452111363
F0SH0Z0BM7,103,inicialization,0.2730371953474665,0.022286033459590612,0.6710307872582808,10,29,2,0.10881216903475058,118,0.18910362406506814
8CHXZZYMMT,103,inicialization,0.2231092700768723,0.037203881493281805,0.9856846736859028,37,17,13,0.18430366191366457,193,0.5065345433570454
6WL3WPLL53,103,inicialization,0.2337347542231315,0.02776883337711382,0.7682060751359038,56,16,9,0.017513123001770835,182,0.9887003046760506
OJO8FQGBK9,103,inicialization,0.21964395431938133,0.0334846584698296,0.15487196570603223,19,33,17,0.06804340605596404,187,0.34769917375331827
ZYJJ4U6QA1,103,inicialization,0.21452142681686615,0.04176623196879439,0.6702349545394646,24,27,6,0.198004414924671,140,0.9066467935588828
KM18CKC2HP,103,inicialization,0.21732488120612015,0.034449594536195165,0.7336500091275066,60,35,5,0.19947064445726295,109,0.1999841406716251
4IY6G2XUL5,103,inicialization,0.2195117017270649,0.028474970271636736,0.0020510922777140506,20,5,8,0.11294775603999367,140,0.8884603172891482
FZLMI0ZCKP,103,inicialization,0.2788669924212219,0.024097627662489157,0.4858754593840834,32,6,2,0.15184098956862507,81,0.6893338722196786
0Q39B8MRT9,103,inicialization,0.22960354187609833,0.032589983024469055,0.5471483109442115,18,28,15,0.052642661416800025,134,0.3485584819960157
PQRXI2GTWC,103,inicialization,0.2797714235347186,0.024330652837681724,0.6777084744120084,59,22,6,0.023544773964704897,117,0.37211857084611544
FMG7OZONQR,103,inicialization,0.21451187709955755,0.03863839859450512,0.14602260196075978,61,39,10,0.18036622436925298,107,0.34106583590514683
46DOAW4MKF,103,inicialization,0.21146867619320775,0.04110811238309904,0.014552784084507664,41,39,17,0.13554267991434926,126,0.5391065730621539
CM5P99AQQX,103,inicialization,0.22175823306431652,0.03169883826358113,0.448072552820166,61,13,11,0.09505564711626192,170,0.40906331041226573
D94RR96DV8,103,inicialization,0.2751398464003124,0.023650289939808895,0.8053891441156148,8,23,3,0.05845218101968607,121,0.8417898139109175
KAGN6QJ3HA,103,inicialization,0.21466578861043817,0.03600238956725107,0.5331361802630127,45,24,10,0.047986293580356144,161,0.8686699886888611
5T5N6YSCFS,103,inicialization,0.22156909895469257,0.03393199619250986,0.5870836622922138,15,35,11,0.1012990526816766,90,0.8649762925501867
0K6OW0CVG1,103,inicialization,0.33064015257600887,0.012026570519067106,0.12084150857498832,6,11,15,0.01506952420444964,131,0.26868198367447543
I9GDM1TJ0L,103,inicialization,0.22067335171641644,0.035296252672728144,0.7688848263689909,60,38,5,0.109228559112605,183,0.20728491635827645
BBC7NJ0VWY,103,inicialization,0.22303184553752975,0.040897330520083944,0.6644528954497559,53,35,11,0.17079881483760995,166,0.38025777975535835
0Q8DGWWKXA,103,inicialization,0.2175047858444682,0.0365902485319414,0.42554983414461156,50,6,17,0.04984886632339263,140,0.8082950880996874
SLR716JLUP,103,inicialization,0.2333831757482081,0.03809502625416974,0.588768720135357,24,39,10,0.15362138975431844,89,0.15808914965806892
FFKULQP676,103,inicialization,0.21493548198083157,0.029606201576662453,0.2090072966253037,32,21,11,0.13375034928759072,182,0.9059017120717734
ZML4R4EFSS,103,inicialization,0.21426683800741886,0.03437933391519013,0.44746505336025666,47,18,8,0.09891134324327709,133,0.6176002393257781
TIEJCZ9EE2,103,inicialization,0.24125096246660305,0.02473350393600705,0.35616549921359375,33,33,9,0.024965873607639702,111,0.9627053731085199
EGS1O2CALU,103,inicialization,0.2301893728796659,0.03473063702021529,0.2959862444296717,47,37,7,0.03812700978334938,138,0.7975497391110923
G36KM4OXQC,103,inicialization,0.21844544259677867,0.03002776530269264,0.11114457492185248,58,27,8,0.15627294233291852,102,0.4618729293924141
F5LU6227EB,103,inicialization,0.22300566776241526,0.033414397848824565,0.11788287366045813,9,28,14,0.07332632977203163,198,0.6459284311764585
RTODONAT2R,103,inicialization,0.21821706861943113,0.02983922675185502,0.00728980495475251,15,14,17,0.10549690090863835,131,0.8593616241826022
VBBFVI2S4V,103,inicialization,0.24319266289551078,0.02842695296280918,0.1505588289450378,22,32,3,0.1568962391930016,102,0.19104921808061004
LZ3MV42006,103,inicialization,0.2282973057328992,0.02783909399811885,0.9444698272341061,14,28,7,0.1140370807721633,51,0.6434557390324964
N8S5KE1ZMS,103,inicialization,0.22349920227433706,0.03205014136860629,0.9793016311619063,28,24,14,0.0880430238768705,62,0.8337138894771098
DL0YZOLXPE,103,inicialization,0.23869284807899238,0.035507034535743234,0.7735775808376263,28,26,12,0.08628103115950983,88,0.2618361693232216
O30O99FZ8L,103,inicialization,0.26142463323965826,0.030331051098890234,0.1860476070017667,60,2,11,0.06629207948293096,61,0.2926714247845044
O2YG7THJXQ,103,inicialization,0.27143820200095214,0.024260392216676693,0.7014800310586503,33,40,13,0.02370982462712743,110,0.38369500426312175
4RCI7ZUNYD,103,inicialization,0.21283705466751257,0.03188737681441875,0.4411525496078872,44,31,17,0.12670112865374966,140,0.7227415975701618
4F3C7VEMV6,103,inicialization,0.22273354540128587,0.03334413722781954,0.1754005073333872,17,21,8,0.07597530144268386,157,0.8519553460560795
X1I7O6CRD3,103,inicialization,0.23037050405582327,0.03346241515765212,0.1990968286646252,30,29,16,0.17719057678536412,129,0.16737495621466608
M92SBPH5HS,103,inicialization,0.22608332974645862,0.03705982956679914,0.5067393062866928,60,23,10,0.06643638706381505,75,0.477064933336932
NFEICPBQC5,103,inicialization,0.25111217198276803,0.032353427164803876,0.189143242253061,42,6,9,0.06558949342300506,123,0.12522522658715343
BGN0F5202M,103,inicialization,0.21991370448269232,0.031721081575758606,0.3971990403726937,11,28,16,0.08261338094931674,184,0.8585961064144069
RMSSN16Z5V,103,inicialization,0.21180910683033727,0.03158056033374854,0.9366909830164553,59,7,17,0.06630356525574843,196,0.6003376603436685
UCVDMERLUF,103,inicialization,0.23706127553874534,0.03517797474289556,0.41262579024793444,9,15,3,0.08261313144241614,176,0.8843632806005266
SW8DQSPX9Z,103,inicialization,0.24401023666701627,0.020640734495352205,0.29919083694959747,16,23,9,0.034000172080127206,105,0.9103168928946687
DEBW87W41D,103,inicialization,0.24132054928853985,0.02532136290069738,0.5192892818508428,32,22,18,0.015353016554284744,119,0.8640756955943488
WAXNAUHPS3,103,inicialization,0.22543504629547373,0.033414397848824565,0.42333930037261913,51,33,3,0.14857770620514937,189,0.8879703944113546
SABDW4WA7Q,103,inicialization,0.21727198678741644,0.03144003909173849,0.04378060784184401,37,36,15,0.19705214058124948,65,0.9230793696076788
X7CG75FEQM,103,inicialization,0.21290028071739864,0.03144003909173849,0.8140035626434613,28,10,8,0.15060946584282295,91,0.9989009806481771
U98RR4KZHW,103,inicialization,0.21991241005085527,0.031014944681235685,0.9646175271264978,23,22,9,0.10836338809578062,91,0.40215738485597907
SPJXU5U6SH,103,inicialization,0.304633405619525,0.014522058304311108,0.806085939518677,14,31,2,0.04808350309884308,96,0.48311035346898545
IPCLIEKDRS,103,inicialization,0.2260223815855814,0.030759676193865645,0.24692802826195615,27,2,13,0.1910175968825078,186,0.7396500025379598
LS1XZ5TC0X,103,inicialization,0.22996341690587052,0.03562531246557582,0.3567967935210392,23,5,19,0.1312108965971948,128,0.1288790930438089
LDXY30P8TL,103,inicialization,0.22349920227433706,0.035296252672728144,0.6548679704463441,38,33,14,0.03153674873986162,134,0.9071501915455469
1P17UE6T8H,103,inicialization,0.22596879962889882,0.03334413722781954,0.4454626729893053,9,36,7,0.13278856473626416,147,0.9638763058435463
Z41N58W2A1,103,inicialization,0.21810719606558682,0.035274009360550675,0.978688257793412,51,3,9,0.07259749797690897,132,0.968977740793637
7150J1B4JK,103,inicialization,0.29375157754300907,0.01600459271436198,0.6611870279737084,3,8,18,0.07226833782317113,152,0.3018543721896176
0VTZ2Z4SFG,103,inicialization,0.22045774093135473,0.030733902197215557,0.18535037622051864,47,30,13,0.12578008255272619,124,0.300042267251709
1QQ4F3C3QC,103,inicialization,0.29712427660661167,0.019014148158818658,0.6951832618622463,10,26,16,0.01879928630129916,129,0.3698628959725676
SG05GYD0M4,103,inicialization,0.22535869282817567,0.035695573086580855,0.6428542012511904,35,36,10,0.04346104759080495,125,0.5169321225459387
RVQGY7LAEA,103,inicialization,0.23597373399520816,0.03277852157530667,0.1972973672246835,6,20,3,0.10831663157595012,185,0.44842785312820377
M8FD1NM41J,103,inicialization,0.24316083219773454,0.02259284994026082,0.2815076777019212,17,10,14,0.02397822019983201,129,0.7192339979326577
S2UFM68NR6,103,inicialization,0.23612432164610753,0.02875601275565686,0.6769724377703028,62,28,5,0.04570215812914459,148,0.8838127690649097
C5FK7M6AJI,103,inicialization,0.242343223036822,0.03200212405977873,0.5604522468621431,7,6,16,0.09538672398058488,105,0.7504548132052952
I1QBNSDPKI,103,inicialization,0.2193861240969437,0.03807278294199227,0.6777249413882274,12,22,13,0.13002805139433724,136,0.7326818132716649
44UUOIV8Q6,103,inicialization,0.21485050387657778,0.030852180127048143,0.9513866098472478,50,3,6,0.11213815696742302,191,0.9474357780908185
N59A0UI3UP,103,inicialization,0.21462859362603803,0.03703758625462167,0.9693813803631299,28,36,16,0.09009833893407508,188,0.48084193262852104
ZLTJ0TPCHO,103,inicialization,0.21495440808669786,0.03748492397730194,0.01467624196130568,16,30,12,0.15653750144352457,120,0.6586597236747022
Y6CDL53UOD,103,inicialization,0.22233008497723095,0.0365902485319414,0.6113447925949516,16,10,9,0.1450671022558111,141,0.21093912807014606
