id,seed,creation_mode,gmean_inv,dem_fpr,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
M8W3D6NOS5,101,inicialization,0.2196253580413523,0.028112104539202203,1.0,31,20,-1,0.1,100,1.0
NV2EQMKF28,101,inicialization,0.2650863714506999,0.015817022571989088,1.0,31,20,-1,0.01,100,1.0
XM4UPZ1NE1,101,inicialization,0.22342762628662993,0.025740185356393892,0.4677158169767991,15,27,13,0.07242098947100573,179,0.3405867014466124
YO1EZ0A3N8,101,inicialization,0.2171325826950018,0.03498968363136176,0.09469985474284126,50,16,8,0.059792418906375655,173,0.9870600717598501
1LREJZX4K5,101,inicialization,0.21514070307457323,0.033965093467427335,0.8438550373606448,33,35,5,0.11080937407804087,181,0.9583134835634768
ECW82H3ILM,101,inicialization,0.22449798230846196,0.027505031343721113,0.7382166380652752,56,19,17,0.03648770552450384,194,0.8960274955685646
VYED99W3DM,101,inicialization,0.2645228578944233,0.023329861659187767,0.2786705097486406,51,5,18,0.05750346182706046,81,0.2009733779128715
UPGRLAAZ3C,101,inicialization,0.2191811368697265,0.025834963469907775,0.8042686532175227,16,12,13,0.11494404608527674,130,0.4009194032599732
ISWXZZDO7E,101,inicialization,0.3104858768743678,0.01340669887478296,0.21614750585053966,42,8,4,0.014518545232734454,179,0.282160915501652
X69NI389UT,101,inicialization,0.2513115961410508,0.025417446501454437,0.6759032480502315,46,11,9,0.09643131498315065,95,0.13645526559255727
DV22DR9NC3,101,inicialization,0.24326646381568195,0.022410267323607007,0.9747678263750723,39,34,2,0.1862166602603627,150,0.7930391002804649
J5DCRHF2V7,101,inicialization,0.2587903199501814,0.016936390849437398,0.7300337707442038,11,29,9,0.06038414181183934,86,0.29509914055334974
8GOMKLM2IC,101,inicialization,0.2172555356560235,0.02741025323020723,0.985636302748918,56,38,16,0.13984750648683092,182,0.19451227212996614
7AV6I4IHHC,101,inicialization,0.24565177745161726,0.019336496831803725,0.44835200616257354,36,35,12,0.02734839073433456,91,0.7784992644229584
DHS7DGTSPK,101,inicialization,0.21838228743304877,0.031091096917491602,0.7232372524433984,25,23,5,0.17211989586644705,188,0.779601374548525
VCPTYP4PM0,101,inicialization,0.21821886772535481,0.021073156019572915,0.15117847620165592,12,19,18,0.1779403410256925,164,0.7805061252190433
MVCOT7QCYI,101,inicialization,0.2177505371678108,0.03295072101833269,0.25445332074656835,51,29,18,0.12717936955518794,166,0.91093033585411
3QD3TFLBX4,101,inicialization,0.5236931136514195,1.0,0.8544689265679719,5,38,3,0.020772789150763905,50,0.21292078822847316
