id,seed,creation_mode,gmean_inv,dem_fpr,lamb,num_leaves,min_data_in_leaf,max_depth,learning_rate,n_estimators,feature_fraction
4B974DQEM5,106,inicialization,0.22752236623469757,0.02074946142108333,1.0,31,20,-1,0.1,100,1.0
X12SO3R4IL,106,inicialization,0.27650329654355377,0.017186712366755508,1.0,31,20,-1,0.01,100,1.0
RX5WESWVLI,106,inicialization,0.29365507321987483,0.015979093438831506,0.43344181839643037,4,30,4,0.044537692070128615,162,0.49804286002405973
9TQ521PJJ5,106,inicialization,0.27547642917918447,0.011268833186023858,0.2038335960779949,17,14,18,0.05056945075861736,70,0.3419552150964291
IW928YN0P7,106,inicialization,0.2513489120929582,0.016956527084679495,0.36773535154424586,47,17,19,0.14560889554342488,74,0.13088892071083238
W87EG8457O,106,inicialization,0.2339623164285124,0.011902696514707954,0.5495173700914846,51,10,17,0.15219956703069135,67,0.3030857878191904
SNIBE8TRGV,106,inicialization,0.3078072866795002,0.012072774067339781,0.8132572357476057,2,22,6,0.06740052835603584,176,0.36159552326988176
A5NSKCUA7K,106,inicialization,0.22280476556245388,0.024312210475411156,0.6592870404423515,50,15,18,0.18066980340801603,68,0.9764054978243636
CR8CHM9X70,106,inicialization,0.2258371471600359,0.014718197205263794,0.769749246908459,23,39,16,0.097752974442129,140,0.3842201544529673
WYA0VZD6SJ,106,inicialization,0.2393560261655876,0.016956527084679495,0.8918904179862053,31,17,17,0.031668331986041326,180,0.34973862906543873
MVQ7CTKXJF,106,inicialization,0.28362255766731015,0.011240486927251887,0.5313390316843705,29,19,5,0.03777354453111336,68,0.6676035369890964
F823FFWZNN,106,inicialization,0.22444411886531324,0.012334720820088005,0.8990012565199302,56,3,14,0.058540645741228484,139,0.47555335769951645
DVR5CDEFZR,106,inicialization,0.22876930430955722,0.011272248397924095,0.9131287227209394,23,8,12,0.128645582168325,166,0.29969643431723625
6M6AILW48D,106,inicialization,0.25204393436916916,0.0180189995068434,0.034364977691233256,9,30,7,0.08630700159951163,143,0.14820337979403259
G5BVWYGF51,106,inicialization,0.2290546343892087,0.01632607896789564,0.45258355640069226,57,20,5,0.10624369825255132,123,0.5981095078517921
W65CHGP75L,106,inicialization,0.2359322270086992,0.015263606545731737,0.42295962428174627,47,10,7,0.12336071907874983,55,0.9801912874883284
F60W3MGW7M,106,inicialization,0.27342111671864067,0.019053125670235337,0.24150458278982867,3,19,5,0.0952413206215512,170,0.31651295381691413
957TNA6CHJ,106,inicialization,0.2508415239710694,0.013825802335731725,0.8325663018552955,22,5,6,0.05445750119471107,99,0.684094039133987
RKGP3EO69W,106,inicialization,0.23414952243861076,0.01371241730064384,0.24623067083261108,45,25,15,0.08670123424850625,74,0.3888223407084096
R6LWFY796E,106,inicialization,0.232386754309291,0.014920036228567843,0.444295007295324,49,3,19,0.17819032730483647,152,0.1573616213365785
NYR31RO85W,106,inicialization,0.24277041798201893,0.01925496469353937,0.9068564370017698,29,13,17,0.16204592595558087,84,0.1621605997161451
KY8OAPAAXG,106,inicialization,0.22669219121407325,0.01759039041336359,0.48871680056047295,13,24,9,0.14945168240363668,127,0.5357311916312563
DQXOKEPUR9,106,inicialization,0.3222539826835479,0.019793543610206837,0.32691382183017903,32,17,13,0.022151029445137936,191,0.15558957839580603
577U8PHCTP,106,inicialization,0.23467104138064399,0.016843142049591607,0.4111709459607912,6,29,7,0.10295575760296097,187,0.8636083623794298
2F4TCYCV8Q,106,inicialization,0.22243886746549513,0.010181429716988225,0.04775647614633749,43,7,6,0.15265430595400645,72,0.7732342811280328
AF51P6U09N,106,inicialization,0.23035131765891748,0.023823493652487163,0.9084432811030111,50,18,20,0.1690466563400569,72,0.7477399537008148
4793GQIVR2,106,inicialization,0.24789120427056133,0.00949087387076019,0.6559928384071335,61,21,15,0.035491247305276565,88,0.6658665053124232
7H0FYTFHOB,106,inicialization,0.24532670974900572,0.021121377997019207,0.47266238244716396,14,18,20,0.12257106111858009,158,0.10206738362137563
401NEP3Q3S,106,inicialization,0.22383817852263244,0.016644718238187806,0.6004477183884094,26,5,9,0.18475738557125387,200,0.7659886797858714
6JDKBJZ6D6,106,inicialization,0.22708278409375182,0.017877268212983542,0.6221679457192236,43,35,6,0.060997435056063115,193,0.9981957339549988
2TZM99MWNP,106,inicialization,0.22992795343367467,0.017965722201199692,0.1960550530019286,49,24,16,0.09485706858560533,195,0.8325072847695781
8PC7E2YN71,106,inicialization,0.2736852680506864,0.009689297682163985,0.47539558014867045,40,5,15,0.012644294084559693,123,0.42054687191227
GSIIHCXV9O,106,inicialization,0.22546717584708853,0.026497263049183144,0.0699621604211551,58,25,13,0.17567550473236038,188,0.504229687281999
55KGRV43JL,106,inicialization,0.22462064234117074,0.016010854909503713,0.4778396618093377,39,19,11,0.11148361798750236,143,0.18879403954783247
